Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Damian Lillard,30,6,6,248,12.6,27.3,0.463,7.1,15.9,0.449,5.5,11.4,0.482,0.593,9.6,10.2,0.94,0.2,5.1,5.3,12.4,1.2,0.8,2.6,1.8,42.0,139,124,
2,CJ McCollum,29,6,6,240,10.5,24.0,0.439,2.9,8.8,0.333,7.6,15.2,0.5,0.5,2.1,2.7,0.769,1.3,6.3,7.6,5.5,0.4,0.8,2.5,5.3,26.1,108,125,
3,Robert Covington,30,6,6,228,4.0,8.0,0.5,2.4,4.9,0.5,1.6,3.1,0.5,0.653,2.0,2.2,0.9,2.0,8.4,10.4,1.6,2.0,1.3,1.8,4.4,12.4,127,120,
4,Norman Powell,27,6,6,216,8.9,17.8,0.5,2.3,6.1,0.385,6.5,11.7,0.56,0.566,3.7,4.2,0.889,0.7,2.3,3.0,2.8,1.2,1.4,1.6,4.0,23.9,121,125,
5,Jusuf Nurkić,26,6,6,173,8.8,16.1,0.545,0.3,1.5,0.2,8.5,14.6,0.58,0.555,5.3,7.3,0.72,5.3,12.8,18.1,4.7,0.9,2.0,4.1,8.8,23.1,118,118,
6,Carmelo Anthony,36,6,0,143,8.8,21.2,0.417,4.9,13.1,0.378,3.9,8.1,0.478,0.533,3.5,3.9,0.909,0.7,6.0,6.7,3.2,0.7,0.4,2.5,5.3,26.1,111,125,
7,Anfernee Simons,21,6,0,107,6.6,11.8,0.56,5.2,8.5,0.611,1.4,3.3,0.429,0.78,0.0,0.0,,1.4,6.1,7.6,2.4,0.9,0.5,0.5,2.8,18.4,154,125,
8,Enes Freedom,28,5,0,56,3.6,7.2,0.5,0.0,0.0,,3.6,7.2,0.5,0.5,1.8,1.8,1.0,5.4,6.3,11.7,0.0,0.0,1.8,2.7,8.1,9.0,109,125,
9,Rondae Hollis-Jefferson,26,5,0,36,5.6,7.0,0.8,0.0,0.0,,5.6,7.0,0.8,0.8,2.8,4.2,0.667,4.2,7.0,11.2,0.0,1.4,1.4,0.0,7.0,14.0,173,122,
10,Derrick Jones Jr.,23,2,0,10,10.1,25.3,0.4,0.0,10.1,0.0,10.1,15.2,0.667,0.4,0.0,0.0,,0.0,0.0,0.0,0.0,5.1,0.0,0.0,10.1,20.2,83,119,
11,Nassir Little,20,3,0,9,5.6,22.5,0.25,5.6,22.5,0.25,0.0,0.0,,0.375,11.2,22.5,0.5,0.0,5.6,5.6,0.0,0.0,5.6,5.6,0.0,28.1,77,121,
12,CJ Elleby,20,2,0,8,0.0,6.3,0.0,0.0,0.0,,0.0,6.3,0.0,0.0,0.0,0.0,,6.3,12.6,18.9,6.3,0.0,0.0,6.3,0.0,0.0,61,123,
13,T.J. Leaf,23,3,0,7,21.7,28.9,0.75,0.0,0.0,,21.7,28.9,0.75,0.75,0.0,0.0,,14.4,7.2,21.7,0.0,0.0,0.0,0.0,0.0,43.3,160,127,
14,Keljin Blevins,25,2,0,4,12.6,25.3,0.5,0.0,12.6,0.0,12.6,12.6,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,25.3,100,131,
15,Harry Giles,22,1,0,4,0.0,12.6,0.0,0.0,0.0,,0.0,12.6,0.0,0.0,0.0,0.0,,25.3,12.6,37.9,0.0,0.0,0.0,37.9,0.0,0.0,37,123,
