Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Damian Lillard,30.0,PG,6,6,248,0.463,19.4,0.418,0.187,0.112,0.052,0.067,0.582,0.482,0.76,0.333,0.143,0.222,0.449,0.185,0.2,0.022,3,0.09,0.286,1,0,
2.0,CJ McCollum,29.0,SG,6,6,240,0.439,15.7,0.632,0.096,0.228,0.175,0.132,0.368,0.5,0.636,0.5,0.6,0.267,0.333,0.417,0.714,0.009,1,0.167,0.286,0,0,
3.0,Robert Covington,30.0,PF,6,6,228,0.5,16.3,0.389,0.306,0.083,0.0,0.0,0.611,0.5,0.545,0.333,,,0.5,0.714,1.0,0.111,2,0.227,0.6,0,0,
4.0,Norman Powell,27.0,SF,6,6,216,0.5,12.5,0.658,0.316,0.184,0.053,0.105,0.342,0.56,0.708,0.5,0.5,0.25,0.385,0.571,1.0,0.092,5,0.538,0.357,0,0,
5.0,Jusuf Nurkić,26.0,C,6,6,173,0.545,5.5,0.909,0.455,0.436,0.0,0.018,0.091,0.58,0.72,0.458,,0.0,0.2,0.69,1.0,0.055,3,0.0,,0,0,
6.0,Carmelo Anthony,36.0,PF,6,0,143,0.417,21.0,0.383,0.05,0.05,0.05,0.233,0.617,0.478,0.667,0.333,0.667,0.429,0.378,0.455,0.857,0.0,0,0.243,0.333,0,0,
7.0,Anfernee Simons,21.0,SG,6,0,107,0.56,21.5,0.28,0.04,0.04,0.16,0.04,0.72,0.429,1.0,1.0,0.0,1.0,0.611,1.0,1.0,0.0,0,0.333,0.5,0,0,
8.0,Enes Freedom,28.0,C,5,0,56,0.5,3.2,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.25,0.75,,,,0.5,,0.0,0,,,0,0,
9.0,Rondae Hollis-Jefferson,26.0,PF,5,0,36,0.8,3.4,1.0,0.8,0.0,0.2,0.0,0.0,0.8,0.75,,1.0,,,0.5,,0.2,1,,,0,0,
10.0,Derrick Jones Jr.,23.0,SF,2,0,10,0.4,11.2,0.6,0.4,0.2,0.0,0.0,0.4,0.667,1.0,0.0,,,0.0,0.5,,0.2,1,0.0,,0,0,
11.0,Nassir Little,20.0,PF,3,0,9,0.25,25.5,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.25,,0.0,0.0,0,0.0,,0,0,
12.0,CJ Elleby,20.0,SF,2,0,8,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0,,,0,0,
13.0,T.J. Leaf,23.0,PF,3,0,7,0.75,4.6,1.0,0.75,0.0,0.25,0.0,0.0,0.75,0.667,,1.0,,,0.333,,0.25,1,,,0,0,
14.0,Keljin Blevins,25.0,SF,2,0,4,0.5,24.6,0.5,0.0,0.0,0.0,0.5,0.5,1.0,,,,1.0,0.0,0.0,,0.0,0,0.0,,0,0,
15.0,Harry Giles,22.0,C,1,0,4,0.0,20.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,
,Team Totals,,,6,6,1489,0.475,13.7,0.557,0.215,0.172,0.075,0.094,0.443,0.525,0.684,0.462,0.475,0.32,0.413,0.484,0.639,0.04,17,0.204,0.375,1,0,
