Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Damian Lillard,30.0,6,6,248,62,134,0.463,35,78,0.449,27,56,0.482,0.593,47,50,0.94,1,25,26,61,6,4,13,9,206,0,
2.0,CJ McCollum,29.0,6,6,240,50,114,0.439,14,42,0.333,36,72,0.5,0.5,10,13,0.769,6,30,36,26,2,4,12,25,124,0,
3.0,Robert Covington,30.0,6,6,228,18,36,0.5,11,22,0.5,7,14,0.5,0.653,9,10,0.9,9,38,47,7,9,6,8,20,56,0,
4.0,Norman Powell,27.0,6,6,216,38,76,0.5,10,26,0.385,28,50,0.56,0.566,16,18,0.889,3,10,13,12,5,6,7,17,102,0,
5.0,Jusuf Nurkić,26.0,6,6,173,30,55,0.545,1,5,0.2,29,50,0.58,0.555,18,25,0.72,18,44,62,16,3,7,14,30,79,0,
6.0,Carmelo Anthony,36.0,6,0,143,25,60,0.417,14,37,0.378,11,23,0.478,0.533,10,11,0.909,2,17,19,9,2,1,7,15,74,0,
7.0,Anfernee Simons,21.0,6,0,107,14,25,0.56,11,18,0.611,3,7,0.429,0.78,0,0,,3,13,16,5,2,1,1,6,39,0,
8.0,Enes Freedom,28.0,5,0,56,4,8,0.5,0,0,,4,8,0.5,0.5,2,2,1.0,6,7,13,0,0,2,3,9,10,0,
9.0,Rondae Hollis-Jefferson,26.0,5,0,36,4,5,0.8,0,0,,4,5,0.8,0.8,2,3,0.667,3,5,8,0,1,1,0,5,10,0,
10.0,Derrick Jones Jr.,23.0,2,0,10,2,5,0.4,0,2,0.0,2,3,0.667,0.4,0,0,,0,0,0,0,1,0,0,2,4,0,
11.0,Nassir Little,20.0,3,0,9,1,4,0.25,1,4,0.25,0,0,,0.375,2,4,0.5,0,1,1,0,0,1,1,0,5,0,
12.0,CJ Elleby,20.0,2,0,8,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,1,2,3,1,0,0,1,0,0,0,
13.0,T.J. Leaf,23.0,3,0,7,3,4,0.75,0,0,,3,4,0.75,0.75,0,0,,2,1,3,0,0,0,0,0,6,0,
14.0,Keljin Blevins,25.0,2,0,4,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,,0,0,0,0,0,0,0,1,2,0,
15.0,Harry Giles,22.0,1,0,4,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,2,1,3,0,0,0,3,0,0,0,
,Team Totals,,6,6,1489,252,530,0.475,97,235,0.413,155,295,0.525,0.567,116,136,0.853,56,194,250,137,31,33,70,139,717,0,
