Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Damian Lillard,30,PG,67,67,2398,9.0,20.0,0.451,4.1,10.6,0.391,4.9,9.5,0.519,0.554,6.7,7.3,0.928,0.5,3.8,4.2,7.6,0.9,0.3,3.0,1.5,28.9,"MVP-7,AS,NBA2"
2,Robert Covington,30,PF,70,70,2243,3.3,8.2,0.401,2.2,5.7,0.379,1.1,2.5,0.451,0.533,0.8,1.0,0.806,1.0,6.5,7.5,1.9,1.6,1.3,1.0,3.1,9.5,
3,Enes Freedom,28,C,72,35,1758,6.9,11.5,0.604,0.0,0.1,0.25,6.9,11.4,0.607,0.605,2.6,3.4,0.774,5.8,10.5,16.3,1.7,0.7,1.0,1.6,3.4,16.5,6MOY-10
4,Carmelo Anthony,36,PF,69,3,1690,7.0,16.6,0.421,2.8,6.9,0.409,4.1,9.6,0.429,0.506,2.9,3.3,0.89,0.7,3.9,4.6,2.2,1.0,0.8,1.3,3.1,19.7,6MOY-7
5,CJ McCollum,29,SG,47,47,1600,9.1,19.9,0.458,3.8,9.5,0.402,5.3,10.4,0.509,0.554,2.4,3.0,0.812,0.7,3.5,4.2,5.0,1.0,0.5,1.5,2.0,24.5,
6,Derrick Jones Jr.,23,SF,58,43,1318,4.0,8.3,0.484,1.2,3.7,0.316,2.8,4.6,0.619,0.554,1.6,2.5,0.648,2.1,3.5,5.6,1.3,1.0,1.5,0.9,3.5,10.8,
7,Gary Trent Jr.,22,SG,41,23,1262,6.2,14.9,0.414,3.5,8.7,0.397,2.7,6.2,0.438,0.53,1.7,2.1,0.773,0.6,2.0,2.6,1.7,1.1,0.2,0.9,1.8,17.5,
8,Anfernee Simons,21,SG,64,0,1104,5.5,13.1,0.419,3.9,9.2,0.426,1.6,3.9,0.403,0.569,1.5,1.9,0.807,0.5,4.1,4.6,2.9,0.6,0.3,1.4,3.1,16.4,
9,Norman Powell,27,SF,27,27,928,6.1,13.7,0.443,2.1,5.7,0.361,4.0,8.0,0.502,0.518,3.7,4.2,0.88,0.9,2.6,3.5,2.0,1.4,0.4,1.6,2.4,17.8,
10,Jusuf Nurkić,26,C,37,37,880,7.0,13.6,0.514,0.5,1.2,0.4,6.5,12.4,0.525,0.532,2.9,4.6,0.619,3.5,10.1,13.6,5.1,1.6,1.6,3.0,4.2,17.3,
11,Rodney Hood,28,SF,38,5,726,3.6,10.0,0.363,1.2,4.2,0.298,2.4,5.8,0.41,0.425,0.4,0.6,0.75,0.9,2.7,3.6,2.3,1.0,0.2,1.5,2.9,8.9,
12,Nassir Little,20,PF,48,2,640,4.4,9.4,0.467,1.6,4.5,0.35,2.8,4.9,0.575,0.551,2.0,2.5,0.8,1.8,5.4,7.2,1.3,0.3,0.7,1.0,2.9,12.4,
13,Harry Giles,22,C,38,0,348,4.3,10.0,0.433,0.8,2.4,0.348,3.5,7.7,0.459,0.474,1.7,2.8,0.593,3.2,10.6,13.8,3.0,0.8,1.3,2.1,5.6,11.2,
14,CJ Elleby,20,SF,30,0,192,4.7,12.4,0.379,1.3,6.4,0.206,3.4,6.0,0.563,0.432,2.1,2.8,0.733,2.1,3.9,6.0,1.9,1.1,0.6,0.9,5.1,12.7,
15,Rondae Hollis-Jefferson,26,PF,11,1,107,3.0,6.1,0.5,0.0,0.3,0.0,3.0,5.7,0.529,0.5,3.0,5.4,0.563,3.7,5.0,8.7,4.4,0.7,1.3,0.7,5.0,9.1,
16,Keljin Blevins,25,SF,17,0,75,2.4,9.6,0.25,1.0,3.8,0.25,1.4,5.8,0.25,0.3,0.0,0.0,,1.4,3.4,4.8,1.9,1.0,0.0,2.4,3.8,5.8,
17,T.J. Leaf,23,PF,7,0,35,5.1,10.3,0.5,0.0,0.0,,5.1,10.3,0.5,0.5,2.1,2.1,1.0,0.0,5.1,5.1,1.0,2.1,1.0,2.1,1.0,12.3,
