Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Carmelo Anthony,36.0,PF,6,0,143,0.417,0.478,0.378,0.533,0.909,0.571,0.183,0.617,89,90.0,103.0,99,117.0,100,74,157,
2.0,Keljin Blevins,25.0,SF,2,0,4,0.5,1.0,0.0,0.5,,0.5,0.0,0.5,107,189.0,0.0,93,,87,0,128,
3.0,Robert Covington,30.0,PF,6,6,228,0.5,0.5,0.5,0.653,0.9,0.693,0.278,0.611,107,94.0,136.0,121,116.0,121,113,156,
4.0,CJ Elleby,20.0,SF,2,0,8,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0.0,,0,,0,0,0,
5.0,Harry Giles,22.0,C,1,0,4,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0.0,,0,,0,0,0,
6.0,Rondae Hollis-Jefferson,26.0,PF,5,0,36,0.8,0.8,,0.8,0.667,0.791,0.6,0.0,172,151.0,,149,86.0,138,243,0,
7.0,Derrick Jones Jr.,23.0,SF,2,0,10,0.4,0.667,0.0,0.4,,0.4,0.0,0.4,86,126.0,0.0,74,,70,0,102,
8.0,Enes Freedom,28.0,C,5,0,56,0.5,0.5,,0.5,1.0,0.563,0.25,0.0,107,94.0,,93,129.0,98,101,0,
9.0,T.J. Leaf,23.0,PF,3,0,7,0.75,0.75,,0.75,,0.75,0.0,0.0,161,141.0,,139,,131,0,0,
10.0,Damian Lillard,30.0,PG,6,6,248,0.463,0.482,0.449,0.593,0.94,0.66,0.373,0.582,99,91.0,122.0,110,121.0,115,151,149,
11.0,Nassir Little,20.0,PF,3,0,9,0.25,,0.25,0.375,0.5,0.434,1.0,1.0,54,,68.0,70,64.0,76,405,255,
12.0,CJ McCollum,29.0,SG,6,6,240,0.439,0.5,0.333,0.5,0.769,0.518,0.114,0.368,94,94.0,91.0,93,99.0,91,46,94,
13.0,Jusuf Nurkić,26.0,C,6,6,173,0.545,0.58,0.2,0.555,0.72,0.598,0.455,0.091,117,109.0,55.0,103,93.0,105,184,23,
14.0,Norman Powell,27.0,SF,6,6,216,0.5,0.56,0.385,0.566,0.889,0.608,0.237,0.342,107,106.0,105.0,105,114.0,106,96,87,
15.0,Anfernee Simons,21.0,SG,6,0,107,0.56,0.429,0.611,0.78,,0.78,0.0,0.72,120,81.0,167.0,145,,136,0,184,
,Team Totals,,,6,6,1489,0.475,0.525,0.413,0.567,0.853,0.608,0.257,0.443,102,99.0,113.0,105,110.0,106,104,113,
