Rk,Unnamed: 1,Salary
1,Doug McDermott,"$13,750,000"
2,Danilo Gallinari,"$13,000,000"
3,Devonte' Graham,"$11,550,000"
4,Zach Collins,"$7,350,000"
5,Khem Birch,"$6,667,500"
6,Romeo Langford,"$5,634,257"
7,Jeremy Sochan,"$5,063,520"
8,Dewayne Dedmon,"$4,700,000"
9,Devin Vassell,"$4,437,000"
10,Joshua Primo,"$4,144,320"
11,Keldon Johnson,"$3,873,025"
12,Malaki Branham,"$2,925,600"
13,Charles Bassey,"$2,600,000"
14,Blake Wesley,"$2,385,480"
15,Joe Wieskamp,"$2,175,000"
16,Isaiah Roby,"$1,930,681"
17,Keita Bates-Diop,"$1,878,720"
18,Gorgui Dieng,"$1,836,090"
19,Tre Jones,"$1,782,621"
20,Stanley Johnson,"$1,245,164"
21,Noah Vonleh,"$1,160,955"
22,Gorgui Dieng,"$622,582"
23,Sandro Mamukelashvili,"$357,717"
24,Alize Johnson,"$192,293"
25,Jordan Hall,"$175,479"
26,Gorgui Dieng,"$105,522"
27,Gorgui Dieng,"$105,522"
28,Charles Bassey,
29,Sandro Mamukelashvili,
30,Jordan Hall,
31,Dominick Barlow,
32,Julian Champagnie,
