Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Keldon Johnson,23,SF,63,63,2063,8.8,19.4,0.452,2.3,7.1,0.329,6.4,12.3,0.523,0.512,4.3,5.7,0.749,1.0,4.6,5.5,3.2,0.8,0.2,2.3,2.2,24.2,
2,Tre Jones,23,PG,68,65,1984,6.2,13.5,0.459,0.8,2.9,0.285,5.4,10.6,0.506,0.489,2.7,3.1,0.86,1.0,3.4,4.4,8.1,1.6,0.2,2.0,1.8,15.9,
3,Malaki Branham,19,SG,66,32,1550,6.2,14.2,0.44,1.8,5.9,0.302,4.5,8.3,0.539,0.503,1.3,1.6,0.829,0.7,3.6,4.2,2.9,0.8,0.2,1.8,2.7,15.6,
4,Jeremy Sochan,19,PF,56,53,1458,6.2,13.6,0.453,0.8,3.3,0.246,5.4,10.3,0.519,0.483,2.0,2.9,0.698,2.3,4.9,7.3,3.5,1.1,0.6,2.4,3.4,15.2,
5,Keita Bates-Diop,27,PF,67,42,1452,5.9,11.5,0.508,1.4,3.5,0.394,4.5,8.0,0.557,0.568,3.0,3.7,0.793,1.6,4.5,6.1,2.6,1.1,0.5,1.4,1.6,16.0,
6,Zach Collins,25,C,63,26,1441,7.1,13.7,0.518,1.4,3.7,0.374,5.7,10.0,0.571,0.568,2.7,3.5,0.761,2.9,7.1,10.0,4.5,0.9,1.2,3.2,5.0,18.3,
7,Doug McDermott,31,SF,64,0,1314,6.5,14.3,0.457,3.4,8.2,0.413,3.2,6.2,0.516,0.575,1.5,1.9,0.757,0.6,3.2,3.8,2.5,0.4,0.2,1.6,3.2,17.9,
8,Jakob Poeltl,27,C,46,46,1199,7.2,11.6,0.616,0.0,0.0,0.0,7.2,11.6,0.618,0.616,2.3,3.9,0.605,4.6,7.9,12.5,4.2,1.1,1.6,2.9,3.5,16.7,
9,Devin Vassell,22,SG,38,32,1178,8.0,18.2,0.439,3.1,8.1,0.387,4.8,10.1,0.48,0.525,2.4,3.1,0.78,0.2,4.3,4.5,4.2,1.3,0.5,1.7,1.7,21.5,
10,Josh Richardson,29,SG,42,6,997,6.4,14.7,0.436,2.7,7.5,0.357,3.7,7.2,0.518,0.527,1.9,2.2,0.883,1.1,3.2,4.3,4.9,1.4,0.4,2.3,2.5,17.4,
11,Romeo Langford,23,SG,43,21,844,5.2,11.0,0.467,0.7,2.6,0.262,4.5,8.4,0.53,0.498,1.7,2.4,0.696,2.4,2.4,4.9,2.1,1.0,0.6,1.3,2.9,12.7,
12,Blake Wesley,19,SG,37,1,669,3.7,11.6,0.321,1.1,2.8,0.385,2.6,8.8,0.301,0.367,1.4,2.4,0.591,0.6,3.7,4.4,5.3,1.3,0.3,3.5,3.6,9.9,
13,Devonte' Graham,27,PG,20,8,527,5.2,13.7,0.38,3.6,10.1,0.358,1.6,3.6,0.442,0.513,3.7,4.9,0.75,0.5,2.9,3.4,5.5,1.0,0.4,1.8,2.1,17.7,
14,Charles Bassey,22,C,35,2,508,6.2,9.6,0.644,0.2,0.6,0.375,6.0,9.0,0.661,0.656,1.6,2.6,0.595,5.3,8.4,13.7,3.4,1.1,2.3,2.9,5.2,14.1,
15,Isaiah Roby,24,PF,42,2,474,5.1,11.8,0.432,1.4,4.6,0.3,3.7,7.2,0.516,0.49,1.5,3.1,0.488,1.6,6.5,8.1,2.9,1.4,0.5,2.4,4.0,13.1,
16,Stanley Johnson,26,SF,30,0,469,5.0,9.4,0.533,1.4,3.1,0.45,3.6,6.3,0.573,0.607,2.0,3.0,0.667,1.7,5.6,7.3,5.1,1.2,0.5,2.5,3.7,13.4,
17,Sandro Mamukelashvili,23,C,19,7,443,6.3,14.0,0.453,1.9,5.4,0.343,4.5,8.5,0.524,0.52,2.2,3.2,0.692,4.2,6.3,10.5,3.7,0.8,0.6,2.1,2.7,16.7,
18,Dominick Barlow,19,PF,28,0,408,4.1,7.6,0.535,0.0,0.4,0.0,4.1,7.2,0.561,0.535,1.6,2.2,0.72,4.1,4.9,9.0,2.1,0.9,1.7,1.3,4.9,9.7,
19,Gorgui Dieng,33,C,31,1,358,4.5,11.8,0.385,2.1,7.5,0.28,2.4,4.2,0.571,0.474,1.0,1.3,0.769,2.7,8.0,10.8,5.3,0.4,1.4,3.2,5.7,12.2,
20,Julian Champagnie,21,SF,15,3,313,6.8,14.7,0.461,3.8,9.3,0.407,3.0,5.4,0.553,0.59,1.6,2.0,0.824,1.2,5.8,6.9,1.2,0.6,0.6,1.3,3.0,19.0,
21,Joshua Primo,20,SG,4,0,93,3.5,10.1,0.346,1.2,4.6,0.25,2.3,5.4,0.429,0.404,2.7,3.5,0.778,0.8,4.3,5.0,7.0,0.4,0.8,4.3,3.1,10.8,
22,Jordan Hall,21,SF,9,0,83,3.9,12.1,0.321,1.3,6.5,0.2,2.6,5.6,0.462,0.375,3.0,3.9,0.778,1.3,3.9,5.2,4.8,0.4,0.0,3.0,2.6,12.1,
23,Alize Johnson,26,PF,4,0,30,3.6,7.2,0.5,0.0,2.4,0.0,3.6,4.8,0.75,0.5,1.2,2.4,0.5,2.4,9.6,12.0,1.2,1.2,0.0,4.8,3.6,8.4,
