Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Cole Anthony,21.0,PG,65,65,2059,0.391,0.432,0.338,0.464,0.854,0.519,0.277,0.429,85,81,95,87,110.0,92,112,107,-123.8,-96.4,
2.0,Mo Bamba,23.0,C,71,69,1824,0.48,0.563,0.381,0.566,0.781,0.582,0.118,0.455,104,106,108,107,101.0,103,48,114,42.9,21.2,
3.0,Ignas Brazdeikis,23.0,SF,42,1,536,0.431,0.535,0.31,0.503,0.656,0.52,0.17,0.463,93,100,88,95,85.0,92,69,116,-10.9,-18.8,
4.0,Devin Cannady,25.0,PG,5,0,145,0.341,0.0,0.405,0.511,0.714,0.531,0.159,0.841,74,0,115,96,92.0,94,64,211,-1.8,-3.3,
5.0,Wendell Carter Jr.,22.0,PF,62,61,1852,0.525,0.615,0.327,0.576,0.691,0.601,0.303,0.313,114,115,93,108,89.0,106,122,78,60.6,53.6,
6.0,Jeff Dowtin Jr.,24.0,PG,4,0,77,0.263,0.333,0.143,0.289,1.0,0.327,0.105,0.368,57,63,40,54,129.0,58,42,92,-9.2,-9.5,
7.0,Aleem Ford,24.0,SF,5,0,74,0.3,0.8,0.133,0.35,,0.35,0.0,0.75,65,150,38,66,,62,0,188,-7.3,-8.6,
8.0,Tim Frazier,31.0,PG,10,3,200,0.302,0.269,0.353,0.372,0.556,0.394,0.209,0.395,66,51,100,70,72.0,70,84,99,-13.7,-16.2,
9.0,Markelle Fultz,23.0,PG,18,3,360,0.474,0.5,0.235,0.486,0.806,0.517,0.177,0.097,103,94,67,91,104.0,91,71,24,-16.1,-18.5,
10.0,Freddie Gillespie,24.0,PF,9,2,119,0.409,0.429,0.0,0.409,0.429,0.419,0.318,0.045,89,80,0,77,55.0,74,128,11,-5.4,-7.4,
11.0,Hassani Gravett,25.0,PG,8,3,171,0.474,0.583,0.423,0.618,0.75,0.629,0.105,0.684,103,110,120,116,97.0,111,42,171,6.6,5.0,
12.0,R.J. Hampton,20.0,SG,64,14,1402,0.383,0.405,0.35,0.453,0.641,0.481,0.256,0.4,83,76,99,85,83.0,85,103,100,-72.0,-86.6,
13.0,Gary Harris,27.0,SG,61,30,1730,0.434,0.494,0.384,0.539,0.874,0.571,0.172,0.546,94,93,109,101,113.0,101,69,137,8.0,5.7,
14.0,B.J. Johnson,26.0,SF,4,0,65,0.44,0.467,0.4,0.52,,0.52,0.0,0.4,95,88,113,98,,92,0,100,-0.6,-2.3,
15.0,Robin Lopez,33.0,C,36,9,612,0.553,0.56,0.333,0.558,0.593,0.57,0.271,0.03,120,105,94,105,77.0,101,109,8,10.4,1.8,
16.0,Mychal Mulder,27.0,PG,15,2,195,0.299,0.333,0.283,0.396,1.0,0.405,0.03,0.687,65,63,80,74,129.0,72,12,172,-18.2,-21.8,
17.0,Chuma Okeke,23.0,PF,70,20,1749,0.376,0.48,0.318,0.478,0.846,0.501,0.113,0.645,81,90,90,90,109.0,89,46,162,-61.4,-78.3,
18.0,Terrence Ross,30.0,SG,63,0,1448,0.397,0.493,0.292,0.467,0.862,0.515,0.235,0.477,86,93,82,88,111.0,91,95,119,-72.1,-62.9,
19.0,Admiral Schofield,24.0,SF,38,1,469,0.419,0.56,0.329,0.519,0.8,0.538,0.116,0.612,91,105,93,98,103.0,95,47,153,-3.2,-7.5,
20.0,Jalen Suggs,20.0,PG,48,45,1307,0.361,0.443,0.214,0.4,0.773,0.455,0.297,0.358,78,83,61,75,100.0,80,120,90,-144.7,-137.5,
21.0,Franz Wagner,20.0,SF,79,79,2429,0.468,0.511,0.354,0.517,0.863,0.559,0.225,0.278,101,96,100,97,111.0,99,91,70,-28.8,-15.8,ROY-5
22.0,Moritz Wagner,24.0,C,63,3,960,0.497,0.672,0.328,0.581,0.806,0.623,0.326,0.508,108,126,93,109,104.0,110,131,127,38.9,51.5,
,Team Totals,,,82,82,19783,0.434,0.507,0.331,0.503,0.787,0.538,0.223,0.417,94,95,93,95,102.0,95,90,105,-421.8,-452.6,
