Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Tijjani Reijnders,nl NED,MF,27-081,6.7,309,356,86.8,4338,835,183,189,96.8,103,123,83.7,9,23,39.1,2,1.0,0.5,1.0,7,28,4,0,28,Matches
Erling Haaland,no NOR,FW,25-089,6.6,55,83,66.3,534,155,33,48,68.8,10,18,55.6,0,1,0.0,1,1.1,0.7,-0.1,4,5,1,0,6,Matches
Rúben Dias,pt POR,DF,28-157,6.1,376,405,92.8,6299,2208,163,171,95.3,197,208,94.7,10,19,52.6,0,0.0,0.2,0.0,0,23,0,0,18,Matches
Nico O’Reilly,eng ENG,"DF,MF",20-211,4.4,222,265,83.8,2658,851,162,170,95.3,43,53,81.1,6,21,28.6,0,0.2,0.2,-0.2,4,7,4,2,9,Matches
Jeremy Doku,be BEL,"MF,FW",23-144,4.3,113,136,83.1,1561,355,74,83,89.2,34,38,89.5,3,4,75.0,3,2.1,1.5,0.9,12,6,10,2,13,Matches
Bernardo Silva,pt POR,MF,31-069,4.1,171,200,85.5,2741,629,90,96,93.8,60,68,88.2,15,22,68.2,1,1.7,1.1,-0.7,7,15,4,2,16,Matches
Oscar Bobb,no NOR,"FW,MF",22-098,4.0,143,160,89.4,1967,478,92,97,94.8,43,47,91.5,4,7,57.1,1,0.6,0.8,0.4,8,5,13,2,15,Matches
Gianluigi Donnarumma,it ITA,GK,26-235,4.0,80,112,71.4,2090,1479,15,15,100.0,37,37,100.0,27,57,47.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Phil Foden,eng ENG,MF,25-143,3.9,192,237,81.0,2686,653,134,143,93.7,40,48,83.3,12,31,38.7,0,0.2,0.4,-0.2,7,13,5,0,19,Matches
Joško Gvardiol,hr CRO,DF,23-268,3.8,242,268,90.3,4172,1570,107,112,95.5,116,126,92.1,17,24,70.8,1,0.3,0.2,0.7,2,27,3,1,21,Matches
Rodri,es ESP,MF,29-118,3.2,209,241,86.7,3518,989,103,117,88.0,74,85,87.1,22,25,88.0,0,0.1,0.2,-0.1,3,19,1,0,19,Matches
Nicolás González,es ESP,MF,23-288,3.9,263,292,90.1,3718,951,152,163,93.3,96,106,90.6,6,9,66.7,0,0.3,0.3,-0.3,2,28,0,0,23,Matches
Matheus Nunes,pt POR,DF,27-052,3.7,254,293,86.7,3988,737,144,157,91.7,93,102,91.2,13,24,54.2,0,0.0,0.1,0.0,0,16,1,0,17,Matches
James Trafford,eng ENG,GK,23-008,3.0,88,118,74.6,1948,1257,25,27,92.6,43,43,100.0,19,46,41.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
John Stones,eng ENG,DF,31-143,2.9,201,220,91.4,3334,1262,89,91,97.8,105,112,93.8,6,12,50.0,0,0.0,0.0,0.0,0,11,1,0,14,Matches
Abdukodir Khusanov,uz UZB,DF,21-231,2.5,121,148,81.8,1957,757,64,66,97.0,49,57,86.0,6,15,40.0,0,0.0,0.0,0.0,0,3,0,0,5,Matches
Rayan Aït-Nouri,dz ALG,DF,24-134,2.2,105,121,86.8,1529,385,64,71,90.1,39,40,97.5,2,5,40.0,0,0.2,0.5,-0.2,2,6,0,0,7,Matches
Rico Lewis,eng ENG,DF,20-331,1.9,113,127,89.0,1908,434,52,56,92.9,50,53,94.3,9,13,69.2,1,1.0,0.7,0.0,2,12,0,0,18,Matches
Sávio,br BRA,MF,21-191,1.9,73,85,85.9,1041,192,45,50,90.0,25,26,96.2,2,3,66.7,0,0.0,0.1,0.0,0,2,2,0,4,Matches
Omar Marmoush,eg EGY,"FW,MF",26-253,1.7,39,49,79.6,508,88,27,30,90.0,11,13,84.6,0,0,,1,1.0,0.5,0.0,2,2,1,0,5,Matches
Rayan Cherki,fr FRA,"MF,FW",22-062,0.8,53,64,82.8,736,236,31,34,91.2,17,19,89.5,2,6,33.3,0,0.5,0.5,-0.5,1,7,3,0,6,Matches
Nathan Aké,nl NED,DF,30-242,1.3,52,61,85.2,863,297,24,24,100.0,22,29,75.9,5,7,71.4,0,0.1,0.2,-0.1,1,2,3,2,6,Matches
Squad Total,,,25.6,7.0,3474,4041,86.0,54094,16798,1873,2010,93.2,1307,1451,90.1,195,374,52.1,11,10.5,8.6,0.5,64,238,56,11,269,
Opponent Total,,,26.6,7.0,2391,3012,79.4,44365,14926,1033,1171,88.2,1070,1223,87.5,249,491,50.7,4,4.4,4.4,-0.4,51,192,46,12,196,
