Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Dan Burn,eng ENG,DF,33-162,7.0,3,0.43,3,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Nick Pope,eng ENG,GK,33-182,7.0,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sandro Tonali,it ITA,MF,25-163,6.7,22,3.27,14,4,0,2,2,0,3,0.45,2,0,0,0,1,0,Matches
Bruno Guimarães,br BRA,MF,27-336,6.0,19,3.17,13,0,1,0,3,2,4,0.67,0,0,1,0,2,1,Matches
Valentino Livramento,eng ENG,DF,22-340,5.8,11,1.88,10,1,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
Kieran Trippier,eng ENG,DF,35-029,4.8,21,4.4,12,9,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Joelinton,br BRA,MF,29-065,4.4,11,2.48,8,0,0,1,0,2,0,0.0,0,0,0,0,0,0,Matches
Fabian Schär,ch SUI,DF,33-302,3.9,3,0.77,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Sven Botman,nl NED,DF,25-279,3.8,2,0.53,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jacob Murphy,eng ENG,"FW,MF",30-236,3.5,14,4.06,10,0,3,1,0,0,1,0.29,1,0,0,0,0,0,Matches
Nick Woltemade,de GER,FW,23-246,3.4,5,1.49,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Anthony Gordon,eng ENG,FW,24-236,3.0,10,3.35,7,0,2,0,1,0,1,0.33,1,0,0,0,0,0,Matches
Anthony Elanga,se SWE,"FW,MF",23-174,3.7,6,1.64,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Harvey Barnes,eng ENG,"FW,MF",27-313,3.5,9,2.56,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Malick Thiaw,de GER,DF,24-071,3.0,1,0.33,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Lewis Miley,eng ENG,MF,19-170,1.9,2,1.07,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
William Osula,dk DEN,FW,22-075,1.8,1,0.55,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lewis Hall,eng ENG,DF,21-040,1.5,1,0.67,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Joe Willock,eng ENG,MF,26-059,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jacob Ramsey,eng ENG,MF,24-143,0.7,3,4.5,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jamaal Lascelles,eng ENG,DF,31-341,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.0,7.0,145,20.71,107,15,6,6,6,5,11,1.57,6,0,1,0,3,1,
Opponent Total,,,26.7,7.0,112,16.0,82,7,9,6,5,3,10,1.43,8,1,0,1,0,0,
