Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Đorđe Petrović,rs SRB,GK,26-010,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Antoine Semenyo,gh GHA,"FW,MF",25-284,7.0,6,16,8,50.0,2.29,1.14,0.31,0.63,14.2,1,1,1,3.6,2.8,0.18,2.4,2.2,Matches
Adrien Truffert,fr FRA,DF,23-332,7.0,0,2,0,0.0,0.29,0.0,0.0,,25.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Marcos Senesi,ar ARG,DF,28-161,6.9,0,2,0,0.0,0.29,0.0,0.0,,22.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Evanilson,br BRA,FW,26-012,6.8,1,15,4,26.7,2.19,0.58,0.07,0.25,12.2,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Tyler Adams,us USA,MF,26-246,6.7,0,5,4,80.0,0.75,0.6,0.0,0.0,20.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Bafodé Diakité,fr FRA,DF,24-285,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marcus Tavernier,eng ENG,MF,26-210,5.5,1,10,3,30.0,1.81,0.54,0.1,0.33,19.9,2,0,0,0.9,0.9,0.09,0.1,0.1,Matches
David Brooks,wls WAL,"FW,MF",28-102,5.0,0,13,3,23.1,2.58,0.59,0.0,0.0,18.3,2,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Alex Scott,eng ENG,MF,22-058,5.0,1,7,1,14.3,1.4,0.2,0.14,1.0,22.6,0,0,0,0.4,0.4,0.05,0.6,0.6,Matches
Adam Smith,eng ENG,DF,34-172,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
James Hill,eng ENG,DF,23-281,2.9,0,2,1,50.0,0.69,0.35,0.0,0.0,22.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Álex Jiménez,es ESP,DF,20-163,1.7,0,2,0,0.0,1.19,0.0,0.0,,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Justin Kluivert,nl NED,MF,26-166,1.8,1,6,2,33.3,3.29,1.1,0.17,0.5,25.7,2,0,0,0.3,0.3,0.05,0.7,0.7,Matches
Ryan Christie,sct SCO,MF,30-238,1.7,0,4,0,0.0,2.35,0.0,0.0,,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Amine Adli,ma MAR,"FW,MF",25-161,1.7,0,2,2,100.0,1.19,1.19,0.0,0.0,23.7,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Veljko Milosavljević,rs SRB,DF,18-112,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ben Gannon-Doak,sct SCO,FW,19-341,0.3,0,1,0,0.0,2.9,0.0,0.0,,14.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Eli Junior Kroupi,fr FRA,"FW,MF",19-117,0.3,1,3,2,66.7,11.25,7.5,0.33,0.5,17.5,0,0,0,0.2,0.2,0.07,0.8,0.8,Matches
Hamed Junior Traorè,ci CIV,MF,25-244,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ben Winterburn,eng ENG,MF,21-044,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lewis Cook,eng ENG,MF,28-257,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Julio Soler,ar ARG,FW,20-244,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.9,7.0,11,90,30,33.3,12.86,4.29,0.11,0.33,18.4,8,1,1,8.4,7.6,0.08,2.6,2.4,
Opponent Total,,,27.2,7.0,8,71,27,38.0,10.14,3.86,0.11,0.3,16.8,1,0,0,6.3,6.3,0.09,1.7,1.7,
