Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Elliot Anderson,eng ENG,MF,22-346,7.0,0,9,2,22.2,1.29,0.29,0.0,0.0,21.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Nikola Milenković,rs SRB,DF,28-006,7.0,0,2,0,0.0,0.29,0.0,0.0,,11.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Matz Sels,be BEL,GK,33-234,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Neco Williams,wls WAL,"DF,MF",24-188,7.0,1,6,3,50.0,0.86,0.43,0.17,0.33,20.3,0,0,0,0.2,0.2,0.04,0.8,0.8,Matches
Chris Wood,nz NZL,FW,33-315,5.8,2,16,6,37.5,2.75,1.03,0.13,0.33,9.5,0,0,0,2.7,2.7,0.17,-0.7,-0.7,Matches
Dan Ndoye,ch SUI,FW,24-358,5.5,1,2,1,50.0,0.37,0.18,0.5,1.0,12.8,0,0,0,0.2,0.2,0.08,0.8,0.8,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",25-264,6.1,0,14,3,21.4,2.29,0.49,0.0,0.0,17.0,1,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
Callum Hudson-Odoi,eng ENG,FW,24-345,4.4,1,6,4,66.7,1.36,0.9,0.17,0.25,19.4,0,0,0,0.4,0.4,0.07,0.6,0.6,Matches
Ibrahim Sangaré,ci CIV,MF,27-320,3.9,0,2,0,0.0,0.51,0.0,0.0,,30.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Morato,br BRA,DF,24-110,3.8,0,1,0,0.0,0.26,0.0,0.0,,21.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Murillo,br BRA,DF,23-106,3.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ola Aina,ng NGA,DF,29-010,3.0,0,2,0,0.0,0.67,0.0,0.0,,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Oleksandr Zinchenko,ua UKR,DF,28-307,2.0,0,3,1,33.3,1.5,0.5,0.0,0.0,28.7,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Dilane Bakwa,fr FRA,"FW,MF",23-053,1.9,0,3,3,100.0,1.55,1.55,0.0,0.0,22.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Nicolò Savona,it ITA,"DF,MF",22-213,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
James Mcatee,eng ENG,"MF,FW",23-000,1.4,0,1,0,0.0,0.7,0.0,0.0,,33.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Ryan Yates,eng ENG,MF,27-331,1.0,0,1,1,100.0,0.99,0.99,0.0,0.0,17.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Jair Cunha,br BRA,DF,20-225,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Douglas Luiz,br BRA,MF,27-162,0.8,0,1,0,0.0,1.2,0.0,0.0,,23.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Nicolás Domínguez,ar ARG,MF,27-112,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Igor Jesus,br BRA,"FW,MF",24-235,1.2,0,4,2,50.0,3.4,1.7,0.0,0.0,12.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Arnaud Kalimuendo,fr FRA,FW,23-271,0.8,0,3,0,0.0,3.91,0.0,0.0,,15.5,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
Omari Hutchinson,eng ENG,"FW,MF",21-353,0.6,0,4,2,50.0,6.32,3.16,0.0,0.0,13.6,0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
Jota Silva,pt POR,FW,26-078,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.7,7.0,5,80,28,35.0,11.43,4.0,0.06,0.18,17.2,1,0,0,6.6,6.6,0.08,-1.6,-1.6,
Opponent Total,,,26.5,7.0,12,84,34,40.5,12.0,4.86,0.11,0.26,15.0,1,3,3,12.4,10.1,0.12,-0.4,-1.1,
