Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Đorđe Petrović,rs SRB,GK,26-010,7.0,8,0,0,2,0,8.2,0.3,0.2,0.03,30,90,33.3,157,32,36.3,34.5,50,66.0,53.0,88,8,9.1,13,1.86,14.7,Matches
Squad Total,,,25.9,7.0,8,0,0,2,0,8.2,0.3,0.2,0.03,30,90,33.3,152,32,36.8,,55,61.8,50.0,88,8,9.1,13,1.86,,
Opponent Total,,,27.2,7.0,11,1,1,0,0,7.9,0.23,-3.1,-0.44,42,113,37.2,233,33,36.5,35.7,58,48.3,38.7,112,7,6.3,14,2.0,15.9,
