Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Elliot Anderson,eng ENG,MF,22-346,7.0,513,600,85.5,8680,2430,241,257,93.8,232,249,93.2,34,73,46.6,1,1.3,0.8,-0.3,8,64,10,4,63,Matches
Nikola Milenković,rs SRB,DF,28-006,7.0,341,372,91.7,6309,2206,115,119,96.6,200,207,96.6,23,40,57.5,0,0.3,0.2,-0.3,1,32,3,0,20,Matches
Matz Sels,be BEL,GK,33-234,7.0,138,192,71.9,3345,2180,44,44,100.0,64,66,97.0,29,81,35.8,0,0.0,0.0,0.0,0,6,0,0,0,Matches
Neco Williams,wls WAL,"DF,MF",24-188,7.0,343,424,80.9,5252,1480,186,206,90.3,139,161,86.3,11,38,28.9,0,0.5,0.4,-0.5,7,29,4,4,37,Matches
Chris Wood,nz NZL,FW,33-315,5.8,54,81,66.7,751,108,31,41,75.6,20,30,66.7,0,2,0.0,0,0.2,0.1,-0.2,3,4,1,0,7,Matches
Dan Ndoye,ch SUI,FW,24-358,5.5,103,146,70.5,1620,334,61,71,85.9,30,45,66.7,8,14,57.1,1,0.6,0.6,0.4,6,4,6,3,9,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",25-264,6.1,265,328,80.8,4033,926,154,175,88.0,92,111,82.9,14,26,53.8,1,0.4,0.7,0.6,7,33,12,4,48,Matches
Callum Hudson-Odoi,eng ENG,FW,24-345,4.4,149,189,78.8,2074,358,86,93,92.5,45,56,80.4,8,21,38.1,0,0.7,0.4,-0.7,9,3,8,2,18,Matches
Ibrahim Sangaré,ci CIV,MF,27-320,3.9,206,231,89.2,3477,1085,92,98,93.9,92,101,91.1,15,21,71.4,0,0.0,0.1,0.0,0,25,1,0,22,Matches
Morato,br BRA,DF,24-110,3.8,215,245,87.8,3886,1876,97,108,89.8,94,102,92.2,23,33,69.7,0,0.0,0.0,0.0,0,13,1,0,14,Matches
Murillo,br BRA,DF,23-106,3.4,187,224,83.5,3766,1702,60,62,96.8,108,119,90.8,19,42,45.2,0,0.0,0.2,0.0,0,26,0,0,26,Matches
Ola Aina,ng NGA,DF,29-010,3.0,125,157,79.6,2161,962,58,59,98.3,56,70,80.0,9,21,42.9,0,0.1,0.3,-0.1,2,13,2,1,11,Matches
Oleksandr Zinchenko,ua UKR,DF,28-307,2.0,165,178,92.7,2726,562,78,80,97.5,77,82,93.9,10,13,76.9,0,0.0,0.2,0.0,2,19,4,0,18,Matches
Dilane Bakwa,fr FRA,"FW,MF",23-053,1.9,72,96,75.0,1034,267,46,51,90.2,19,26,73.1,4,12,33.3,0,0.4,0.3,-0.4,5,3,2,1,9,Matches
Nicolò Savona,it ITA,"DF,MF",22-213,1.6,54,71,76.1,751,250,33,37,89.2,19,29,65.5,1,3,33.3,0,0.0,0.0,0.0,1,4,1,0,4,Matches
James Mcatee,eng ENG,"MF,FW",23-000,1.4,55,62,88.7,771,203,31,32,96.9,18,20,90.0,3,5,60.0,0,0.4,0.2,-0.4,3,5,4,0,9,Matches
Ryan Yates,eng ENG,MF,27-331,1.0,47,51,92.2,707,144,27,28,96.4,17,17,100.0,3,5,60.0,0,0.0,0.0,0.0,0,4,1,0,5,Matches
Jair Cunha,br BRA,DF,20-225,1.0,38,49,77.6,593,237,20,24,83.3,18,24,75.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Douglas Luiz,br BRA,MF,27-162,0.8,50,60,83.3,681,108,33,35,94.3,17,19,89.5,0,5,0.0,0,0.0,0.0,0.0,1,2,0,0,1,Matches
Nicolás Domínguez,ar ARG,MF,27-112,0.5,37,38,97.4,715,231,13,13,100.0,18,19,94.7,6,6,100.0,0,0.0,0.0,0.0,0,12,0,0,5,Matches
Igor Jesus,br BRA,"FW,MF",24-235,1.2,22,30,73.3,261,11,15,19,78.9,6,6,100.0,0,0,,0,0.0,0.0,0.0,1,0,1,0,1,Matches
Arnaud Kalimuendo,fr FRA,FW,23-271,0.8,23,29,79.3,328,32,11,13,84.6,12,14,85.7,0,0,,0,0.0,0.0,0.0,1,1,1,0,2,Matches
Omari Hutchinson,eng ENG,"FW,MF",21-353,0.6,26,37,70.3,413,102,14,16,87.5,8,11,72.7,3,7,42.9,0,0.6,0.4,-0.6,4,1,4,3,2,Matches
Jota Silva,pt POR,FW,26-078,0.1,2,3,66.7,27,5,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,26.7,7.0,3230,3893,83.0,54361,17799,1547,1682,92.0,1402,1586,88.4,223,468,47.6,3,5.4,5.0,-2.4,61,305,66,22,332,
Opponent Total,,,26.5,7.0,2373,3025,78.4,41373,14921,1077,1208,89.2,1010,1182,85.4,222,465,47.7,8,8.7,5.9,-0.7,67,188,52,15,249,
