Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Marc Guéhi,eng ENG,DF,25-097,7.0,12,1.71,9,2,0,1,0,0,3,0.43,2,0,0,1,0,0,Matches
Dean Henderson,eng ENG,GK,28-220,7.0,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Maxence Lacroix,fr FRA,DF,25-195,7.0,5,0.71,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Tyrick Mitchell,eng ENG,"DF,MF",26-047,7.0,20,2.86,16,1,1,0,1,1,1,0.14,0,0,0,0,0,1,Matches
Daniel Muñoz,co COL,"DF,MF",29-145,7.0,13,1.86,10,1,0,1,1,0,2,0.29,2,0,0,0,0,0,Matches
Chris Richards,us USA,DF,25-204,7.0,9,1.29,5,3,0,1,0,0,1,0.14,1,0,0,0,0,0,Matches
Jean-Philippe Mateta,fr FRA,FW,28-112,6.7,7,1.05,3,0,1,3,0,0,1,0.15,1,0,0,0,0,0,Matches
Adam Wharton,eng ENG,MF,21-254,5.0,17,3.39,9,6,2,0,0,0,1,0.2,1,0,0,0,0,0,Matches
Daichi Kamada,jp JPN,MF,29-074,4.8,10,2.07,7,1,0,1,1,0,2,0.41,1,0,0,0,1,0,Matches
Ismaila Sarr,sn SEN,"MF,FW",27-235,4.8,10,2.09,6,0,0,1,3,0,1,0.21,1,0,0,0,0,0,Matches
Will Hughes,eng ENG,MF,30-184,4.6,10,2.18,7,3,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
Yeremi Pino,es ESP,MF,22-363,3.4,14,4.09,10,1,1,2,0,0,2,0.58,2,0,0,0,0,0,Matches
Jefferson Lerma,co COL,MF,30-358,2.1,6,2.92,2,2,0,1,1,0,1,0.49,0,1,0,0,0,0,Matches
Justin Devenny,nir NIR,"MF,FW",22-007,1.7,8,4.83,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Eberechi Eze,eng ENG,MF,27-111,0.9,3,3.25,1,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Eddie Nketiah,eng ENG,"MF,FW",26-141,0.6,2,3.4,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Romain Esse,eng ENG,FW,20-158,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Christantus Uche,ng NGA,MF,22-152,0.1,1,10.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Nathaniel Clyne,eng ENG,DF,34-196,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Odsonne Édouard,fr FRA,FW,27-275,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.8,7.0,148,21.14,100,20,5,15,7,1,17,2.43,13,1,0,1,1,1,
Opponent Total,,,26.8,7.0,154,22.0,111,14,7,14,4,4,9,1.29,5,1,1,1,1,0,
