Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Jarrod Bowen,eng ENG,"FW,MF",28-302,7.0,119,163,73.0,1758,366,73,84,86.9,35,42,83.3,6,14,42.9,0,0.9,0.5,-0.9,5,7,7,2,15,Matches
El Hadji Malick Diouf,sn SEN,DF,20-294,7.0,223,306,72.9,3553,1394,129,151,85.4,72,94,76.6,18,44,40.9,3,0.7,0.7,2.3,7,16,8,3,21,Matches
Max Kilman,eng ENG,DF,28-148,7.0,279,308,90.6,5394,1490,80,84,95.2,171,175,97.7,24,43,55.8,0,0.2,0.2,-0.2,2,14,1,1,16,Matches
Lucas Paquetá,br BRA,"MF,FW",28-052,6.7,262,341,76.8,4324,1220,134,151,88.7,98,122,80.3,25,50,50.0,0,0.8,1.0,-0.8,11,28,9,2,48,Matches
Konstantinos Mavropanos,gr GRE,DF,27-311,5.0,208,236,88.1,4193,1628,64,65,98.5,111,120,92.5,27,44,61.4,0,0.0,0.0,0.0,0,15,1,0,17,Matches
James Ward-Prowse,eng ENG,MF,30-351,4.6,185,218,84.9,3214,1005,81,84,96.4,71,81,87.7,23,37,62.2,0,0.9,0.9,-0.9,12,19,5,1,20,Matches
Mateus Fernandes,pt POR,"MF,FW",21-100,4.4,151,167,90.4,2506,511,70,80,87.5,55,57,96.5,17,20,85.0,0,0.5,0.3,-0.5,4,11,2,0,12,Matches
Niclas Füllkrug,de GER,FW,32-251,4.2,53,87,60.9,654,107,39,58,67.2,8,13,61.5,2,3,66.7,0,0.6,0.2,-0.6,6,2,3,0,5,Matches
Kyle Walker-Peters,eng ENG,DF,28-188,4.4,184,217,84.8,2680,856,112,119,94.1,57,69,82.6,7,17,41.2,0,0.1,0.1,-0.1,3,14,3,0,15,Matches
Mads Hermansen,dk DEN,GK,25-099,4.0,104,157,66.2,2719,1891,22,22,100.0,57,57,100.0,25,78,32.1,0,0.0,0.0,0.0,0,6,0,0,0,Matches
Crysencio Summerville,nl NED,"MF,FW",23-353,3.5,89,103,86.4,1208,264,55,60,91.7,23,26,88.5,4,6,66.7,1,0.2,0.4,0.8,2,4,2,1,12,Matches
Alphonse Areola,fr FRA,GK,32-233,3.0,68,106,64.2,1703,1091,17,17,100.0,37,37,100.0,14,52,26.9,0,0.0,0.0,0.0,0,4,0,0,0,Matches
Aaron Wan-Bissaka,cd COD,DF,27-326,2.9,119,144,82.6,1656,639,76,82,92.7,33,41,80.5,5,7,71.4,0,0.1,0.1,-0.1,2,6,4,4,7,Matches
Tomáš Souček,cz CZE,MF,30-233,2.6,70,91,76.9,945,258,40,45,88.9,21,29,72.4,3,5,60.0,0,0.0,0.0,0.0,0,5,0,0,4,Matches
Nayef Aguerd,ma MAR,DF,29-202,2.0,106,119,89.1,1731,663,52,53,98.1,47,49,95.9,5,13,38.5,0,0.0,0.0,0.0,0,12,0,0,9,Matches
Soungoutou Magassa,fr FRA,MF,22-010,1.8,56,67,83.6,872,178,32,33,97.0,17,20,85.0,5,9,55.6,0,0.0,0.0,0.0,0,5,0,0,2,Matches
Jean-Clair Todibo,fr FRA,DF,25-292,1.4,80,88,90.9,1467,498,30,31,96.8,42,43,97.7,8,11,72.7,0,0.0,0.0,0.0,0,8,0,0,7,Matches
Callum Wilson,eng ENG,FW,33-233,1.9,13,22,59.1,164,46,5,7,71.4,6,10,60.0,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,1,Matches
Guido Rodríguez,ar ARG,MF,31-189,0.8,28,34,82.4,419,106,16,18,88.9,11,12,91.7,0,2,0.0,0,0.0,0.0,0.0,0,2,1,0,4,Matches
Freddie Potts,eng ENG,MF,22-036,1.2,45,60,75.0,623,240,23,28,82.1,19,25,76.0,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Luis Guilherme,br BRA,"FW,MF",19-251,0.6,10,10,100.0,135,52,6,6,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Callum Marshall,nir NIR,FW,20-324,0.3,1,1,100.0,11,8,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Andy Irving,sct SCO,MF,25-158,0.3,17,23,73.9,345,56,5,6,83.3,11,13,84.6,1,4,25.0,0,0.0,0.1,0.0,1,3,0,0,4,Matches
Igor,br BRA,DF,27-253,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,27.3,7.0,2470,3068,80.5,42274,14567,1162,1285,90.4,1005,1138,88.3,219,462,47.4,4,5.0,4.8,-1.0,56,184,46,14,222,
Opponent Total,,,26.2,7.0,2995,3648,82.1,51439,16810,1374,1518,90.5,1355,1525,88.9,218,456,47.8,10,7.7,7.5,2.3,65,227,62,11,285,
