Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Joe Rodon,wls WAL,DF,27-361,7.0,1,0.14,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Pascal Struijk,nl NED,DF,26-068,7.0,5,0.71,4,0,0,1,0,0,1,0.14,1,0,0,0,0,0,Matches
Jayden Bogle,eng ENG,DF,25-083,6.8,7,1.03,5,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Gabriel Gudmundsson,se SWE,DF,26-172,6.7,10,1.48,9,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Anton Stach,de GER,MF,26-337,6.7,25,3.71,16,3,1,3,0,2,3,0.45,1,0,0,1,0,1,Matches
Sean Longstaff,eng ENG,MF,27-353,5.3,18,3.4,6,8,0,2,0,2,1,0.19,0,1,0,0,0,0,Matches
Ethan Ampadu,wls WAL,MF,25-034,4.9,7,1.44,5,1,0,0,0,1,1,0.21,1,0,0,0,0,0,Matches
Brenden Aaronson,us USA,FW,24-361,4.4,12,2.72,8,0,0,3,0,1,3,0.68,1,0,0,2,0,0,Matches
Karl Darlow,wls WAL,GK,35-010,4.0,2,0.5,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Dominic Calvert-Lewin,eng ENG,FW,28-216,4.0,9,2.27,8,0,0,0,1,0,1,0.25,0,0,0,0,1,0,Matches
Noah Okafor,ch SUI,FW,25-147,3.4,12,3.54,7,0,0,3,1,1,1,0.3,0,0,0,1,0,0,Matches
Lucas Perri,br BRA,GK,27-312,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Daniel James,wls WAL,FW,27-342,2.4,5,2.11,2,0,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Wilfried Gnonto,it ITA,FW,21-347,2.1,4,1.87,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ilia Gruev,bg BUL,MF,25-165,2.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ao Tanaka,jp JPN,MF,27-038,2.0,7,3.46,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Joël Piroe,nl NED,"FW,MF",26-077,1.6,2,1.23,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Lukas Nmecha,de GER,FW,26-308,1.7,4,2.38,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Jack Harrison,eng ENG,"FW,DF",28-332,1.5,2,1.32,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
James Justin,eng ENG,DF,27-237,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sam Byram,eng ENG,DF,32-032,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.0,7.0,132,18.86,87,13,3,17,4,8,11,1.57,4,1,0,4,1,1,
Opponent Total,,,26.6,7.0,137,19.57,100,11,9,6,10,1,19,2.71,13,2,1,1,2,0,
