Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Desmond Bane,27.0,SG,26,26,868,15.0,0.559,0.333,0.241,4.3,10.6,7.5,20.9,1.1,0.8,10.9,23.7,1.0,0.9,1.9,0.106,0.3,-0.3,0.0,0.4,
2.0,Franz Wagner,24.0,SF,24,24,801,20.3,0.6,0.262,0.429,4.8,15.4,10.1,17.4,1.7,1.0,8.6,25.8,1.8,1.0,2.9,0.173,3.1,0.5,3.7,1.1,
3.0,Wendell Carter Jr.,26.0,C,25,25,748,14.6,0.652,0.372,0.452,9.9,18.2,14.1,9.1,1.2,2.0,14.4,14.7,1.4,1.0,2.4,0.152,-0.2,1.0,0.8,0.5,
4.0,Anthony Black,22.0,PG,26,6,742,12.0,0.528,0.337,0.337,2.5,13.2,7.8,16.4,2.2,2.1,15.1,21.2,-0.3,1.1,0.8,0.05,-2.5,1.2,-1.3,0.1,
5.0,Tristan Da Silva,24.0,SF,26,10,602,11.6,0.558,0.537,0.126,3.8,14.7,9.3,7.0,1.7,0.9,10.0,17.3,0.2,0.8,1.0,0.077,-0.7,0.3,-0.4,0.2,
6.0,Jalen Suggs,24.0,PG,21,21,538,18.5,0.603,0.533,0.271,3.3,12.8,8.0,28.4,3.5,1.9,17.5,25.2,0.5,0.9,1.5,0.133,1.9,2.6,4.5,0.9,
7.0,Paolo Banchero,23.0,PF,16,16,505,17.5,0.565,0.276,0.569,3.1,24.6,13.8,18.0,0.9,2.0,12.6,27.4,0.4,0.7,1.1,0.107,1.0,1.0,1.9,0.5,
8.0,Goga Bitadze,26.0,C,25,0,418,20.2,0.77,0.085,0.463,11.1,22.8,16.9,11.6,1.8,6.6,13.9,11.4,1.2,0.8,2.1,0.237,1.1,3.7,4.8,0.7,
9.0,Tyus Jones,29.0,PG,26,1,362,7.5,0.437,0.614,0.029,1.5,4.9,3.2,18.3,2.1,0.5,11.3,9.2,0.1,0.4,0.5,0.061,-3.1,1.6,-1.5,0.1,
10.0,Jonathan Isaac,28.0,PF,23,0,236,11.4,0.518,0.473,0.4,9.8,24.5,17.1,1.1,1.2,4.4,11.0,12.8,0.0,0.4,0.4,0.087,-2.5,0.6,-2.0,0.0,
11.0,Jett Howard,22.0,SF,17,0,178,14.1,0.588,0.658,0.066,3.1,9.4,6.2,10.0,0.8,1.5,2.5,18.7,0.3,0.2,0.5,0.132,1.3,-0.6,0.7,0.1,
12.0,Noah Penda,21.0,SF,13,0,114,18.0,0.59,0.286,0.314,20.3,20.4,20.4,17.2,0.4,2.3,14.9,17.1,0.3,0.1,0.4,0.171,1.9,-1.0,0.9,0.1,
13.0,Jase Richardson,20.0,SG,15,0,101,19.0,0.654,0.447,0.289,5.5,9.9,7.7,22.3,1.4,0.0,8.5,19.3,0.3,0.1,0.4,0.197,3.8,0.7,4.4,0.2,
14.0,Jamal Cain,26.0,SF,5,0,31,5.7,0.45,0.625,0.25,7.1,7.2,7.1,8.4,1.5,2.8,18.4,14.6,0.0,0.0,0.0,0.0,-6.8,-1.3,-8.1,0.0,
15.0,Orlando Robinson,25.0,C,3,1,22,14.8,0.7,0.4,0.0,10.0,5.0,7.5,12.5,2.2,0.0,0.0,9.5,0.1,0.0,0.1,0.204,0.4,0.2,0.6,0.0,
,Team Totals,,,26,26,6266,,0.582,0.375,0.327,,,,,,,,,7.3,8.5,15.9,0.122,0.2,1.0,1.2,5.0,
