Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Desmond Bane,27,26,26,868,9.8,21.9,0.446,2.6,7.3,0.353,7.2,14.6,0.492,0.505,4.9,5.3,0.938,1.9,4.6,6.4,6.6,1.1,0.4,3.0,4.5,27.0,116,116,
2,Franz Wagner,24,24,24,801,11.1,22.7,0.49,2.1,5.9,0.36,9.0,16.8,0.535,0.537,8.0,9.8,0.823,2.1,6.6,8.7,5.2,1.7,0.5,2.6,3.2,32.4,123,113,
3,Wendell Carter Jr.,26,25,25,748,6.3,12.0,0.527,1.9,4.5,0.429,4.4,7.5,0.585,0.606,4.2,5.4,0.776,4.3,7.8,12.1,3.2,1.2,1.1,2.4,5.9,18.7,128,113,
4,Anthony Black,22,26,6,742,7.9,17.9,0.441,1.8,6.0,0.298,6.1,11.9,0.514,0.491,4.1,6.0,0.681,1.1,5.6,6.7,5.5,2.2,1.2,3.7,4.1,21.7,103,112,
5,Tristan Da Silva,24,26,10,602,7.4,16.9,0.439,3.3,9.1,0.365,4.1,7.8,0.525,0.537,1.7,2.1,0.815,1.7,6.3,8.0,2.4,1.7,0.5,2.0,2.5,19.9,110,114,
6,Jalen Suggs,24,21,21,538,10.0,21.2,0.471,3.7,11.3,0.328,6.3,9.9,0.634,0.558,5.0,5.8,0.862,1.4,5.5,6.9,8.9,3.5,1.1,5.0,5.7,28.7,114,109,
7,Paolo Banchero,23,16,16,505,9.8,21.9,0.448,1.6,6.0,0.266,8.2,15.8,0.518,0.485,9.7,12.4,0.78,1.3,10.6,11.9,5.7,0.9,1.1,4.0,3.4,30.9,112,112,
8,Goga Bitadze,26,25,0,418,6.8,9.3,0.732,0.2,0.8,0.286,6.6,8.5,0.773,0.744,3.4,4.3,0.789,4.8,9.8,14.6,4.0,1.8,3.6,1.8,6.0,17.3,149,107,
9,Tyus Jones,29,26,1,362,3.2,9.2,0.343,1.6,5.7,0.279,1.6,3.6,0.444,0.429,0.3,0.3,1.0,0.7,2.1,2.8,7.0,2.1,0.3,1.2,1.8,8.2,110,115,
10,Jonathan Isaac,28,23,0,236,5.0,11.1,0.455,1.2,5.2,0.231,3.8,5.9,0.655,0.509,2.2,4.4,0.5,4.2,10.5,14.7,0.4,1.2,2.4,1.6,3.4,13.5,108,110,
11,Jett Howard,22,17,0,178,9.1,20.3,0.447,5.1,13.4,0.38,4.0,7.0,0.577,0.572,1.3,1.3,1.0,1.3,4.0,5.4,3.2,0.8,0.8,0.5,4.3,24.6,125,116,
12,Noah Penda,21,13,0,114,7.1,14.6,0.486,2.5,4.2,0.6,4.6,10.4,0.44,0.571,2.9,4.6,0.636,8.8,8.8,17.5,5.8,0.4,1.3,2.9,5.0,19.6,128,114,
13,Jase Richardson,20,15,0,101,9.4,17.9,0.526,3.8,8.0,0.471,5.7,9.9,0.571,0.632,3.8,5.2,0.727,2.4,4.2,6.6,7.1,1.4,0.0,1.9,3.3,26.4,135,116,
14,Jamal Cain,26,5,0,31,4.6,12.3,0.375,1.5,7.7,0.2,3.1,4.6,0.667,0.438,1.5,3.1,0.5,3.1,3.1,6.1,3.1,1.5,1.5,3.1,6.1,12.3,92,114,
15,Orlando Robinson,25,3,1,22,6.5,10.8,0.6,2.2,4.3,0.5,4.3,6.5,0.667,0.7,0.0,0.0,,4.3,2.2,6.5,4.3,2.2,0.0,0.0,6.5,15.2,162,115,
