Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Desmond Bane,27.0,SG,26,26,868,2,70,28,0,0,4.2,1.8,25,12,39,10,37,2,292,12,30,
2.0,Franz Wagner,24.0,SF,24,24,801,0,0,44,54,1,3.2,-1.3,15,20,30,1,72,11,211,10,24,
3.0,Wendell Carter Jr.,26.0,C,25,25,748,0,0,0,0,100,3.1,-1.4,11,9,43,11,35,3,118,5,15,
4.0,Anthony Black,22.0,PG,26,6,742,46,52,1,0,0,4.6,2.3,32,17,38,1,48,5,202,16,27,
5.0,Tristan Da Silva,24.0,SF,26,10,602,0,8,82,10,0,3.4,-0.5,13,5,17,2,11,0,71,1,7,
6.0,Jalen Suggs,24.0,PG,21,21,538,91,9,0,0,0,9.1,9.7,34,12,37,5,23,12,232,1,8,
7.0,Paolo Banchero,23.0,PF,16,16,505,0,0,0,98,2,1.1,-4.3,13,20,18,4,66,1,151,15,19,
8.0,Goga Bitadze,26.0,C,25,0,418,0,0,0,0,100,8.3,7.0,6,4,30,3,12,1,80,4,2,
9.0,Tyus Jones,29.0,PG,26,1,362,100,0,0,0,0,-7.9,-16.1,9,0,9,0,1,2,122,0,5,
10.0,Jonathan Isaac,28.0,PF,23,0,236,0,0,5,84,12,-1.9,-6.8,1,4,12,1,6,1,6,0,0,
11.0,Jett Howard,22.0,SF,17,0,178,0,32,45,13,10,0.4,-3.7,1,0,12,0,3,0,31,1,3,
12.0,Noah Penda,21.0,SF,13,0,114,0,30,38,30,2,16.4,14.1,2,4,9,0,5,1,34,1,1,
13.0,Jase Richardson,20.0,SG,15,0,101,36,57,7,0,0,8.9,5.8,3,1,2,0,6,1,36,1,2,
14.0,Jamal Cain,26.0,SF,5,0,31,0,47,39,15,0,26.2,23.2,2,0,2,0,1,0,5,0,0,
15.0,Orlando Robinson,25.0,C,3,1,22,0,0,0,0,100,-32.2,-36.4,0,0,2,0,0,0,4,0,0,
,Team Totals,,,26,26,6266,20,20,20,20,20,3.6,0.1,167,108,300,38,326,40,1595,67,143,
