unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Deni Avdija,38:50,9,22,.409,3,6,.500,8,11,.727,3,7,10,10,0,1,2,2,29,25.1,+10,True,,POR,SAS,SAS,POR,False,True,6228f4987a5271ea7a72fdeb14c438e754c5105f,202601030SAS,"Portland Trail Blazers at San Antonio Spurs Box Score, January 3, 2026",2026-01-20T14:42:53.604272,box-POR-game-basic
Toumani Camara,35:47,7,11,.636,5,9,.556,1,2,.500,2,6,8,1,1,0,4,2,20,14.8,0,True,,POR,SAS,SAS,POR,False,True,66e8e79100be91d5788ff2ea47abdf4205dbb770,202601030SAS,"Portland Trail Blazers at San Antonio Spurs Box Score, January 3, 2026",2026-01-20T14:42:53.604272,box-POR-game-basic
Donovan Clingan,34:18,9,12,.750,3,5,.600,3,6,.500,6,6,12,4,0,0,0,5,24,24.8,+1,True,,POR,SAS,SAS,POR,False,True,4d450269c2d77f4c988c1c7702aae82cd0a6783b,202601030SAS,"Portland Trail Blazers at San Antonio Spurs Box Score, January 3, 2026",2026-01-20T14:42:53.604272,box-POR-game-basic
Shaedon Sharpe,28:19,3,16,.188,0,4,.000,0,0,,0,3,3,3,1,0,4,1,6,-4.4,+6,True,,POR,SAS,SAS,POR,False,True,3b04c35a51e7d7ac36a5fe65756b7afc6c91bb73,202601030SAS,"Portland Trail Blazers at San Antonio Spurs Box Score, January 3, 2026",2026-01-20T14:42:53.604272,box-POR-game-basic
Kris Murray,27:13,2,5,.400,2,4,.500,0,0,,1,2,3,1,0,1,1,1,6,4.6,+6,True,,POR,SAS,SAS,POR,False,True,a6496fb29973e42512b6a8a9bcf9bc5f51b4483e,202601030SAS,"Portland Trail Blazers at San Antonio Spurs Box Score, January 3, 2026",2026-01-20T14:42:53.604272,box-POR-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,POR,SAS,SAS,POR,False,True,0391adbac6ea9e327221e03eb6dccd5c0ca7099d,202601030SAS,"Portland Trail Blazers at San Antonio Spurs Box Score, January 3, 2026",2026-01-20T14:42:53.604272,box-POR-game-basic
Caleb Love,27:55,6,13,.462,3,9,.333,1,4,.250,0,5,5,2,0,0,0,0,16,11.0,-4,True,,POR,SAS,SAS,POR,False,True,98064c311cd0413209acdbfa43572b462c61a5d3,202601030SAS,"Portland Trail Blazers at San Antonio Spurs Box Score, January 3, 2026",2026-01-20T14:42:53.604272,box-POR-game-basic
Sidy Cissoko,22:19,2,6,.333,2,5,.400,1,2,.500,2,4,6,1,0,0,0,2,7,5.7,+4,True,,POR,SAS,SAS,POR,False,True,efcb3e236675323de423b018ff43bbeed82193f9,202601030SAS,"Portland Trail Blazers at San Antonio Spurs Box Score, January 3, 2026",2026-01-20T14:42:53.604272,box-POR-game-basic
Rayan Rupert,14:40,2,5,.400,1,3,.333,0,0,,0,2,2,1,1,0,0,2,5,3.8,+1,True,,POR,SAS,SAS,POR,False,True,84b136de8d2c6263e63385b9ade34efd874cbc75,202601030SAS,"Portland Trail Blazers at San Antonio Spurs Box Score, January 3, 2026",2026-01-20T14:42:53.604272,box-POR-game-basic
Yang Hansen,10:40,0,1,.000,0,0,,2,2,1.000,1,1,2,1,0,2,0,1,2,4.0,+1,True,,POR,SAS,SAS,POR,False,True,31f341604e9d1eb1d2e05c5cd25d1b50a58953f4,202601030SAS,"Portland Trail Blazers at San Antonio Spurs Box Score, January 3, 2026",2026-01-20T14:42:53.604272,box-POR-game-basic
