unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Deni Avdija,38:24,10,19,.526,3,5,.600,11,14,.786,3,4,7,11,1,1,2,4,34,32.6,+14,True,,POR,NOP,NOP,POR,False,True,6228f4987a5271ea7a72fdeb14c438e754c5105f,202601020NOP,"Portland Trail Blazers at New Orleans Pelicans Box Score, January 2, 2026",2026-01-20T14:41:49.365394,box-POR-game-basic
Toumani Camara,33:44,4,11,.364,4,11,.364,2,3,.667,1,5,6,4,0,1,1,3,14,11.0,+10,True,,POR,NOP,NOP,POR,False,True,66e8e79100be91d5788ff2ea47abdf4205dbb770,202601020NOP,"Portland Trail Blazers at New Orleans Pelicans Box Score, January 2, 2026",2026-01-20T14:41:49.365394,box-POR-game-basic
Shaedon Sharpe,30:58,9,18,.500,1,6,.167,4,4,1.000,2,3,5,1,0,0,3,1,23,13.6,0,True,,POR,NOP,NOP,POR,False,True,3b04c35a51e7d7ac36a5fe65756b7afc6c91bb73,202601020NOP,"Portland Trail Blazers at New Orleans Pelicans Box Score, January 2, 2026",2026-01-20T14:41:49.365394,box-POR-game-basic
Donovan Clingan,29:31,5,10,.500,0,3,.000,1,2,.500,9,6,15,1,0,1,0,2,11,14.3,+15,True,,POR,NOP,NOP,POR,False,True,4d450269c2d77f4c988c1c7702aae82cd0a6783b,202601020NOP,"Portland Trail Blazers at New Orleans Pelicans Box Score, January 2, 2026",2026-01-20T14:41:49.365394,box-POR-game-basic
Kris Murray,26:00,1,7,.143,0,3,.000,4,5,.800,2,2,4,3,3,2,0,3,6,8.4,+19,True,,POR,NOP,NOP,POR,False,True,a6496fb29973e42512b6a8a9bcf9bc5f51b4483e,202601020NOP,"Portland Trail Blazers at New Orleans Pelicans Box Score, January 2, 2026",2026-01-20T14:41:49.365394,box-POR-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,POR,NOP,NOP,POR,False,True,0391adbac6ea9e327221e03eb6dccd5c0ca7099d,202601020NOP,"Portland Trail Blazers at New Orleans Pelicans Box Score, January 2, 2026",2026-01-20T14:41:49.365394,box-POR-game-basic
Caleb Love,27:33,7,13,.538,6,11,.545,2,2,1.000,0,2,2,2,0,0,1,2,22,15.9,+3,True,,POR,NOP,NOP,POR,False,True,98064c311cd0413209acdbfa43572b462c61a5d3,202601020NOP,"Portland Trail Blazers at New Orleans Pelicans Box Score, January 2, 2026",2026-01-20T14:41:49.365394,box-POR-game-basic
Sidy Cissoko,19:30,2,7,.286,1,4,.250,0,0,,0,0,0,3,2,1,1,0,5,4.7,+8,True,,POR,NOP,NOP,POR,False,True,efcb3e236675323de423b018ff43bbeed82193f9,202601020NOP,"Portland Trail Blazers at New Orleans Pelicans Box Score, January 2, 2026",2026-01-20T14:41:49.365394,box-POR-game-basic
Robert Williams,18:29,2,3,.667,0,0,,0,0,,2,4,6,1,0,1,0,2,4,5.9,-2,True,,POR,NOP,NOP,POR,False,True,8cbd04b991cb4508077986174f25c6f799b9ce8a,202601020NOP,"Portland Trail Blazers at New Orleans Pelicans Box Score, January 2, 2026",2026-01-20T14:41:49.365394,box-POR-game-basic
Rayan Rupert,14:16,1,3,.333,1,3,.333,0,0,,0,1,1,1,0,0,0,0,3,2.3,+3,True,,POR,NOP,NOP,POR,False,True,84b136de8d2c6263e63385b9ade34efd874cbc75,202601020NOP,"Portland Trail Blazers at New Orleans Pelicans Box Score, January 2, 2026",2026-01-20T14:41:49.365394,box-POR-game-basic
Yang Hansen,1:35,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-5,True,,POR,NOP,NOP,POR,False,True,31f341604e9d1eb1d2e05c5cd25d1b50a58953f4,202601020NOP,"Portland Trail Blazers at New Orleans Pelicans Box Score, January 2, 2026",2026-01-20T14:41:49.365394,box-POR-game-basic
Jerami Grant,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,False,coach_decision,POR,NOP,NOP,POR,False,True,705bb75e3bdb8ae140005c11cf6ec40925be4ef6,202601020NOP,"Portland Trail Blazers at New Orleans Pelicans Box Score, January 2, 2026",2026-01-20T14:41:49.365394,box-POR-game-basic
