team,player,image_url,file_path
DallasMavericks,Max Christie,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432582.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\max_christie.png
DallasMavericks,Moussa Cisse,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4701208.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\moussa_cisse.png
DallasMavericks,Anthony Davis,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6583.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\anthony_davis.png
DallasMavericks,Dante Exum,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3102528.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\dante_exum.png
DallasMavericks,Cooper Flagg,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5041939.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\cooper_flagg.png
DallasMavericks,Daniel Gafford,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278049.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\daniel_gafford.png
DallasMavericks,Jaden Hardy,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4868423.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\jaden_hardy.png
DallasMavericks,Kyrie Irving,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6442.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\kyrie_irving.png
DallasMavericks,Miles Kelly,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4696317.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\miles_kelly.png
DallasMavericks,Dereck Lively II,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4683688.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\dereck_lively_ii.png
DallasMavericks,Naji Marshall,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278594.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\naji_marshall.png
DallasMavericks,Caleb Martin,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3138160.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\caleb_martin.png
DallasMavericks,Ryan Nembhard,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433629.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\ryan_nembhard.png
DallasMavericks,Dwight Powell,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2531367.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\dwight_powell.png
DallasMavericks,D'Angelo Russell,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3136776.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\dangelo_russell.png
DallasMavericks,Klay Thompson,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6475.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\klay_thompson.png
DallasMavericks,P.J. Washington,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278078.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\pj_washington.png
DallasMavericks,Brandon Williams,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397040.png&h=80&w=110&scale=crop,nba_rosters\dallasmavericks\brandon_williams.png
