Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Precious Achiuwa,21.0,PF,61,4,737,0.544,0.546,0.0,0.544,0.509,0.55,0.482,0.004,117,103.0,0.0,101,65.0,96,195,1,2.7,-12.1,
2.0,Bam Adebayo,23.0,C,64,64,2143,0.57,0.573,0.25,0.571,0.799,0.626,0.443,0.01,122,108.0,68.0,106,103.0,110,179,3,53.3,104.0,"DPOY-4,DEF2"
3.0,Trevor Ariza,35.0,SF,30,27,841,0.411,0.5,0.35,0.515,0.773,0.542,0.183,0.593,88,94.0,95.0,96,99.0,95,74,151,-11.3,-15.7,
4.0,Nemanja Bjelica,32.0,PF,11,2,156,0.435,0.526,0.37,0.543,0.556,0.55,0.196,0.587,93,99.0,101.0,101,71.0,96,79,150,0.5,-2.1,
5.0,Avery Bradley,30.0,SG,10,1,211,0.47,0.536,0.421,0.591,0.778,0.607,0.136,0.576,101,101.0,115.0,110,100.0,106,55,147,7.0,5.0,
6.0,Jimmy Butler,31.0,SF,52,52,1745,0.497,0.538,0.245,0.514,0.863,0.607,0.565,0.139,107,101.0,67.0,96,111.0,106,229,35,-34.8,65.0,"DPOY-10,NBA3,DEF2"
7.0,Dewayne Dedmon,31.0,C,16,0,210,0.708,0.75,0.2,0.715,0.741,0.735,0.415,0.077,152,141.0,55.0,133,95.0,129,168,20,23.1,25.1,
8.0,Goran Dragić,34.0,PG,50,11,1337,0.432,0.479,0.373,0.514,0.828,0.552,0.22,0.44,93,90.0,102.0,96,106.0,97,89,112,-26.1,-24.1,
9.0,Maurice Harkless,27.0,SF,11,3,124,0.385,0.0,0.455,0.577,0.0,0.54,0.154,0.846,83,0.0,124.0,107,0.0,95,62,216,1.0,-0.9,
10.0,Udonis Haslem,40.0,C,1,0,3,1.0,1.0,,1.0,,1.0,0.0,0.0,215,189.0,,186,,175,0,0,1.8,1.7,
11.0,Tyler Herro,21.0,SG,54,15,1635,0.439,0.498,0.36,0.516,0.803,0.543,0.167,0.425,94,94.0,98.0,96,103.0,95,68,108,-31.0,-43.2,
12.0,Andre Iguodala,37.0,SF,63,5,1339,0.383,0.53,0.33,0.504,0.658,0.519,0.153,0.734,82,100.0,90.0,94,85.0,91,62,187,-16.8,-27.7,
13.0,Meyers Leonard,28.0,C,3,2,29,0.429,,0.429,0.643,0.5,0.635,0.286,1.0,92,,117.0,120,64.0,111,116,255,1.5,1.0,
14.0,Kendrick Nunn,25.0,PG,56,44,1650,0.485,0.583,0.381,0.578,0.933,0.596,0.091,0.486,104,110.0,104.0,107,120.0,104,37,124,52.1,33.3,
15.0,KZ Okpala,21.0,PF,37,9,447,0.375,0.522,0.24,0.438,0.533,0.448,0.156,0.521,80,98.0,65.0,81,69.0,78,63,133,-19.3,-25.3,
16.0,Victor Oladipo,28.0,SG,4,4,111,0.372,0.462,0.235,0.419,0.667,0.471,0.419,0.395,80,87.0,64.0,78,86.0,82,170,101,-10.3,-10.2,
17.0,Kelly Olynyk,29.0,C,43,38,1157,0.431,0.639,0.317,0.533,0.775,0.549,0.106,0.646,92,121.0,86.0,99,100.0,96,43,165,-3.5,-18.1,
18.0,Duncan Robinson,26.0,SF,72,72,2262,0.439,0.625,0.408,0.614,0.827,0.628,0.105,0.855,94,118.0,111.0,114,106.0,110,42,218,108.6,84.3,
19.0,Chris Silva,24.0,PF,11,0,83,0.692,0.667,1.0,0.731,0.733,0.765,1.154,0.077,149,126.0,273.0,136,94.0,134,468,20,5.0,7.6,
20.0,Max Strus,24.0,SF,39,0,507,0.455,0.897,0.338,0.588,0.667,0.597,0.128,0.791,98,169.0,92.0,109,86.0,104,52,202,18.8,10.1,
21.0,Gabe Vincent,24.0,PG,50,7,655,0.378,0.5,0.309,0.476,0.87,0.498,0.099,0.639,81,94.0,84.0,89,112.0,87,40,163,-28.7,-36.0,
,Team Totals,,,72,72,17382,0.468,0.553,0.358,0.546,0.79,0.581,0.252,0.432,100,104.0,98.0,101,102.0,102,102,110,93.6,121.7,
