Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Jimmy Butler,31,4,4,154,6.0,20.2,0.297,1.3,4.7,0.267,4.7,15.4,0.306,0.328,5.0,6.9,0.727,1.9,7.6,9.5,8.8,1.6,0.3,2.8,1.9,18.3,90,116,
2,Bam Adebayo,23,4,4,136,9.3,20.3,0.456,0.0,0.0,,9.3,20.3,0.456,0.456,3.6,4.6,0.769,5.0,8.2,13.2,6.1,1.8,0.7,3.9,3.9,22.1,100,115,
3,Goran Dragić,34,4,2,117,9.5,22.4,0.426,3.7,10.8,0.346,5.8,11.6,0.5,0.509,3.7,5.0,0.75,0.4,2.5,2.9,4.6,1.7,0.8,2.5,4.6,26.5,102,119,
4,Duncan Robinson,26,4,4,100,5.3,14.1,0.379,4.9,13.1,0.37,0.5,1.0,0.5,0.552,4.4,4.9,0.9,0.0,5.3,5.3,1.5,1.5,0.0,1.9,6.3,19.9,109,118,
5,Trevor Ariza,35,4,4,96,3.5,11.6,0.304,2.5,8.6,0.294,1.0,3.0,0.333,0.413,0.0,0.0,,1.0,10.6,11.6,1.0,1.5,0.5,1.5,5.6,9.6,78,114,
6,Tyler Herro,21,4,0,93,6.3,19.8,0.316,3.1,9.9,0.316,3.1,9.9,0.316,0.395,3.7,3.7,1.0,0.5,6.3,6.8,3.7,0.5,0.5,1.6,1.0,19.3,92,119,
7,Kendrick Nunn,25,4,2,93,8.9,22.4,0.395,2.6,9.4,0.278,6.3,13.0,0.48,0.453,1.0,1.0,1.0,0.0,3.1,3.1,3.1,1.0,0.0,1.6,2.1,21.4,90,121,
8,Andre Iguodala,37,4,0,71,4.1,7.5,0.545,2.1,4.8,0.429,2.1,2.7,0.75,0.682,0.0,0.0,,2.1,6.2,8.2,3.4,2.7,1.4,3.4,5.5,10.3,101,113,
9,Dewayne Dedmon,31,4,0,57,8.5,15.3,0.556,0.9,2.6,0.333,7.7,12.8,0.6,0.583,3.4,4.3,0.8,6.8,8.5,15.3,2.6,0.0,1.7,5.1,8.5,21.3,106,117,
10,Nemanja Bjelica,32,2,0,30,8.1,17.8,0.455,6.5,12.9,0.5,1.6,4.9,0.333,0.636,6.5,9.7,0.667,1.6,6.5,8.1,3.2,3.2,1.6,0.0,8.1,29.1,136,112,
11,Gabe Vincent,24,3,0,14,6.9,10.4,0.667,3.5,6.9,0.5,3.5,3.5,1.0,0.833,0.0,0.0,,0.0,3.5,3.5,6.9,0.0,0.0,3.5,0.0,17.3,126,123,
12,Precious Achiuwa,21,3,0,12,12.1,16.2,0.75,0.0,0.0,,12.1,16.2,0.75,0.75,4.0,16.2,0.25,0.0,24.3,24.3,0.0,0.0,8.1,16.2,4.0,28.3,56,99,
13,KZ Okpala,21,2,0,6,0.0,8.1,0.0,0.0,8.1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,126,
14,Max Strus,24,2,0,6,0.0,8.1,0.0,0.0,0.0,,0.0,8.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,126,
