Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Kelly Oubre Jr.,29.0,60,57,2078,348,741,0.47,71,242,0.293,277,499,0.555,0.518,139,185,0.751,97,271,368,108,92,30,80,180,906,0,
2.0,Tyrese Maxey,24.0,52,52,1960,477,1091,0.437,161,478,0.337,316,613,0.515,0.511,254,289,0.879,15,159,174,317,91,21,124,116,1369,1,CPOY-10
3.0,Guerschon Yabusele,29.0,70,43,1895,282,563,0.501,104,274,0.38,178,289,0.616,0.593,100,138,0.725,134,261,395,148,58,24,87,164,768,0,
4.0,Paul George,34.0,41,41,1334,245,570,0.43,96,268,0.358,149,302,0.493,0.514,79,97,0.814,24,195,219,178,75,20,106,101,665,0,
5.0,Ricky Council IV,23.0,73,12,1250,177,463,0.382,55,213,0.258,122,250,0.488,0.442,123,153,0.804,51,163,214,97,32,13,52,67,532,0,
6.0,Justin Edwards,21.0,44,26,1155,172,378,0.455,69,190,0.363,103,188,0.548,0.546,32,46,0.696,46,102,148,69,45,16,49,98,445,0,
7.0,Caleb Martin,29.0,31,24,943,101,232,0.435,33,87,0.379,68,145,0.469,0.506,46,74,0.622,43,93,136,69,34,20,43,63,281,0,
8.0,Quentin Grimes,24.0,28,25,943,215,458,0.469,82,220,0.373,133,238,0.559,0.559,100,133,0.752,29,116,145,127,42,12,80,60,612,0,
9.0,Adem Bona,21.0,58,11,905,135,192,0.703,0,1,0.0,135,191,0.707,0.703,67,100,0.67,92,153,245,27,26,69,61,125,337,0,
10.0,Eric Gordon,36.0,39,13,768,87,204,0.426,56,137,0.409,31,67,0.463,0.564,36,48,0.75,8,38,46,65,26,12,28,32,266,0,
11.0,Andre Drummond,31.0,40,23,751,117,234,0.5,3,20,0.15,114,214,0.533,0.506,56,90,0.622,109,201,310,34,39,18,55,94,293,0,
12.0,Jared Butler,24.0,28,17,682,118,277,0.426,45,128,0.352,73,149,0.49,0.507,40,46,0.87,11,58,69,138,30,8,51,57,321,0,
13.0,Kyle Lowry,38.0,35,12,659,41,117,0.35,29,88,0.33,12,29,0.414,0.474,27,33,0.818,11,56,67,96,33,11,21,62,138,0,
14.0,Jeff Dowtin Jr.,27.0,41,3,621,112,230,0.487,28,70,0.4,84,160,0.525,0.548,33,45,0.733,12,48,60,78,24,12,15,29,285,0,
15.0,Jared McCain,20.0,23,8,592,126,274,0.46,51,133,0.383,75,141,0.532,0.553,49,56,0.875,13,43,56,60,15,0,37,37,352,0,ROY-7
16.0,Joel Embiid,30.0,19,19,574,140,315,0.444,23,77,0.299,117,238,0.492,0.481,149,169,0.882,36,119,155,85,14,18,62,42,452,1,
17.0,KJ Martin,24.0,24,7,480,61,99,0.616,8,21,0.381,53,78,0.679,0.657,24,29,0.828,21,51,72,19,11,16,12,62,154,0,
18.0,Lonnie Walker IV,26.0,20,7,477,89,212,0.42,45,127,0.354,44,85,0.518,0.526,24,30,0.8,6,57,63,50,10,5,25,27,247,0,
19.0,Reggie Jackson,34.0,31,1,384,52,133,0.391,25,74,0.338,27,59,0.458,0.485,7,9,0.778,8,34,42,45,16,3,17,34,136,0,
20.0,Jalen Hood-Schifino,21.0,13,0,301,36,97,0.371,14,46,0.304,22,51,0.431,0.443,16,19,0.842,2,24,26,36,5,6,17,22,102,0,
21.0,Marcus Bagley,23.0,10,4,253,27,69,0.391,5,32,0.156,22,37,0.595,0.428,8,10,0.8,23,47,70,10,9,12,7,16,67,0,
22.0,Alex Reese,25.0,14,0,214,25,53,0.472,15,41,0.366,10,12,0.833,0.613,9,12,0.75,8,38,46,4,10,10,6,21,74,0,
23.0,Chuma Okeke,26.0,7,3,171,18,33,0.545,10,22,0.455,8,11,0.727,0.697,2,3,0.667,20,23,43,13,5,3,3,5,48,0,
24.0,Oshae Brissett,26.0,6,2,142,19,39,0.487,6,18,0.333,13,21,0.619,0.564,8,14,0.571,7,15,22,4,4,3,8,14,52,0,
25.0,Colin Castleton,24.0,5,0,98,12,24,0.5,0,4,0.0,12,20,0.6,0.5,6,9,0.667,16,21,37,10,1,1,1,13,30,0,
26.0,Pete Nance,24.0,7,0,68,5,15,0.333,4,12,0.333,1,3,0.333,0.467,1,2,0.5,2,8,10,3,1,0,0,10,15,0,
27.0,Phillip Wheeler,22.0,5,0,44,3,21,0.143,0,10,0.0,3,11,0.273,0.143,2,2,1.0,2,6,8,2,1,2,1,1,8,0,
28.0,David Roddy,23.0,3,0,29,8,19,0.421,2,11,0.182,6,8,0.75,0.474,0,0,,2,7,9,3,2,0,1,1,18,0,
29.0,Isaiah Mobley,25.0,1,0,17,2,7,0.286,1,3,0.333,1,4,0.25,0.357,1,2,0.5,1,3,4,5,1,1,0,3,6,0,
30.0,Lester Quiñones,24.0,4,0,17,4,8,0.5,0,3,0.0,4,5,0.8,0.5,1,1,1.0,3,1,4,1,0,0,4,0,9,0,
,Team Totals,,82,82,19805,3254,7168,0.454,1041,3050,0.341,2213,4118,0.537,0.527,1439,1844,0.78,852,2411,3263,1901,752,366,1053,1556,8988,2,
