Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Kelly Oubre Jr.,29,60,57,2078,8.3,17.6,0.47,1.7,5.7,0.293,6.6,11.8,0.555,0.518,3.3,4.4,0.751,2.3,6.4,8.7,2.6,2.2,0.7,1.9,4.3,21.5,111,118,
2,Tyrese Maxey,24,52,52,1960,12.0,27.4,0.437,4.0,12.0,0.337,7.9,15.4,0.515,0.511,6.4,7.3,0.879,0.4,4.0,4.4,8.0,2.3,0.5,3.1,2.9,34.4,114,119,CPOY-10
3,Guerschon Yabusele,29,70,43,1895,7.3,14.6,0.501,2.7,7.1,0.38,4.6,7.5,0.616,0.593,2.6,3.6,0.725,3.5,6.8,10.3,3.9,1.5,0.6,2.3,4.3,20.0,122,119,
4,Paul George,34,41,41,1334,9.1,21.1,0.43,3.5,9.9,0.358,5.5,11.2,0.493,0.514,2.9,3.6,0.814,0.9,7.2,8.1,6.6,2.8,0.7,3.9,3.7,24.6,104,116,
5,Ricky Council IV,23,73,12,1250,7.0,18.3,0.382,2.2,8.4,0.258,4.8,9.9,0.488,0.442,4.9,6.0,0.804,2.0,6.4,8.4,3.8,1.3,0.5,2.1,2.6,21.0,106,120,
6,Justin Edwards,21,44,26,1155,7.3,16.1,0.455,2.9,8.1,0.363,4.4,8.0,0.548,0.546,1.4,2.0,0.696,2.0,4.4,6.3,2.9,1.9,0.7,2.1,4.2,19.0,109,120,
7,Caleb Martin,29,31,24,943,5.3,12.1,0.435,1.7,4.5,0.379,3.6,7.6,0.469,0.506,2.4,3.9,0.622,2.2,4.9,7.1,3.6,1.8,1.0,2.2,3.3,14.7,107,119,
8,Quentin Grimes,24,28,25,943,11.2,23.9,0.469,4.3,11.5,0.373,7.0,12.4,0.559,0.559,5.2,7.0,0.752,1.5,6.1,7.6,6.6,2.2,0.6,4.2,3.1,32.0,112,118,
9,Adem Bona,21,58,11,905,7.4,10.5,0.703,0.0,0.1,0.0,7.4,10.4,0.707,0.703,3.6,5.4,0.67,5.0,8.3,13.3,1.5,1.4,3.8,3.3,6.8,18.4,123,115,
10,Eric Gordon,36,39,13,768,5.6,13.1,0.426,3.6,8.8,0.409,2.0,4.3,0.463,0.564,2.3,3.1,0.75,0.5,2.4,3.0,4.2,1.7,0.8,1.8,2.1,17.1,116,122,
11,Andre Drummond,31,40,23,751,7.7,15.4,0.5,0.2,1.3,0.15,7.5,14.0,0.533,0.506,3.7,5.9,0.622,7.2,13.2,20.4,2.2,2.6,1.2,3.6,6.2,19.2,108,112,
12,Jared Butler,24,28,17,682,8.5,20.0,0.426,3.3,9.3,0.352,5.3,10.8,0.49,0.507,2.9,3.3,0.87,0.8,4.2,5.0,10.0,2.2,0.6,3.7,4.1,23.2,110,119,
13,Kyle Lowry,38,35,12,659,3.1,8.8,0.35,2.2,6.6,0.33,0.9,2.2,0.414,0.474,2.0,2.5,0.818,0.8,4.2,5.0,7.2,2.5,0.8,1.6,4.6,10.3,119,118,
14,Jeff Dowtin Jr.,27,41,3,621,8.9,18.3,0.487,2.2,5.6,0.4,6.7,12.7,0.525,0.548,2.6,3.6,0.733,1.0,3.8,4.8,6.2,1.9,1.0,1.2,2.3,22.6,122,120,
15,Jared McCain,20,23,8,592,10.5,22.8,0.46,4.2,11.1,0.383,6.2,11.7,0.532,0.553,4.1,4.7,0.875,1.1,3.6,4.7,5.0,1.2,0.0,3.1,3.1,29.3,113,123,ROY-7
16,Joel Embiid,30,19,19,574,12.0,27.1,0.444,2.0,6.6,0.299,10.0,20.4,0.492,0.481,12.8,14.5,0.882,3.1,10.2,13.3,7.3,1.2,1.5,5.3,3.6,38.8,114,116,
17,KJ Martin,24,24,7,480,6.3,10.2,0.616,0.8,2.2,0.381,5.4,8.0,0.679,0.657,2.5,3.0,0.828,2.2,5.2,7.4,2.0,1.1,1.6,1.2,6.4,15.8,134,120,
18,Lonnie Walker IV,26,20,7,477,9.2,21.9,0.42,4.7,13.1,0.354,4.5,8.8,0.518,0.526,2.5,3.1,0.8,0.6,5.9,6.5,5.2,1.0,0.5,2.6,2.8,25.5,108,121,
19,Reggie Jackson,34,31,1,384,6.7,17.1,0.391,3.2,9.5,0.338,3.5,7.6,0.458,0.485,0.9,1.2,0.778,1.0,4.4,5.4,5.8,2.1,0.4,2.2,4.4,17.5,104,120,
20,Jalen Hood-Schifino,21,13,0,301,5.9,15.9,0.371,2.3,7.5,0.304,3.6,8.4,0.431,0.443,2.6,3.1,0.842,0.3,3.9,4.3,5.9,0.8,1.0,2.8,3.6,16.7,99,122,
21,Marcus Bagley,23,10,4,253,5.3,13.4,0.391,1.0,6.2,0.156,4.3,7.2,0.595,0.428,1.6,1.9,0.8,4.5,9.2,13.6,1.9,1.8,2.3,1.4,3.1,13.1,105,115,
22,Alex Reese,25,14,0,214,5.8,12.2,0.472,3.5,9.4,0.366,2.3,2.8,0.833,0.613,2.1,2.8,0.75,1.8,8.8,10.6,0.9,2.3,2.3,1.4,4.8,17.0,121,114,
23,Chuma Okeke,26,7,3,171,5.2,9.5,0.545,2.9,6.3,0.455,2.3,3.2,0.727,0.697,0.6,0.9,0.667,5.8,6.6,12.4,3.7,1.4,0.9,0.9,1.4,13.8,151,119,
24,Oshae Brissett,26,6,2,142,6.6,13.5,0.487,2.1,6.2,0.333,4.5,7.3,0.619,0.564,2.8,4.9,0.571,2.4,5.2,7.6,1.4,1.4,1.0,2.8,4.9,18.1,105,120,
25,Colin Castleton,24,5,0,98,6.0,12.1,0.5,0.0,2.0,0.0,6.0,10.1,0.6,0.5,3.0,4.5,0.667,8.0,10.6,18.6,5.0,0.5,0.5,0.5,6.5,15.1,138,119,
26,Pete Nance,24,7,0,68,3.6,10.9,0.333,2.9,8.7,0.333,0.7,2.2,0.333,0.467,0.7,1.4,0.5,1.4,5.8,7.2,2.2,0.7,0.0,0.0,7.2,10.9,112,122,
27,Phillip Wheeler,22,5,0,44,3.4,23.5,0.143,0.0,11.2,0.0,3.4,12.3,0.273,0.143,2.2,2.2,1.0,2.2,6.7,9.0,2.2,1.1,2.2,1.1,1.1,9.0,51,118,
28,David Roddy,23,3,0,29,13.6,32.3,0.421,3.4,18.7,0.182,10.2,13.6,0.75,0.474,0.0,0.0,,3.4,11.9,15.3,5.1,3.4,0.0,1.7,1.7,30.6,102,112,
29,Isaiah Mobley,25,1,0,17,5.8,20.3,0.286,2.9,8.7,0.333,2.9,11.6,0.25,0.357,2.9,5.8,0.5,2.9,8.7,11.6,14.5,2.9,2.9,0.0,8.7,17.4,114,112,
30,Lester Quiñones,24,4,0,17,11.6,23.2,0.5,0.0,8.7,0.0,11.6,14.5,0.8,0.5,2.9,2.9,1.0,8.7,2.9,11.6,2.9,0.0,0.0,11.6,0.0,26.1,84,126,
