Rk,Unnamed: 1,Salary
1,Joel Embiid,"$51,415,938"
2,Paul George,"$49,205,800"
3,Tyrese Maxey,"$35,147,000"
4,Kelly Oubre,"$7,983,000"
5,Andre Drummond,"$5,000,000"
6,Quentin Grimes,"$4,296,682"
7,Jared McCain,"$4,020,360"
8,Eric Gordon,"$3,303,771"
9,Kyle Lowry,"$2,087,519"
10,Guerschon Yabusele,"$2,087,519"
11,Ricky Council,"$1,891,857"
12,Adem Bona,"$1,157,153"
13,Lonnie Walker,"$780,932"
14,Jared Butler,"$745,726"
15,Justin Edwards,"$425,619"
16,Oshae Brissett,"$119,972"
17,Chuma Okeke,"$119,972"
18,Chuma Okeke,"$119,972"
19,David Roddy,"$119,972"
20,Colin Castleton,"$107,027"
21,Phillip Wheeler,"$66,503"
22,Marcus Bagley,"$66,503"
23,Marcus Bagley,"$59,853"
24,Isaiah Mobley,"$11,997"
25,David Roddy,
26,Alex Reese,
27,Jalen Hood-Schifino,
28,Pete Nance,
29,Pete Nance,
30,Jared Butler,
31,Lester Quiñones,
32,David Jones,
33,Jeff Dowtin,
34,Justin Edwards,
