team,player,image_url,file_path
BostonCeltics,Chris Boucher,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3948153.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\chris_boucher.png
BostonCeltics,Jaylen Brown,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3917376.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\jaylen_brown.png
BostonCeltics,Luka Garza,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277951.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\luka_garza.png
BostonCeltics,Hugo Gonzalez,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5175647.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\hugo_gonzalez.png
BostonCeltics,Ron Harper Jr.,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397251.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\ron_harper_jr.png
BostonCeltics,Sam Hauser,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4065804.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\sam_hauser.png
BostonCeltics,Josh Minott,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4687718.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\josh_minott.png
BostonCeltics,Payton Pritchard,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066354.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\payton_pritchard.png
BostonCeltics,Neemias Queta,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397424.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\neemias_queta.png
BostonCeltics,Baylor Scheierman,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4593841.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\baylor_scheierman.png
BostonCeltics,Max Shulga,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4701992.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\max_shulga.png
BostonCeltics,Anfernee Simons,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4351851.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\anfernee_simons.png
BostonCeltics,Jayson Tatum,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4065648.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\jayson_tatum.png
BostonCeltics,Xavier Tillman,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277964.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\xavier_tillman.png
BostonCeltics,Jordan Walsh,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4683689.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\jordan_walsh.png
BostonCeltics,Derrick White,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3078576.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\derrick_white.png
BostonCeltics,Amari Williams,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4702745.png&h=80&w=110&scale=crop,nba_rosters\bostonceltics\amari_williams.png
