Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Pascal Siakam,31.0,PF,25,25,849,0,0,14,81,5,-3.8,12.2,19,17,36,10,76,4,253,14,17,
2.0,Jarace Walker,22.0,PF,26,12,666,0,5,74,21,0,-9.9,-4.5,22,21,28,1,30,0,128,5,8,
3.0,Andrew Nembhard,26.0,PG,18,18,562,86,14,0,0,0,-16.8,-16.0,16,16,19,3,35,3,285,5,13,
4.0,Ben Sheppard,24.0,SG,22,11,549,25,66,9,0,0,-8.9,-1.9,11,4,29,0,7,2,105,1,10,
5.0,Jay Huff,27.0,C,26,10,504,0,0,0,0,100,-5.9,3.2,7,3,38,6,12,1,84,2,5,
6.0,Isaiah Jackson,24.0,C,26,14,489,0,0,0,8,92,-6.5,2.2,4,9,43,13,24,0,49,6,5,
7.0,Bennedict Mathurin,23.0,SF,15,15,489,0,36,61,3,0,-7.7,0.2,16,13,24,7,45,0,88,9,8,
8.0,Aaron Nesmith,26.0,SF,11,11,335,1,62,37,0,0,-5.1,3.7,2,3,14,2,16,11,41,4,10,
9.0,Jeremiah Robinson-Earl,25.0,PF,17,3,300,0,0,3,94,3,-10.2,-3.2,6,3,14,0,8,1,27,3,11,
10.0,T.J. McConnell,33.0,PG,16,0,265,100,0,0,0,0,2.7,13.3,8,5,12,0,1,11,168,1,10,
11.0,Tony Bradley,28.0,C,22,3,257,0,0,2,6,92,-14.8,-8.7,3,1,21,5,13,1,34,1,8,
12.0,RayJ Dennis,24.0,PG,13,0,168,100,0,0,0,0,-14.6,-7.9,9,4,10,0,1,1,58,0,2,
13.0,Garrison Mathews,29.0,SG,11,1,166,0,78,22,0,0,5.8,15.6,2,0,8,0,7,6,20,0,2,
14.0,Ethan Thompson,26.0,SG,6,3,129,5,94,1,0,0,-0.7,7.9,0,0,10,0,1,0,23,0,0,
15.0,Quenton Jackson,27.0,PG,6,3,109,79,21,0,0,0,10.6,20.2,1,4,4,0,7,4,43,1,4,
16.0,Taelon Peter,23.0,SG,15,0,106,46,42,12,0,0,-14.2,-6.9,8,0,6,0,1,1,35,0,0,
17.0,Johnny Furphy,21.0,SG,8,0,95,0,35,65,0,0,-9.7,-2.0,3,1,4,0,0,1,3,0,0,
18.0,Obi Toppin,27.0,PF,3,0,82,0,0,8,90,2,-8.1,-0.3,4,0,5,1,5,0,11,1,2,
19.0,Monte Morris,30.0,PG,6,0,65,79,22,0,0,0,-18.7,-11.5,1,1,1,0,1,0,21,0,1,
20.0,Cody Martin,30.0,SF,4,0,55,0,32,64,4,0,-19.3,-12.0,2,1,4,0,2,1,5,0,1,
21.0,Mac McClung,27.0,SG,3,0,34,20,71,9,0,0,-19.2,-11.7,2,0,3,0,3,0,2,2,1,
22.0,James Wiseman,24.0,C,1,1,20,0,0,0,30,70,-41.5,-34.2,1,2,0,0,0,0,0,0,0,
,Team Totals,,,26,26,6294,20,20,20,20,20,-7.8,0.4,147,108,333,48,295,48,1483,55,118,
