Rk,Unnamed: 1,Salary
1,Tyrese Haliburton,"$45,550,512"
2,Pascal Siakam,"$45,550,512"
3,Andrew Nembhard,"$18,102,000"
4,Obi Toppin,"$14,000,000"
5,Aaron Nesmith,"$11,000,000"
6,T.J. McConnell,"$10,200,000"
7,Bennedict Mathurin,"$9,187,573"
8,Isaiah Jackson,"$7,600,000"
9,Jarace Walker,"$6,665,520"
10,Tony Bradley,"$2,940,876"
11,Ben Sheppard,"$2,790,720"
12,Jay Huff,"$2,349,578"
13,Johnny Furphy,"$1,955,377"
14,Kam Jones,"$1,272,870"
15,James Wiseman,"$1,000,000"
16,Monte Morris,"$321,184"
17,Mac McClung,"$164,060"
18,Jeremiah Robinson-Earl,"$131,970"
19,Cody Martin,"$131,970"
20,Jeremiah Robinson-Earl,"$131,970"
21,Garrison Mathews,"$131,970"
22,Garrison Mathews,"$131,970"
