Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Pascal Siakam,31.0,PF,25,25,849,19.3,0.558,0.255,0.367,4.7,17.1,10.6,21.6,1.8,1.2,8.9,28.8,0.9,0.8,1.7,0.096,2.3,-0.5,1.8,0.8,
2.0,Jarace Walker,22.0,PF,26,12,666,7.7,0.48,0.515,0.255,2.3,18.5,10.1,11.7,1.1,1.5,16.1,19.6,-1.0,0.6,-0.4,-0.032,-4.0,-1.1,-5.1,-0.5,
3.0,Andrew Nembhard,26.0,PG,18,18,562,15.2,0.549,0.367,0.355,1.3,6.7,3.8,34.2,1.4,0.5,12.4,24.1,0.6,0.3,0.9,0.073,0.9,-2.3,-1.5,0.1,
4.0,Ben Sheppard,24.0,SG,22,11,549,7.3,0.46,0.599,0.129,3.3,14.4,8.7,11.1,1.2,0.5,8.8,13.0,-0.2,0.4,0.2,0.018,-4.0,-0.4,-4.4,-0.4,
5.0,Jay Huff,27.0,C,26,10,504,16.0,0.572,0.7,0.194,5.6,14.8,10.1,10.0,0.7,11.7,8.4,16.7,0.5,0.7,1.2,0.111,-0.4,2.2,1.8,0.5,
6.0,Isaiah Jackson,24.0,C,26,14,489,17.0,0.635,0.0,0.43,13.7,20.3,16.8,6.7,2.1,3.8,16.2,16.4,0.7,0.7,1.4,0.134,-2.2,0.2,-2.0,0.0,
7.0,Bennedict Mathurin,23.0,SF,15,15,489,14.6,0.613,0.466,0.461,2.7,15.5,8.8,11.3,1.0,0.5,14.0,24.4,0.4,0.3,0.7,0.072,0.0,-1.8,-1.8,0.0,
8.0,Aaron Nesmith,26.0,SF,11,11,335,12.3,0.518,0.565,0.265,5.1,10.5,7.7,7.9,1.3,0.8,4.6,21.5,0.2,0.2,0.4,0.055,-0.3,-1.6,-2.0,0.0,
9.0,Jeremiah Robinson-Earl,25.0,PF,17,3,300,9.0,0.443,0.398,0.169,10.8,20.5,15.5,5.7,1.1,0.3,10.1,13.8,-0.1,0.3,0.2,0.028,-3.7,-1.9,-5.6,-0.3,
10.0,T.J. McConnell,33.0,PG,16,0,265,20.6,0.543,0.133,0.007,1.5,15.0,8.0,48.4,3.3,1.0,10.0,23.8,0.4,0.3,0.7,0.125,1.4,1.5,2.9,0.3,
11.0,Tony Bradley,28.0,C,22,3,257,14.3,0.619,0.014,0.403,13.8,9.8,11.9,8.5,0.6,1.4,9.6,15.3,0.6,0.1,0.7,0.126,-2.1,-1.7,-3.8,-0.1,
12.0,RayJ Dennis,24.0,PG,13,0,168,6.8,0.421,0.528,0.125,4.8,8.5,6.6,23.1,0.9,2.1,15.6,22.4,-0.3,0.1,-0.2,-0.07,-3.9,-1.7,-5.5,-0.2,
13.0,Garrison Mathews,29.0,SG,11,1,166,9.4,0.586,0.929,0.452,1.2,7.3,4.1,7.6,1.2,1.1,5.6,13.5,0.2,0.1,0.3,0.082,-2.6,-0.8,-3.4,-0.1,
14.0,Ethan Thompson,26.0,SG,6,3,129,8.9,0.585,0.731,0.192,3.1,4.3,3.7,9.7,1.1,1.4,0.0,9.2,0.2,0.1,0.3,0.094,-2.8,-0.3,-3.1,0.0,
15.0,Quenton Jackson,27.0,PG,6,3,109,19.2,0.615,0.35,0.5,4.6,15.1,9.7,26.7,2.2,0.8,10.9,21.0,0.3,0.1,0.4,0.158,1.4,1.9,3.2,0.1,
16.0,Taelon Peter,23.0,SG,15,0,106,4.2,0.385,0.931,0.172,3.8,12.5,8.0,17.9,0.9,1.7,22.4,15.9,-0.2,0.1,-0.2,-0.078,-5.3,-1.3,-6.6,-0.1,
17.0,Johnny Furphy,21.0,SG,8,0,95,4.0,0.503,0.529,0.118,3.2,15.1,8.9,1.4,2.0,0.0,21.9,10.1,-0.1,0.1,0.0,-0.019,-7.0,-0.1,-7.0,-0.1,
18.0,Obi Toppin,27.0,PF,3,0,82,12.2,0.526,0.472,0.25,3.7,22.8,12.9,9.8,1.8,0.0,13.1,23.5,-0.1,0.1,0.0,0.017,-2.2,-0.5,-2.7,0.0,
19.0,Monte Morris,30.0,PG,6,0,65,7.2,0.414,0.4,0.2,1.6,10.2,5.7,19.9,0.7,1.4,8.4,15.3,-0.1,0.0,0.0,-0.015,-4.6,-1.7,-6.3,-0.1,
20.0,Cody Martin,30.0,SF,4,0,55,3.1,0.277,0.5,0.6,1.8,26.0,13.4,4.7,3.5,3.2,24.0,12.7,-0.2,0.1,-0.1,-0.09,-10.0,2.1,-7.9,-0.1,
21.0,Mac McClung,27.0,SG,3,0,34,13.4,0.481,0.556,0.222,0.0,12.9,6.2,4.9,7.1,2.6,9.2,26.8,-0.1,0.1,0.0,0.009,-5.6,6.2,0.5,0.0,
22.0,James Wiseman,24.0,C,1,1,20,5.5,0.667,0.0,0.0,20.3,0.0,10.6,0.0,0.0,4.5,50.0,12.6,0.0,0.0,0.0,-0.069,-8.6,-4.4,-13.0,-0.1,
,Team Totals,,,26,26,6294,,0.541,0.406,0.292,,,,,,,,,2.4,5.4,7.8,0.06,-1.4,-0.6,-2.0,-0.1,
