Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Pascal Siakam,31.0,25,25,849,218,458,0.476,42,117,0.359,176,341,0.516,0.522,116,168,0.69,39,132,171,100,31,11,52,70,594,0,
2.0,Jarace Walker,22.0,26,12,666,82,235,0.349,38,121,0.314,44,114,0.386,0.43,49,60,0.817,15,112,127,53,15,11,50,45,251,0,
3.0,Andrew Nembhard,26.0,18,18,562,103,245,0.42,31,90,0.344,72,155,0.465,0.484,74,87,0.851,7,34,41,119,16,3,40,42,311,0,
4.0,Ben Sheppard,24.0,22,11,549,52,147,0.354,24,88,0.273,28,59,0.475,0.435,15,19,0.789,18,72,90,43,14,3,15,43,143,0,
5.0,Jay Huff,27.0,26,10,504,73,170,0.429,39,119,0.328,34,51,0.667,0.544,26,33,0.788,28,68,96,33,7,66,17,57,211,0,
6.0,Isaiah Jackson,24.0,26,14,489,80,135,0.593,0,0,,80,135,0.593,0.593,44,58,0.759,66,90,156,21,21,21,31,80,204,0,
7.0,Bennedict Mathurin,23.0,15,15,489,91,204,0.446,39,95,0.411,52,109,0.477,0.542,80,94,0.851,13,69,82,34,10,3,40,47,301,0,
8.0,Aaron Nesmith,26.0,11,11,335,54,147,0.367,31,83,0.373,23,64,0.359,0.473,31,39,0.795,17,32,49,17,9,3,8,27,170,0,
9.0,Jeremiah Robinson-Earl,25.0,17,3,300,29,83,0.349,8,33,0.242,21,50,0.42,0.398,13,14,0.929,32,56,88,12,7,1,10,23,79,0,
10.0,T.J. McConnell,33.0,16,0,265,70,135,0.519,6,18,0.333,64,117,0.547,0.541,1,1,1.0,4,36,40,69,18,3,15,19,147,0,
11.0,Tony Bradley,28.0,22,3,257,42,72,0.583,0,1,0.0,42,71,0.592,0.583,21,29,0.724,35,23,58,14,3,4,9,45,105,0,
12.0,RayJ Dennis,24.0,13,0,168,22,72,0.306,12,38,0.316,10,34,0.294,0.389,8,9,0.889,8,13,21,26,3,4,14,16,64,0,
13.0,Garrison Mathews,29.0,11,1,166,15,42,0.357,13,39,0.333,2,3,0.667,0.512,16,19,0.842,2,11,13,9,4,2,3,16,59,0,
14.0,Ethan Thompson,26.0,6,3,129,11,26,0.423,7,19,0.368,4,7,0.571,0.558,4,5,0.8,4,5,9,9,3,2,0,14,33,0,
15.0,Quenton Jackson,27.0,6,3,109,20,40,0.5,6,14,0.429,14,26,0.538,0.575,14,20,0.7,5,15,20,18,5,1,6,11,60,0,
16.0,Taelon Peter,23.0,15,0,106,7,29,0.241,6,27,0.222,1,2,0.5,0.345,4,5,0.8,4,12,16,14,2,2,9,6,24,0,
17.0,Johnny Furphy,21.0,8,0,95,7,17,0.412,4,9,0.444,3,8,0.375,0.529,0,2,0.0,3,13,16,1,4,0,5,10,18,0,
18.0,Obi Toppin,27.0,3,0,82,15,36,0.417,3,17,0.176,12,19,0.632,0.458,9,9,1.0,3,17,20,5,3,0,6,7,42,0,
19.0,Monte Morris,30.0,6,0,65,7,20,0.35,2,8,0.25,5,12,0.417,0.4,2,4,0.5,1,6,7,9,1,1,2,3,18,0,
20.0,Cody Martin,30.0,4,0,55,2,10,0.2,0,5,0.0,2,5,0.4,0.2,3,6,0.5,1,13,14,2,4,2,4,5,7,0,
21.0,Mac McClung,27.0,3,0,34,7,18,0.389,2,10,0.2,5,8,0.625,0.444,3,4,0.75,0,4,4,1,5,1,2,6,19,0,
22.0,James Wiseman,24.0,1,1,20,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,4,0,4,0,0,1,3,2,4,0,
,Team Totals,,26,26,6294,1009,2344,0.43,313,951,0.329,696,1393,0.5,0.497,533,685,0.778,309,833,1142,609,185,145,341,594,2864,0,
