Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,26.0,6290,1009,2344,0.43,313,951,0.329,696,1393,0.5,533,685,0.778,309,833,1142,609,185,145,360,594,2864
Team/G,,241.9,38.8,90.2,0.43,12.0,36.6,0.329,26.8,53.6,0.5,20.5,26.3,0.778,11.9,32.0,43.9,23.4,7.1,5.6,13.8,22.8,110.2
Lg Rank,,12,29,12,30.0,22,18,30.0,27,11,30.0,11,8,22.0,11,18,17,30,28,5,5,29,30
Year/Year,,-0.1%,-11.0%,0.9%,-0.057,-8.7%,2.2%,-0.039,-12.0%,0.0%,-0.068,20.5%,22.2%,-0.011,29.6%,-1.9%,5.0%,-19.9%,-15.9%,2.1%,4.9%,22.2%,-6.1%
Opponent,26.0,6290,1094,2301,0.475,298,892,0.334,796,1409,0.565,589,775,0.76,310,932,1242,642,182,118,365,575,3075
Opponent/G,,241.9,42.1,88.5,0.475,11.5,34.3,0.334,30.6,54.2,0.565,22.7,29.8,0.76,11.9,35.8,47.8,24.7,7.0,4.5,14.0,22.1,118.3
Lg Rank,,12,16,14,18.0,3,5,1.0,25,22,27.0,29,30,2.0,22,30,28,6,3,14,24,10,23
Year/Year,,-0.1%,-1.2%,-1.6%,0.002,-11.2%,-5.5%,-0.021,3.1%,1.1%,0.011,33.0%,35.3%,-0.013,6.5%,5.9%,6.1%,-5.0%,-2.4%,1.7%,-6.4%,17.7%,2.7%
