Rk,Unnamed: 1,Salary
1,John Wall,"$44,310,840"
2,Eric Gordon,"$18,218,818"
3,Christian Wood,"$13,666,667"
4,Jalen Green,"$8,992,200"
5,D.J. Augustin,"$7,000,000"
6,Dennis Schröder,"$5,890,000"
7,David Nwaba,"$4,650,000"
8,Sekou Doumbouya,"$3,613,680"
9,Alperen Şengün,"$3,214,680"
10,Enes Freedom,"$2,641,691"
11,Usman Garuba,"$2,353,320"
12,Josh Christopher,"$2,259,240"
13,Garrison Mathews,"$2,000,000"
14,Bruno Fernando,"$1,782,621"
15,Kevin Porter,"$1,782,621"
16,Kenyon Martin,"$1,517,981"
17,Jae'Sean Tate,"$1,517,981"
18,Armoni Brooks,"$1,489,065"
19,Danuel House,"$1,387,498"
20,Daishen Nix,"$612,000"
21,Troy Williams,"$122,741"
22,DeJon Jarreau,"$53,176"
23,Mfiondu Kabengele,"$19,186"
24,Anthony Lamb,$0
25,Trevelin Queen,$0
26,Tyler Bey,$0
