Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Jalen Green,19,67,67,2138,9.0,21.2,0.426,3.5,10.2,0.343,5.5,11.0,0.502,0.508,4.2,5.3,0.797,0.7,4.3,5.0,3.9,1.0,0.4,3.0,2.3,25.8,105,120,ROY-4
2,Christian Wood,26,68,67,2094,10.0,20.0,0.501,3.0,7.6,0.39,7.0,12.3,0.57,0.576,4.7,7.5,0.623,2.5,13.1,15.6,3.5,1.2,1.5,2.9,3.9,27.7,114,113,
3,Jae'Sean Tate,26,78,77,2056,8.4,16.9,0.498,1.5,4.7,0.312,6.9,12.2,0.569,0.541,3.0,4.3,0.707,3.1,6.6,9.7,5.1,1.7,0.9,3.2,6.6,21.3,111,116,
4,Kevin Porter Jr.,21,61,61,1907,8.4,20.2,0.415,3.9,10.3,0.375,4.5,9.9,0.456,0.511,3.1,4.8,0.642,1.1,5.6,6.7,9.4,1.7,0.5,4.8,3.9,23.7,103,117,
5,Garrison Mathews,25,65,33,1712,5.1,12.8,0.399,3.9,10.7,0.36,1.3,2.1,0.6,0.55,4.0,5.0,0.794,0.9,4.4,5.3,1.8,1.6,0.7,1.1,4.7,18.1,120,118,
6,Eric Gordon,33,57,46,1669,7.6,16.1,0.475,3.5,8.6,0.412,4.1,7.5,0.548,0.585,3.0,3.8,0.778,0.4,2.8,3.2,4.4,0.8,0.5,3.1,1.8,21.8,111,121,
7,KJ Martin,21,79,2,1656,8.0,15.0,0.533,1.7,4.8,0.357,6.3,10.2,0.617,0.591,2.2,3.5,0.634,2.3,6.2,8.5,2.9,1.0,1.1,1.7,3.2,20.0,118,118,
8,Alperen Şengün,19,72,13,1489,8.0,16.8,0.474,0.9,3.7,0.248,7.0,13.0,0.539,0.502,5.3,7.4,0.711,4.4,8.2,12.6,5.9,1.9,2.2,4.6,6.8,22.1,107,113,
9,Josh Christopher,20,74,2,1334,8.0,17.8,0.448,2.0,6.7,0.296,6.0,11.1,0.54,0.504,3.0,4.0,0.735,1.9,4.8,6.6,5.4,2.3,0.5,4.1,3.5,20.9,101,117,
10,Armoni Brooks,23,41,8,690,6.0,17.3,0.347,4.4,14.7,0.3,1.6,2.6,0.605,0.474,1.1,1.3,0.842,0.8,4.8,5.6,3.4,1.4,0.6,1.6,4.1,17.5,100,118,
11,David Nwaba,29,46,4,609,6.6,13.8,0.483,1.2,3.8,0.306,5.5,9.9,0.551,0.526,3.8,5.2,0.716,3.2,8.6,11.8,2.7,2.2,1.6,1.6,4.3,18.2,117,113,
12,Daniel Theis,29,26,21,584,6.8,14.6,0.469,1.9,6.4,0.291,5.0,8.1,0.61,0.534,2.2,3.3,0.675,2.6,8.0,10.6,1.6,0.9,1.4,2.5,5.1,17.8,104,117,
13,D.J. Augustin,34,34,2,510,5.1,12.7,0.404,3.6,9.0,0.406,1.5,3.7,0.4,0.548,3.1,3.5,0.868,0.7,3.2,3.8,6.9,0.9,0.0,4.2,1.6,17.0,107,121,
14,Dennis Schröder,28,15,4,404,6.5,16.5,0.393,2.2,6.8,0.328,4.2,9.7,0.439,0.461,4.0,4.6,0.872,0.7,5.2,5.9,10.4,1.4,0.4,4.6,4.5,19.2,104,118,
15,Daishen Nix,19,24,0,261,4.9,12.2,0.403,1.3,4.7,0.269,3.6,7.5,0.488,0.455,2.9,5.5,0.533,1.3,4.7,6.0,7.3,2.7,0.0,4.7,3.8,14.0,92,116,
16,Usman Garuba,19,24,2,239,3.8,8.8,0.432,1.0,4.0,0.25,2.8,4.8,0.583,0.489,1.0,1.4,0.714,4.2,12.3,16.5,3.4,2.0,2.2,1.2,5.6,9.6,119,111,
17,Danuel House Jr.,28,16,1,233,5.1,15.1,0.338,2.0,6.9,0.294,3.1,8.2,0.375,0.405,3.5,3.9,0.895,0.8,8.0,8.8,3.9,1.0,1.0,3.7,3.3,15.7,89,117,
18,Bruno Fernando,23,10,0,94,14.7,20.8,0.707,0.0,0.5,0.0,14.7,20.3,0.725,0.707,5.6,9.6,0.579,5.6,14.7,20.3,1.5,0.5,4.1,4.6,9.1,34.9,118,110,
19,Trevelin Queen,24,10,0,74,9.6,21.2,0.455,5.8,15.4,0.375,3.9,5.8,0.667,0.591,2.6,2.6,1.0,4.5,5.8,10.3,2.6,3.2,0.6,4.5,3.9,27.7,109,114,
