Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Brandon Ingram,24.0,SF,6,6,236,0.475,14.4,0.771,0.119,0.203,0.263,0.186,0.229,0.495,0.786,0.333,0.516,0.455,0.407,0.467,0.909,0.042,4,0.111,1.0,1,0,
2.0,CJ McCollum,30.0,PG,6,6,234,0.392,16.8,0.592,0.128,0.128,0.2,0.136,0.408,0.432,0.5,0.5,0.36,0.412,0.333,0.25,0.588,0.008,1,0.059,0.0,0,0,
3.0,Herbert Jones,23.0,PF,6,6,226,0.477,10.2,0.727,0.341,0.341,0.0,0.045,0.273,0.5,0.867,0.2,,0.0,0.417,0.625,1.0,0.045,2,0.5,0.333,0,0,
4.0,Jonas Valančiūnas,29.0,C,6,6,175,0.485,6.9,0.912,0.397,0.368,0.118,0.029,0.088,0.516,0.556,0.52,0.5,0.0,0.167,0.5,1.0,0.074,3,0.0,,0,0,
5.0,Larry Nance Jr.,29.0,PF,6,0,130,0.564,10.3,0.769,0.436,0.231,0.077,0.026,0.231,0.667,0.882,0.222,0.667,1.0,0.222,0.4,1.0,0.051,2,0.0,,1,0,
6.0,Trey Murphy III,21.0,SF,6,0,120,0.409,24.4,0.136,0.0,0.045,0.045,0.045,0.864,0.0,,0.0,0.0,0.0,0.474,,1.0,0.0,0,0.263,0.6,0,0,
7.0,Jose Alvarado,23.0,PG,6,0,117,0.485,14.6,0.515,0.242,0.182,0.091,0.0,0.485,0.588,0.5,0.833,0.333,,0.375,0.4,1.0,0.0,0,0.313,0.6,0,0,
8.0,Jaxson Hayes,21.0,C,6,6,83,0.56,5.9,0.88,0.48,0.36,0.04,0.0,0.12,0.636,0.833,0.444,0.0,,0.0,0.857,,0.32,7,1.0,0.0,0,0,
9.0,Devonte' Graham,26.0,PG,6,0,60,0.333,22.5,0.222,0.0,0.167,0.0,0.056,0.778,0.25,,0.333,,0.0,0.357,0.0,0.6,0.0,0,0.071,0.0,0,0,
10.0,Naji Marshall,24.0,SF,6,0,56,0.7,3.7,1.0,0.6,0.3,0.1,0.0,0.0,0.7,0.833,0.333,1.0,,,0.429,,0.2,1,,,0,0,
11.0,Willy Hernangómez,27.0,C,1,0,2,0.25,7.7,0.75,0.5,0.25,0.0,0.0,0.25,0.333,0.5,0.0,,,0.0,0.0,,0.25,0,0.0,,0,0,
12.0,Garrett Temple,35.0,SG,1,0,2,,,,,,,,,,,,,,,,,,0,,,0,0,
,Team Totals,,,6,6,1441,0.462,12.5,0.688,0.231,0.221,0.144,0.091,0.312,0.511,0.701,0.402,0.452,0.391,0.354,0.461,0.821,0.051,20,0.165,0.423,2,0,
