Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Brandon Ingram,24,SF,6,6,236,8.5,18.0,0.475,1.7,4.1,0.407,6.9,13.9,0.495,0.521,5.9,7.2,0.83,0.6,5.0,5.6,5.6,0.6,0.3,3.5,1.7,24.7,
2,CJ McCollum,30,PG,6,6,234,7.5,19.2,0.392,2.6,7.8,0.333,4.9,11.4,0.432,0.46,2.8,4.0,0.692,1.7,4.5,6.2,4.5,0.6,0.8,2.3,2.3,20.5,
3,Herbert Jones,23,PF,6,6,226,3.3,7.0,0.477,0.8,1.9,0.417,2.5,5.1,0.5,0.534,2.7,3.5,0.773,1.3,1.9,3.2,1.8,1.8,0.8,1.3,3.5,10.2,
4,Jonas Valančiūnas,29,C,6,6,175,6.8,14.0,0.485,0.2,1.2,0.167,6.6,12.8,0.516,0.493,4.1,5.3,0.769,6.8,10.9,17.7,3.7,0.8,0.2,2.5,3.5,17.9,
5,Larry Nance Jr.,29,PF,6,0,130,6.1,10.8,0.564,0.6,2.5,0.222,5.5,8.3,0.667,0.59,2.5,3.0,0.818,5.3,4.4,9.7,3.0,0.8,0.6,1.7,4.2,15.2,
6,Trey Murphy III,21,SF,6,0,120,2.7,6.6,0.409,2.7,5.7,0.474,0.0,0.9,0.0,0.614,1.2,1.5,0.8,0.9,3.6,4.5,0.9,0.9,0.3,0.3,2.7,9.3,
7,Jose Alvarado,23,PG,6,0,117,4.9,10.2,0.485,1.8,4.9,0.375,3.1,5.2,0.588,0.576,3.1,4.0,0.769,0.6,1.8,2.5,2.8,2.2,0.3,2.2,5.5,14.8,
8,Jaxson Hayes,21,C,6,6,83,6.1,10.8,0.56,0.0,1.3,0.0,6.1,9.5,0.636,0.56,3.0,4.8,0.636,1.7,4.8,6.5,0.4,0.0,0.9,1.7,4.8,15.2,
9,Devonte' Graham,26,PG,6,0,60,3.6,10.8,0.333,3.0,8.4,0.357,0.6,2.4,0.25,0.472,4.2,4.8,0.875,1.2,4.2,5.4,2.4,0.6,0.6,2.4,1.8,14.4,
10,Naji Marshall,24,SF,6,0,56,4.5,6.4,0.7,0.0,0.0,,4.5,6.4,0.7,0.7,2.6,2.6,1.0,1.9,1.9,3.9,3.2,0.6,0.6,1.9,3.2,11.6,
11,Willy Hernangómez,27,C,1,0,2,18.0,72.0,0.25,0.0,18.0,0.0,18.0,54.0,0.333,0.25,0.0,0.0,,36.0,0.0,36.0,0.0,0.0,0.0,0.0,18.0,36.0,
12,Garrett Temple,35,SG,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,
