Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Herbert Jones,23.0,78,69,2335,274,576,0.476,57,169,0.337,217,407,0.533,0.525,137,163,0.84,98,198,296,167,130,60,100,238,742,0,ROY-6
2.0,Jonas Valančiūnas,29.0,74,74,2240,510,938,0.544,57,158,0.361,453,780,0.581,0.574,237,289,0.82,226,617,843,190,41,60,179,247,1314,0,
3.0,Devonte' Graham,26.0,76,63,2162,296,815,0.363,192,563,0.341,104,252,0.413,0.481,118,140,0.843,37,140,177,316,71,12,105,95,902,0,
4.0,Brandon Ingram,24.0,55,55,1869,453,983,0.461,74,226,0.327,379,757,0.501,0.498,266,322,0.826,35,285,320,307,34,26,151,119,1246,0,
5.0,Jaxson Hayes,21.0,70,28,1398,245,398,0.616,20,57,0.351,225,341,0.66,0.641,144,188,0.766,115,200,315,43,33,55,54,155,654,0,
6.0,Josh Hart,26.0,41,40,1374,195,386,0.505,42,130,0.323,153,256,0.598,0.56,116,154,0.753,53,265,318,168,45,11,81,118,548,0,
7.0,Nickeil Alexander-Walker,23.0,50,19,1317,237,632,0.375,95,305,0.311,142,327,0.434,0.45,70,97,0.722,36,128,164,139,41,19,85,88,639,0,
8.0,Garrett Temple,35.0,59,16,1098,111,295,0.376,59,185,0.319,52,110,0.473,0.476,28,41,0.683,29,114,143,74,43,23,42,81,309,0,
9.0,CJ McCollum,30.0,26,26,878,246,499,0.493,71,180,0.394,175,319,0.549,0.564,68,102,0.667,19,97,116,152,34,1,57,44,631,0,
10.0,Trey Murphy III,21.0,62,1,864,109,277,0.394,71,186,0.382,38,91,0.418,0.522,45,51,0.882,47,100,147,38,23,7,16,60,334,0,
11.0,Willy Hernangómez,27.0,50,8,839,170,327,0.52,4,12,0.333,166,315,0.527,0.526,109,141,0.773,143,195,338,63,21,19,51,97,453,0,
12.0,Jose Alvarado,23.0,54,1,834,131,294,0.446,32,110,0.291,99,184,0.538,0.5,36,53,0.679,25,75,100,152,71,7,40,73,330,0,
13.0,Naji Marshall,24.0,55,4,735,109,269,0.405,21,105,0.2,88,164,0.537,0.444,74,93,0.796,38,104,142,62,33,8,46,69,313,0,
14.0,Tomáš Satoranský,30.0,32,3,481,32,107,0.299,5,31,0.161,27,76,0.355,0.322,19,25,0.76,18,46,64,76,14,1,23,33,88,0,
15.0,Gary Clark,27.0,38,1,378,33,88,0.375,28,70,0.4,5,18,0.278,0.534,7,10,0.7,23,67,90,18,13,7,10,20,101,0,
16.0,Kira Lewis Jr.,20.0,24,0,341,59,146,0.404,13,58,0.224,46,88,0.523,0.449,10,12,0.833,9,30,39,49,11,1,26,17,141,0,
17.0,Tony Snell,30.0,15,2,277,33,74,0.446,21,53,0.396,12,21,0.571,0.588,1,1,1.0,5,26,31,8,8,2,8,26,88,0,
18.0,Larry Nance Jr.,29.0,9,0,182,27,49,0.551,4,8,0.5,23,41,0.561,0.592,8,8,1.0,14,25,39,8,5,7,10,17,66,0,
19.0,Tyrone Wallace,27.0,6,0,75,7,20,0.35,2,8,0.25,5,12,0.417,0.4,1,5,0.2,0,8,8,1,3,1,2,7,17,0,
20.0,Jared Harper,24.0,5,0,43,14,26,0.538,5,12,0.417,9,14,0.643,0.635,4,4,1.0,2,0,2,14,4,1,2,5,37,0,
21.0,Alize Johnson,25.0,4,0,28,3,10,0.3,0,0,,3,10,0.3,0.3,3,4,0.75,7,6,13,1,2,0,1,3,9,0,
22.0,Didi Louzada,22.0,2,0,7,0,3,0.0,0,3,0.0,0,0,,0.0,0,0,,2,0,2,1,0,0,0,0,0,0,
,Team Totals,,82,82,19755,3294,7212,0.457,873,2629,0.332,2421,4583,0.528,0.517,1501,1903,0.789,981,2726,3707,2047,680,328,1089,1612,8962,0,
