Rk,Unnamed: 1,Salary
1,CJ McCollum,"$30,864,198"
2,Brandon Ingram,"$29,467,800"
3,Jonas Valančiūnas,"$14,000,000"
4,Devonte' Graham,"$11,000,000"
5,Zion Williamson,"$10,733,400"
6,Larry Nance,"$10,690,909"
7,Jaxson Hayes,"$5,348,280"
8,Garrett Temple,"$4,910,000"
9,Kira Lewis,"$3,822,240"
10,Trey Murphy,"$3,053,760"
11,Tony Snell,"$2,389,641"
12,Willy Hernangómez,"$2,327,220"
13,Herbert Jones,"$1,700,000"
14,Naji Marshall,"$1,517,981"
15,Jose Alvarado,"$1,500,000"
16,Gary Clark,"$377,645"
17,Alize Johnson,"$198,760"
18,Tyrone Wallace,"$191,860"
19,Wenyen Gabriel,"$99,380"
20,Justin James,"$95,930"
21,Miye Oni,"$95,930"
22,Jared Harper,"$95,930"
23,Zylan Cheatham,"$89,057"
24,Feron Hunt,"$53,176"
25,Daulton Hommes,$0
26,Anthony Tolliver,$0
