Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Herbert Jones,23.0,PF,78,69,2335,0.476,10.6,0.707,0.41,0.205,0.016,0.071,0.293,0.533,0.682,0.288,0.444,0.39,0.337,0.631,0.982,0.104,52,0.521,0.341,1,0,ROY-6
2.0,Jonas Valančiūnas,29.0,C,74,74,2240,0.544,9.0,0.832,0.323,0.32,0.131,0.043,0.168,0.581,0.7,0.527,0.48,0.45,0.361,0.623,0.982,0.063,52,0.019,0.333,0,0,
3.0,Devonte' Graham,26.0,PG,76,63,2162,0.363,20.8,0.309,0.081,0.067,0.054,0.098,0.691,0.413,0.621,0.291,0.409,0.325,0.341,0.298,0.734,0.001,1,0.13,0.342,3,1,
4.0,Brandon Ingram,24.0,SF,55,55,1869,0.461,14.3,0.77,0.14,0.149,0.245,0.222,0.23,0.501,0.681,0.438,0.51,0.427,0.327,0.396,0.851,0.045,39,0.128,0.414,3,1,
5.0,Jaxson Hayes,21.0,C,70,28,1398,0.616,6.6,0.857,0.533,0.259,0.04,0.018,0.143,0.66,0.774,0.485,0.375,0.286,0.351,0.747,0.95,0.276,103,0.316,0.278,1,0,
6.0,Josh Hart,26.0,SG,41,40,1374,0.505,11.4,0.663,0.44,0.137,0.052,0.034,0.337,0.598,0.688,0.415,0.4,0.462,0.323,0.503,0.857,0.039,14,0.208,0.593,0,0,
7.0,Nickeil Alexander-Walker,23.0,SG,50,19,1317,0.375,15.2,0.517,0.21,0.165,0.073,0.059,0.483,0.434,0.579,0.337,0.37,0.27,0.311,0.394,0.895,0.014,8,0.223,0.382,2,0,
8.0,Garrett Temple,35.0,SG,59,16,1098,0.376,18.0,0.373,0.169,0.071,0.071,0.051,0.627,0.473,0.62,0.429,0.238,0.267,0.319,0.596,0.983,0.01,3,0.459,0.318,0,0,
9.0,CJ McCollum,30.0,PG,26,26,878,0.493,15.6,0.639,0.128,0.206,0.172,0.132,0.361,0.549,0.688,0.476,0.523,0.561,0.394,0.286,0.662,0.004,2,0.072,0.615,0,0,
10.0,Trey Murphy III,21.0,SF,62,1,864,0.394,18.1,0.329,0.191,0.083,0.018,0.025,0.671,0.418,0.585,0.174,0.2,0.143,0.382,0.553,0.944,0.069,16,0.387,0.458,1,0,
11.0,Willy Hernangómez,27.0,C,50,8,839,0.52,4.2,0.963,0.563,0.352,0.043,0.006,0.037,0.527,0.63,0.391,0.357,0.0,0.333,0.687,1.0,0.098,30,0.083,0.0,1,0,
12.0,Jose Alvarado,23.0,PG,54,1,834,0.446,13.6,0.626,0.235,0.248,0.099,0.044,0.374,0.538,0.609,0.507,0.483,0.462,0.291,0.303,0.969,0.0,0,0.227,0.32,1,0,
13.0,Naji Marshall,24.0,SF,55,4,735,0.405,12.4,0.61,0.32,0.193,0.071,0.026,0.39,0.537,0.581,0.538,0.526,0.0,0.2,0.557,0.81,0.063,14,0.305,0.156,0,0,
14.0,Tomáš Satoranský,30.0,SG,32,3,481,0.299,12.7,0.71,0.234,0.262,0.15,0.065,0.29,0.355,0.52,0.286,0.375,0.0,0.161,0.519,1.0,0.019,1,0.161,0.0,1,0,
15.0,Gary Clark,27.0,PF,38,1,378,0.375,20.1,0.205,0.091,0.102,0.011,0.0,0.795,0.278,0.125,0.444,0.0,,0.4,0.8,0.964,0.011,0,0.571,0.5,0,0,
16.0,Kira Lewis Jr.,20.0,PG,24,0,341,0.404,14.5,0.603,0.247,0.171,0.103,0.062,0.397,0.523,0.694,0.4,0.333,0.333,0.224,0.435,0.846,0.027,3,0.224,0.308,3,0,
17.0,Tony Snell,30.0,SG,15,2,277,0.446,18.9,0.284,0.135,0.122,0.014,0.014,0.716,0.571,0.9,0.333,0.0,0.0,0.396,0.75,0.952,0.027,2,0.415,0.318,0,0,
18.0,Larry Nance Jr.,29.0,PF,9,0,182,0.551,7.6,0.837,0.531,0.204,0.082,0.02,0.163,0.561,0.808,0.2,0.0,0.0,0.5,0.783,1.0,0.163,8,0.5,0.75,0,0,
19.0,Tyrone Wallace,27.0,SG,6,0,75,0.35,13.0,0.6,0.35,0.15,0.05,0.05,0.4,0.417,0.714,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0,0.375,0.333,0,0,
20.0,Jared Harper,24.0,PG,5,0,43,0.538,16.8,0.538,0.192,0.115,0.077,0.154,0.462,0.643,0.4,1.0,0.5,0.75,0.417,0.333,0.6,0.038,1,0.083,1.0,0,0,
21.0,Alize Johnson,25.0,PF,4,0,28,0.3,3.2,1.0,0.7,0.2,0.1,0.0,0.0,0.3,0.286,0.0,1.0,,,0.667,,0.0,0,,,0,0,
