Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Jose Alvarado,23.0,PG,6,0,117,0.485,0.588,0.375,0.576,0.769,0.62,0.394,0.485,105.0,110.0,106.0,108.0,99.0,110.0,159.0,121.0,
2.0,Devonte' Graham,26.0,PG,6,0,60,0.333,0.25,0.357,0.472,0.875,0.558,0.444,0.778,72.0,47.0,101.0,89.0,113.0,99.0,179.0,195.0,
3.0,Jaxson Hayes,21.0,C,6,6,83,0.56,0.636,0.0,0.56,0.636,0.586,0.44,0.12,121.0,119.0,0.0,105.0,82.0,104.0,177.0,30.0,
4.0,Willy Hernangómez,27.0,C,1,0,2,0.25,0.333,0.0,0.25,,0.25,0.0,0.25,54.0,63.0,0.0,47.0,,44.0,0.0,63.0,
5.0,Brandon Ingram,24.0,SF,6,6,236,0.475,0.495,0.407,0.521,0.83,0.584,0.398,0.229,103.0,93.0,115.0,98.0,107.0,103.0,161.0,57.0,
6.0,Herbert Jones,23.0,PF,6,6,226,0.477,0.5,0.417,0.534,0.773,0.596,0.5,0.273,104.0,94.0,118.0,100.0,100.0,105.0,201.0,68.0,
7.0,Naji Marshall,24.0,SF,6,0,56,0.7,0.7,,0.7,1.0,0.765,0.4,0.0,152.0,131.0,,132.0,129.0,135.0,161.0,0.0,
8.0,CJ McCollum,30.0,PG,6,6,234,0.392,0.432,0.333,0.46,0.692,0.487,0.208,0.408,85.0,81.0,94.0,87.0,89.0,86.0,84.0,102.0,
9.0,Trey Murphy III,21.0,SF,6,0,120,0.409,0.0,0.474,0.614,0.8,0.64,0.227,0.864,89.0,0.0,134.0,115.0,103.0,113.0,92.0,216.0,
10.0,Larry Nance Jr.,29.0,PF,6,0,130,0.564,0.667,0.222,0.59,0.818,0.627,0.282,0.231,122.0,125.0,63.0,111.0,106.0,111.0,114.0,58.0,
11.0,Garrett Temple,35.0,SG,1,0,2,,,,,,,,,,,,,,,,,
12.0,Jonas Valančiūnas,29.0,C,6,6,175,0.485,0.516,0.167,0.493,0.769,0.548,0.382,0.088,105.0,97.0,47.0,93.0,99.0,97.0,154.0,22.0,
,Team Totals,,,6,6,1441,0.462,0.511,0.354,0.518,0.78,0.566,0.342,0.312,100.0,96.0,100.0,97.0,101.0,100.0,138.0,78.0,
