Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Brandon Ingram,24.0,SF,6,6,236,0,68,31,0,0,-0.2,10.7,8,10,4,4,15,0,84,4,4,
2.0,CJ McCollum,30.0,PG,6,6,234,49,51,0,0,0,-3.8,-9.3,7,4,3,4,9,0,70,1,5,
3.0,Herbert Jones,23.0,PF,6,6,226,0,0,38,62,0,-3.2,-5.6,4,2,4,2,11,1,28,2,2,
4.0,Jonas Valančiūnas,29.0,C,6,6,175,0,0,0,0,100,-5.2,-7.9,3,1,8,5,11,0,42,4,5,
5.0,Larry Nance Jr.,29.0,PF,6,0,130,0,0,0,19,81,5.8,14.3,3,1,5,0,5,0,27,1,1,
6.0,Trey Murphy III,21.0,SF,6,0,120,0,0,61,39,0,12.1,24.4,1,0,3,0,1,1,6,0,0,
7.0,Jose Alvarado,23.0,PG,6,0,117,100,0,0,0,0,-11.4,-15.6,5,0,2,2,4,3,22,1,1,
8.0,Jaxson Hayes,21.0,C,6,6,83,0,0,0,93,7,-15.8,-19.4,3,0,8,1,6,0,3,1,3,
9.0,Devonte' Graham,26.0,PG,6,0,60,92,9,0,0,0,-1.1,1.1,1,2,2,0,1,2,8,0,2,
10.0,Naji Marshall,24.0,SF,6,0,56,0,3,97,0,0,3.3,6.6,1,2,1,0,2,1,12,0,1,
11.0,Willy Hernangómez,27.0,C,1,0,2,0,0,0,0,100,-10.0,-8.1,0,0,1,0,0,0,0,0,0,
12.0,Garrett Temple,35.0,SG,1,0,2,0,100,0,0,0,-10.0,-8.1,0,0,0,0,0,0,0,0,0,
,Team Totals,,,6,6,1441,20,20,20,20,20,-2.0,-0.4,36,22,41,18,65,8,302,14,24,
