unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Cade Cunningham,37:08,10,19,.526,3,6,.500,6,9,.667,0,5,5,17,2,2,4,3,29,30.1,-1,True,,DET,UTA,UTA,DET,False,True,34ee7c8b84ff9d2ab930c645c6336b9a80f346c6,202512260UTA,"Detroit Pistons at Utah Jazz Box Score, December 26, 2025",2025-12-31T09:10:16.267364,box-DET-game-basic
Tobias Harris,27:16,6,13,.462,1,5,.200,3,3,1.000,2,5,7,4,1,0,0,2,16,15.2,-5,True,,DET,UTA,UTA,DET,False,True,db4db7ee485b218cb321ea42d33ea5e9eadbbebc,202512260UTA,"Detroit Pistons at Utah Jazz Box Score, December 26, 2025",2025-12-31T09:10:16.267364,box-DET-game-basic
Duncan Robinson,25:46,5,10,.500,4,8,.500,0,0,,0,4,4,1,0,1,0,0,14,11.6,-8,True,,DET,UTA,UTA,DET,False,True,ec894cd0254b654b3cd7046edd2e369fa09d41ea,202512260UTA,"Detroit Pistons at Utah Jazz Box Score, December 26, 2025",2025-12-31T09:10:16.267364,box-DET-game-basic
Jalen Duren,21:31,5,7,.714,0,0,,1,1,1.000,2,2,4,0,0,0,4,5,11,4.1,-3,True,,DET,UTA,UTA,DET,False,True,363c6dad530f250b2dd36547d8bd185849338dce,202512260UTA,"Detroit Pistons at Utah Jazz Box Score, December 26, 2025",2025-12-31T09:10:16.267364,box-DET-game-basic
Ausar Thompson,15:43,3,4,.750,0,0,,2,4,.500,1,5,6,0,1,0,3,2,8,5.0,-15,True,,DET,UTA,UTA,DET,False,True,f6bc898e1981d4745fb4090bfaad252a027b9aaa,202512260UTA,"Detroit Pistons at Utah Jazz Box Score, December 26, 2025",2025-12-31T09:10:16.267364,box-DET-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,DET,UTA,UTA,DET,False,True,7927109d2102c67ecf46f5d399d6716990184676,202512260UTA,"Detroit Pistons at Utah Jazz Box Score, December 26, 2025",2025-12-31T09:10:16.267364,box-DET-game-basic
Isaiah Stewart,26:23,2,7,.286,0,2,.000,0,0,,2,2,4,1,0,3,1,4,4,2.1,-4,True,,DET,UTA,UTA,DET,False,True,ae585c05a530ee2d15308c29359d4166fa1644a8,202512260UTA,"Detroit Pistons at Utah Jazz Box Score, December 26, 2025",2025-12-31T09:10:16.267364,box-DET-game-basic
Javonte Green,19:54,3,6,.500,2,4,.500,0,0,,1,1,2,1,3,0,0,3,8,8.5,-7,True,,DET,UTA,UTA,DET,False,True,20eef06535e3c18aad676a97573d4a498f20ba15,202512260UTA,"Detroit Pistons at Utah Jazz Box Score, December 26, 2025",2025-12-31T09:10:16.267364,box-DET-game-basic
Caris LeVert,19:39,4,6,.667,3,5,.600,0,0,,0,1,1,4,1,1,3,1,11,9.8,+13,True,,DET,UTA,UTA,DET,False,True,94834e478cff575882c52faed6e58fc2e4dfc4cc,202512260UTA,"Detroit Pistons at Utah Jazz Box Score, December 26, 2025",2025-12-31T09:10:16.267364,box-DET-game-basic
Ron Holland,19:17,4,6,.667,0,0,,3,4,.750,0,6,6,3,0,0,0,1,11,11.5,+8,True,,DET,UTA,UTA,DET,False,True,1889f6a8db2113866614f2a45c32afdccd816afe,202512260UTA,"Detroit Pistons at Utah Jazz Box Score, December 26, 2025",2025-12-31T09:10:16.267364,box-DET-game-basic
