Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Will Barton,31.0,SG,5,5,172,0.409,0.421,0.393,0.492,0.667,0.503,0.091,0.424,89,79.0,111,93,86.0,89,37,106,
2.0,Facundo Campazzo,30.0,PG,4,0,13,0.0,,0.0,0.0,,0.0,0.0,1.0,0,,0,0,,0,0,250,
3.0,Vlatko Čančar,24.0,PF,2,0,9,0.667,1.0,0.5,0.833,,0.833,0.0,0.667,145,188.0,141,157,,147,0,167,
4.0,DeMarcus Cousins,31.0,C,5,0,57,0.655,0.652,0.667,0.724,0.733,0.744,0.517,0.207,142,122.0,189,136,95.0,132,208,52,
5.0,Bryn Forbes,28.0,SG,5,0,76,0.4,0.5,0.364,0.533,0.8,0.581,0.333,0.733,87,94.0,103,100,103.0,103,134,184,
6.0,Aaron Gordon,26.0,PF,5,5,160,0.426,0.513,0.2,0.454,0.714,0.52,0.519,0.278,92,96.0,57,85,92.0,92,209,70,
7.0,JaMychal Green,31.0,PF,5,0,69,0.375,0.455,0.2,0.406,1.0,0.524,0.438,0.313,81,85.0,57,76,129.0,93,176,78,
8.0,Jeff Green,35.0,PF,5,5,113,0.353,0.333,0.375,0.441,0.8,0.495,0.294,0.471,77,63.0,106,83,103.0,87,119,118,
9.0,Bones Hyland,21.0,SG,5,0,87,0.361,0.385,0.348,0.472,0.857,0.546,0.389,0.639,78,72.0,98,89,111.0,96,157,160,
10.0,Nikola Jokić,26.0,C,5,5,171,0.575,0.636,0.278,0.599,0.848,0.643,0.311,0.17,125,119.0,79,113,110.0,114,125,43,
11.0,Monte Morris,26.0,PG,5,5,156,0.49,0.56,0.423,0.598,0.75,0.622,0.235,0.51,106,105.0,120,112,97.0,110,95,128,
12.0,Zeke Nnaji,21.0,PF,2,0,9,1.0,,1.0,1.5,,1.5,0.0,1.0,217,,283,282,,265,0,250,
13.0,Austin Rivers,29.0,SG,5,0,108,0.444,0.667,0.333,0.556,1.0,0.569,0.056,0.667,96,125.0,94,104,129.0,101,22,167,
,Team Totals,,,5,5,1200,0.476,0.549,0.357,0.543,0.794,0.586,0.304,0.379,103,103.0,101,102,102.0,103,123,95,
