Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Nikola Jokić,26,C,74,74,2476,11.1,19.1,0.583,1.4,4.2,0.337,9.7,14.9,0.652,0.62,5.5,6.8,0.81,3.0,11.8,14.8,8.5,1.6,0.9,4.1,2.8,29.1,"MVP-1,AS,NBA1"
2,Aaron Gordon,26,PF,75,75,2376,6.6,12.6,0.52,1.3,3.9,0.335,5.3,8.7,0.605,0.573,2.6,3.5,0.743,1.9,4.8,6.7,2.8,0.7,0.7,2.0,2.2,17.1,
3,Will Barton,31,SG,71,71,2277,6.2,14.2,0.438,2.5,6.8,0.365,3.7,7.4,0.504,0.525,1.6,2.0,0.803,0.7,4.7,5.4,4.4,0.9,0.5,2.0,1.8,16.5,
4,Monte Morris,26,PG,75,74,2239,6.0,12.4,0.484,2.0,5.0,0.395,4.0,7.4,0.545,0.564,1.2,1.4,0.869,0.4,3.2,3.6,5.4,0.9,0.2,1.3,1.5,15.2,
5,Jeff Green,35,PF,75,63,1849,5.4,10.3,0.524,1.0,3.3,0.315,4.4,7.0,0.62,0.574,3.2,3.9,0.833,0.8,3.7,4.5,1.9,0.5,0.5,1.4,2.9,15.0,
6,Austin Rivers,29,SG,67,18,1480,3.6,8.5,0.417,1.9,5.6,0.342,1.6,2.9,0.563,0.53,0.8,1.1,0.727,0.5,2.3,2.8,2.2,1.2,0.1,1.3,2.9,9.8,
7,Bones Hyland,21,SG,69,4,1310,6.3,15.7,0.403,3.6,9.8,0.366,2.7,5.9,0.465,0.518,2.9,3.4,0.856,0.4,4.8,5.2,5.2,1.1,0.5,2.4,4.2,19.2,
8,Facundo Campazzo,30,PG,65,4,1184,3.3,9.0,0.361,1.8,5.9,0.301,1.5,3.1,0.476,0.459,1.8,2.4,0.769,0.7,2.9,3.6,6.7,1.9,0.7,2.0,3.8,10.1,
9,JaMychal Green,31,PF,67,8,1085,5.3,10.8,0.486,1.1,4.1,0.266,4.2,6.7,0.621,0.537,2.7,3.1,0.871,2.7,6.6,9.3,2.0,1.4,0.9,1.9,5.2,14.3,
10,Zeke Nnaji,21,PF,41,1,698,5.0,9.6,0.516,1.9,4.1,0.463,3.0,5.5,0.557,0.616,2.1,3.4,0.631,2.9,4.7,7.6,0.9,0.8,0.7,1.2,4.1,13.9,
11,Davon Reed,26,SG,48,5,668,4.4,8.7,0.503,2.0,4.6,0.43,2.4,4.0,0.587,0.618,0.5,0.8,0.667,0.8,5.1,5.8,2.9,1.3,0.5,0.9,3.4,11.3,
12,Bryn Forbes,28,SG,35,1,610,6.1,14.3,0.424,3.5,8.5,0.41,2.6,5.8,0.444,0.545,2.1,2.2,0.921,0.4,1.4,1.8,2.0,0.5,0.1,1.4,3.1,17.7,
13,DeMarcus Cousins,31,C,31,2,431,7.9,17.2,0.456,2.0,6.2,0.324,5.8,11.0,0.53,0.515,5.3,7.3,0.736,4.2,10.2,14.4,4.4,1.6,1.1,5.8,7.8,23.1,
14,PJ Dozier,25,SG,18,0,340,3.8,10.5,0.364,1.6,5.1,0.313,2.2,5.4,0.412,0.439,1.1,1.4,0.769,1.5,5.2,6.7,3.1,1.2,0.6,1.4,3.5,10.3,
15,Michael Porter Jr.,23,SF,9,9,265,5.0,14.0,0.359,1.4,6.5,0.208,3.7,7.5,0.491,0.408,0.7,1.2,0.556,1.2,6.8,8.0,2.3,1.4,0.3,1.6,2.2,12.1,
16,Vlatko Čančar,24,PF,15,1,176,4.7,8.4,0.561,1.4,2.5,0.583,3.3,5.9,0.552,0.646,1.8,2.9,0.643,1.6,4.7,6.3,3.5,0.4,0.6,1.8,3.7,12.7,
17,Markus Howard,22,SG,31,0,176,8.0,20.7,0.386,5.7,14.3,0.4,2.3,6.3,0.355,0.525,4.1,4.7,0.87,0.4,2.0,2.5,1.4,1.8,0.0,1.4,3.5,25.8,
18,Bol Bol,22,PF,14,0,81,6.7,12.0,0.556,0.4,1.8,0.25,6.2,10.2,0.609,0.574,0.9,2.2,0.4,1.8,7.1,8.9,2.2,0.4,0.9,1.8,1.8,14.7,
19,Petr Cornelie,26,PF,13,0,38,4.7,14.2,0.333,0.9,7.6,0.125,3.8,6.6,0.571,0.367,2.8,3.8,0.75,6.6,6.6,13.3,2.8,0.9,0.9,3.8,6.6,13.3,
20,Rayjon Tucker,24,SG,3,0,29,1.2,2.5,0.5,1.2,2.5,0.5,0.0,0.0,,0.75,3.7,5.0,0.75,1.2,3.7,5.0,5.0,1.2,0.0,0.0,3.7,7.4,
21,James Ennis III,31,SF,3,0,14,5.1,15.4,0.333,0.0,5.1,0.0,5.1,10.3,0.5,0.333,0.0,2.6,0.0,2.6,2.6,5.1,7.7,0.0,0.0,2.6,2.6,10.3,
22,Carlik Jones,24,PG,2,0,4,9.0,18.0,0.5,0.0,0.0,,9.0,18.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,
