Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Will Barton,31.0,SG,5,5,172,0.409,16.4,0.576,0.045,0.348,0.121,0.061,0.424,0.421,1.0,0.435,0.375,0.0,0.393,0.563,1.0,0.015,1,0.179,0.2,1,0,
2.0,Nikola Jokić,26.0,C,5,5,171,0.575,11.2,0.83,0.094,0.519,0.132,0.085,0.17,0.636,0.7,0.673,0.5,0.556,0.278,0.554,1.0,0.0,0,0.0,,0,0,
3.0,Aaron Gordon,26.0,PF,5,5,160,0.426,11.2,0.722,0.241,0.315,0.13,0.037,0.278,0.513,0.846,0.412,0.286,0.0,0.2,0.65,1.0,0.13,6,0.467,0.429,0,0,
4.0,Monte Morris,26.0,PG,5,5,156,0.49,18.2,0.49,0.02,0.235,0.118,0.118,0.51,0.56,1.0,0.583,0.5,0.5,0.423,0.357,0.909,0.0,0,0.385,0.2,0,0,
5.0,Jeff Green,35.0,PF,5,5,113,0.353,15.3,0.529,0.059,0.294,0.118,0.059,0.471,0.333,0.0,0.4,0.5,0.0,0.375,0.333,1.0,0.059,1,0.625,0.2,0,0,
6.0,Austin Rivers,29.0,SG,5,0,108,0.444,19.8,0.333,0.0,0.333,0.0,0.0,0.667,0.667,,0.667,,,0.333,0.25,1.0,0.0,0,0.583,0.286,1,0,
7.0,Bones Hyland,21.0,SG,5,0,87,0.361,20.2,0.361,0.056,0.222,0.028,0.056,0.639,0.385,0.5,0.5,0.0,0.0,0.348,0.0,0.625,0.0,0,0.217,0.4,0,0,
8.0,Bryn Forbes,28.0,SG,5,0,76,0.4,24.9,0.267,0.0,0.133,0.0,0.133,0.733,0.5,,0.0,,1.0,0.364,0.5,0.75,0.0,0,0.273,0.667,1,0,
9.0,JaMychal Green,31.0,PF,5,0,69,0.375,14.5,0.688,0.375,0.25,0.0,0.063,0.313,0.455,0.833,0.0,,0.0,0.2,0.8,1.0,0.25,3,0.0,,1,0,
10.0,DeMarcus Cousins,31.0,C,5,0,57,0.655,11.1,0.793,0.138,0.483,0.138,0.034,0.207,0.652,1.0,0.643,0.25,1.0,0.667,0.6,1.0,0.034,1,0.0,,0,0,
11.0,Facundo Campazzo,30.0,PG,4,0,13,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.0,,0,0,
12.0,Vlatko Čančar,24.0,PF,2,0,9,0.667,20.7,0.333,0.0,0.333,0.0,0.0,0.667,1.0,,1.0,,,0.5,0.0,1.0,0.0,0,0.0,,0,0,
13.0,Zeke Nnaji,21.0,PF,2,0,9,1.0,22.7,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,,1.0,0.0,0,1.0,1.0,0,0,
,Team Totals,,,5,5,1200,0.476,18.0,0.621,0.097,0.355,0.101,0.068,0.379,0.549,0.8,0.551,0.405,0.393,0.357,0.525,0.911,0.034,12,0.274,0.326,4,0,
