Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Will Barton,31,SG,5,5,172,5.7,13.8,0.409,2.3,5.9,0.393,3.3,8.0,0.421,0.492,0.8,1.3,0.667,1.0,4.8,5.9,2.9,0.8,0.2,2.1,2.3,14.4,
2,Nikola Jokić,26,C,5,5,171,12.8,22.3,0.575,1.1,3.8,0.278,11.8,18.5,0.636,0.599,5.9,6.9,0.848,3.6,10.3,13.9,6.1,1.7,1.1,5.1,4.2,32.6,
3,Aaron Gordon,26,PF,5,5,160,5.2,12.2,0.426,0.7,3.4,0.2,4.5,8.8,0.513,0.454,4.5,6.3,0.714,4.1,4.1,8.1,2.9,0.5,1.4,1.8,3.2,15.5,
4,Monte Morris,26,PG,5,5,156,5.8,11.8,0.49,2.5,6.0,0.423,3.2,5.8,0.56,0.598,2.1,2.8,0.75,0.2,2.3,2.5,6.2,1.4,0.0,1.8,3.2,16.2,
5,Jeff Green,35,PF,5,5,113,1.9,5.4,0.353,1.0,2.5,0.375,1.0,2.9,0.333,0.441,1.3,1.6,0.8,2.2,3.5,5.7,0.6,1.0,0.6,0.6,1.9,6.1,
6,Austin Rivers,29,SG,5,0,108,2.7,6.0,0.444,1.3,4.0,0.333,1.3,2.0,0.667,0.556,0.3,0.3,1.0,0.0,1.0,1.0,2.0,2.3,0.3,1.3,5.0,7.0,
7,Bones Hyland,21,SG,5,0,87,5.4,14.9,0.361,3.3,9.5,0.348,2.1,5.4,0.385,0.472,5.0,5.8,0.857,0.4,3.7,4.1,6.6,0.4,0.0,2.5,5.0,19.0,
8,Bryn Forbes,28,SG,5,0,76,2.8,7.1,0.4,1.9,5.2,0.364,0.9,1.9,0.5,0.533,1.9,2.4,0.8,0.5,0.9,1.4,3.3,0.5,0.0,0.9,3.3,9.5,
9,JaMychal Green,31,PF,5,0,69,3.1,8.3,0.375,0.5,2.6,0.2,2.6,5.7,0.455,0.406,3.7,3.7,1.0,1.6,4.7,6.3,1.0,0.0,0.5,1.0,6.3,10.4,
10,DeMarcus Cousins,31,C,5,0,57,12.0,18.3,0.655,2.5,3.8,0.667,9.5,14.5,0.652,0.724,6.9,9.5,0.733,1.9,8.8,10.7,3.8,1.9,0.6,4.4,5.7,33.5,
11,Facundo Campazzo,30,PG,4,0,13,0.0,5.5,0.0,0.0,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,8.3,8.3,5.5,0.0,0.0,5.5,8.3,0.0,
12,Vlatko Čančar,24,PF,2,0,9,8.0,12.0,0.667,4.0,8.0,0.5,4.0,4.0,1.0,0.833,0.0,0.0,,0.0,8.0,8.0,4.0,0.0,0.0,8.0,0.0,20.0,
13,Zeke Nnaji,21,PF,2,0,9,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,
