Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Will Barton,31.0,SG,5,5,172,0,84,15,1,0,-13.3,-12.4,8,2,7,0,3,0,34,0,7,
2.0,Nikola Jokić,26.0,C,5,5,171,0,0,0,0,100,-14.4,-16.5,13,7,15,2,12,1,71,1,5,
3.0,Aaron Gordon,26.0,PF,5,5,160,0,0,0,98,2,-8.3,4.6,5,0,4,3,14,1,34,4,4,
4.0,Monte Morris,26.0,PG,5,5,156,98,3,0,0,0,-16.4,-18.7,6,2,5,0,7,2,59,3,1,
5.0,Jeff Green,35.0,PF,5,5,113,0,0,99,1,0,-10.3,-0.8,0,1,4,0,2,0,4,1,2,
6.0,Austin Rivers,29.0,SG,5,0,108,0,8,83,9,0,-4.1,10.6,2,2,8,0,1,4,15,1,2,
7.0,Bones Hyland,21.0,SG,5,0,87,86,15,0,0,0,-4.3,8.7,4,1,4,1,4,2,39,0,3,
8.0,Bryn Forbes,28.0,SG,5,0,76,0,91,9,0,0,-1.2,12.6,1,0,1,1,2,0,17,0,2,
9.0,JaMychal Green,31.0,PF,5,0,69,0,0,8,92,0,-16.6,-9.4,0,0,3,2,4,0,5,1,3,
10.0,DeMarcus Cousins,31.0,C,5,0,57,0,0,0,0,100,-2.9,8.9,0,2,1,3,6,0,15,2,2,
11.0,Facundo Campazzo,30.0,PG,4,0,13,100,0,0,0,0,-28.7,-20.0,2,0,0,0,0,0,5,0,0,
12.0,Vlatko Čančar,24.0,PF,2,0,9,0,0,0,100,0,32.2,43.7,0,2,0,0,0,0,3,0,0,
13.0,Zeke Nnaji,21.0,PF,2,0,9,0,0,0,0,100,32.2,43.7,0,0,1,0,0,0,0,0,0,
,Team Totals,,,5,5,1200,20,20,20,20,20,-9.9,-3.3,41,19,53,12,55,10,301,13,31,
