Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Will Barton,31.0,SG,71,71,2277,0.438,0.504,0.365,0.525,0.803,0.548,0.142,0.48,95,95.0,103.0,99,104.0,97,57,120,-11.8,-34.5,
2.0,Bol Bol,22.0,PF,14,0,81,0.556,0.609,0.25,0.574,0.4,0.565,0.185,0.148,120,114.0,71.0,108,52.0,100,75,37,2.3,-0.1,
3.0,Facundo Campazzo,30.0,PG,65,4,1184,0.361,0.476,0.301,0.459,0.769,0.503,0.264,0.652,78,89.0,85.0,86,99.0,89,106,163,-42.8,-41.9,
4.0,Vlatko Čančar,24.0,PF,15,1,176,0.561,0.552,0.583,0.646,0.643,0.657,0.341,0.293,122,104.0,165.0,122,83.0,116,138,73,9.4,8.6,
5.0,Petr Cornelie,26.0,PF,13,0,38,0.333,0.571,0.125,0.367,0.75,0.418,0.267,0.533,72,107.0,35.0,69,97.0,74,107,134,-5.0,-5.0,
6.0,DeMarcus Cousins,31.0,C,31,2,431,0.456,0.53,0.324,0.515,0.736,0.565,0.422,0.359,99,100.0,92.0,97,95.0,100,170,90,-7.1,-0.5,
7.0,PJ Dozier,25.0,SG,18,0,340,0.364,0.412,0.313,0.439,0.769,0.463,0.131,0.485,79,77.0,88.0,83,99.0,82,53,121,-18.3,-21.5,
8.0,James Ennis III,31.0,SF,3,0,14,0.333,0.5,0.0,0.333,0.0,0.311,0.167,0.333,72,94.0,0.0,63,0.0,55,67,83,-2.4,-3.3,
9.0,Bryn Forbes,28.0,SG,35,1,610,0.424,0.444,0.41,0.545,0.921,0.578,0.156,0.593,92,83.0,116.0,103,119.0,102,63,148,6.6,6.0,
10.0,Aaron Gordon,26.0,PF,75,75,2376,0.52,0.605,0.335,0.573,0.743,0.602,0.276,0.312,113,114.0,95.0,108,96.0,106,111,78,68.1,67.4,
11.0,JaMychal Green,31.0,PF,67,8,1085,0.486,0.621,0.266,0.537,0.871,0.587,0.284,0.379,105,117.0,75.0,101,112.0,104,115,95,3.3,15.5,
12.0,Jeff Green,35.0,PF,75,63,1849,0.524,0.62,0.315,0.574,0.833,0.627,0.374,0.318,114,117.0,89.0,108,108.0,111,151,80,44.5,74.6,
13.0,Markus Howard,22.0,SG,31,0,176,0.386,0.355,0.4,0.525,0.87,0.567,0.228,0.693,84,67.0,113.0,99,112.0,100,92,174,-1.4,0.2,
14.0,Bones Hyland,21.0,SG,69,4,1310,0.403,0.465,0.366,0.518,0.856,0.558,0.219,0.627,87,87.0,103.0,97,111.0,99,88,157,-16.2,-10.6,
15.0,Nikola Jokić,26.0,C,74,74,2476,0.583,0.652,0.337,0.62,0.81,0.661,0.357,0.22,126,122.0,95.0,117,105.0,117,144,55,230.9,286.9,"MVP-1,AS,NBA1"
16.0,Carlik Jones,24.0,PG,2,0,4,0.5,0.5,,0.5,,0.5,0.0,0.0,108,94.0,,94,,88,0,0,-0.1,-0.3,
17.0,Monte Morris,26.0,PG,75,74,2239,0.484,0.545,0.395,0.564,0.869,0.583,0.109,0.406,105,102.0,112.0,106,112.0,103,44,102,50.0,28.1,
18.0,Zeke Nnaji,21.0,PF,41,1,698,0.516,0.557,0.463,0.616,0.631,0.629,0.349,0.43,112,105.0,131.0,116,81.0,111,141,108,31.2,27.1,
19.0,Michael Porter Jr.,23.0,SF,9,9,265,0.359,0.491,0.208,0.408,0.556,0.416,0.087,0.466,78,92.0,59.0,77,72.0,74,35,117,-25.5,-32.1,
20.0,Davon Reed,26.0,SG,48,5,668,0.503,0.587,0.43,0.618,0.667,0.624,0.093,0.534,109,110.0,122.0,116,86.0,110,38,134,27.8,19.3,
21.0,Austin Rivers,29.0,SG,67,18,1480,0.417,0.563,0.342,0.53,0.727,0.546,0.126,0.66,90,106.0,97.0,100,94.0,96,51,165,-1.2,-15.1,
22.0,Rayjon Tucker,24.0,SG,3,0,29,0.5,,0.5,0.75,0.75,0.798,2.0,1.0,108,,141.0,141,97.0,141,806,250,0.9,1.7,
,Team Totals,,,82,82,19806,0.483,0.575,0.353,0.556,0.795,0.59,0.244,0.416,105,108.0,100.0,105,103.0,104,98,104,343.2,370.5,
