Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Will Barton,31.0,SG,5,5,172,9.9,0.503,0.424,0.091,3.5,17.1,10.1,12.3,1.2,0.6,12.7,19.9,0.0,-0.1,-0.1,-0.027,-0.5,-2.3,-2.8,0.0,
2.0,Nikola Jokić,26.0,C,5,5,171,33.1,0.643,0.17,0.311,11.9,36.6,23.9,36.5,2.3,3.1,16.6,36.8,0.6,0.1,0.7,0.202,8.1,2.5,10.7,0.6,
3.0,Aaron Gordon,26.0,PF,5,5,160,15.7,0.52,0.278,0.519,13.5,14.4,13.9,12.0,0.6,3.9,10.8,20.2,0.3,0.0,0.2,0.063,0.9,-2.2,-1.3,0.0,
4.0,Monte Morris,26.0,PG,5,5,156,16.1,0.622,0.51,0.235,0.8,8.2,4.4,26.2,1.9,0.0,12.4,17.9,0.4,-0.1,0.3,0.101,2.2,-0.2,2.0,0.2,
5.0,Jeff Green,35.0,PF,5,5,113,7.6,0.495,0.471,0.294,7.4,12.4,9.9,2.3,1.3,1.9,9.4,8.2,0.1,0.0,0.0,0.012,-1.4,-1.9,-3.3,0.0,
6.0,Austin Rivers,29.0,SG,5,0,108,6.1,0.569,0.667,0.056,0.0,3.5,1.7,7.4,3.2,1.0,17.8,9.0,0.0,0.0,0.0,0.003,-3.5,1.1,-2.4,0.0,
7.0,Bones Hyland,21.0,SG,5,0,87,13.6,0.546,0.639,0.389,1.4,13.2,7.1,27.4,0.6,0.0,12.5,24.1,0.2,-0.1,0.1,0.058,0.9,-2.1,-1.1,0.0,
8.0,Bryn Forbes,28.0,SG,5,0,76,7.8,0.581,0.733,0.333,1.6,3.4,2.4,12.4,0.7,0.0,10.4,11.0,0.1,-0.1,0.0,0.028,-0.8,-1.9,-2.8,0.0,
9.0,JaMychal Green,31.0,PF,5,0,69,6.7,0.524,0.313,0.438,5.2,16.7,10.8,3.9,0.0,1.5,9.5,13.3,0.1,0.0,0.0,0.012,-4.4,-2.7,-7.1,-0.1,
10.0,DeMarcus Cousins,31.0,C,5,0,57,32.9,0.744,0.207,0.517,6.3,31.4,18.4,21.6,2.6,1.8,16.4,32.5,0.2,0.0,0.3,0.216,8.2,3.5,11.8,0.2,
11.0,Facundo Campazzo,30.0,PG,4,0,13,-10.5,0.0,1.0,0.0,0.0,29.5,14.3,18.7,0.0,0.0,50.0,13.4,-0.1,0.0,-0.1,-0.323,-15.7,-3.6,-19.4,-0.1,
12.0,Vlatko Čančar,24.0,PF,2,0,9,13.1,0.833,0.667,0.0,0.0,28.4,13.7,18.6,0.0,0.0,40.0,24.2,0.0,0.0,0.0,-0.1,1.9,-1.3,0.6,0.0,
13.0,Zeke Nnaji,21.0,PF,2,0,9,10.8,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.082,1.2,-1.0,0.2,0.0,
,Team Totals,,,5,5,1200,,0.586,0.379,0.304,,,,,,,,,1.8,-0.2,1.5,0.061,1.1,-0.7,0.4,0.7,
