unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Giannis Antetokounmpo,31:36,10,17,.588,0,1,.000,6,11,.545,3,4,7,4,1,1,5,6,26,16.5,-2,True,,MIL,WAS,WAS,MIL,False,True,4026bc8ef31aea450eb2243318b371f3fee3b155,202512010WAS,"Milwaukee Bucks at Washington Wizards Box Score, December 1, 2025",2026-01-20T14:15:21.419369,box-MIL-game-basic
Kevin Porter Jr.,31:01,12,15,.800,5,6,.833,1,2,.500,0,4,4,5,3,0,1,2,30,29.8,+13,True,,MIL,WAS,WAS,MIL,False,True,508faaf43e5027f09f3522d01ad8c2af4274b22d,202512010WAS,"Milwaukee Bucks at Washington Wizards Box Score, December 1, 2025",2026-01-20T14:15:21.419369,box-MIL-game-basic
A.J. Green,30:56,4,6,.667,4,6,.667,1,1,1.000,0,5,5,5,0,0,2,2,13,12.6,+8,True,,MIL,WAS,WAS,MIL,False,True,0d0f75af97dbd558c365aad20f088711bdf51df3,202512010WAS,"Milwaukee Bucks at Washington Wizards Box Score, December 1, 2025",2026-01-20T14:15:21.419369,box-MIL-game-basic
Ryan Rollins,29:35,5,12,.417,3,7,.429,1,2,.500,0,2,2,5,0,1,3,2,14,8.2,-7,True,,MIL,WAS,WAS,MIL,False,True,96af34d5e80c38bf8f8102c3024a9f9c301e1497,202512010WAS,"Milwaukee Bucks at Washington Wizards Box Score, December 1, 2025",2026-01-20T14:15:21.419369,box-MIL-game-basic
Myles Turner,26:07,3,10,.300,3,8,.375,0,0,,1,2,3,3,1,1,2,0,9,6.3,+10,True,,MIL,WAS,WAS,MIL,False,True,3324348912bebfc87925bc1bc7ad8a2f09b3bdf9,202512010WAS,"Milwaukee Bucks at Washington Wizards Box Score, December 1, 2025",2026-01-20T14:15:21.419369,box-MIL-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,MIL,WAS,WAS,MIL,False,True,9ca9833a3a26bc3b53390b0f32f7a907b4bc61e4,202512010WAS,"Milwaukee Bucks at Washington Wizards Box Score, December 1, 2025",2026-01-20T14:15:21.419369,box-MIL-game-basic
Gary Trent Jr.,30:30,4,7,.571,3,5,.600,3,3,1.000,0,1,1,0,0,1,1,1,14,10.3,-12,True,,MIL,WAS,WAS,MIL,False,True,a0eceabe638c05b4ee363df3ce4480c13b876f14,202512010WAS,"Milwaukee Bucks at Washington Wizards Box Score, December 1, 2025",2026-01-20T14:15:21.419369,box-MIL-game-basic
Kyle Kuzma,19:52,1,4,.250,1,1,1.000,0,0,,0,2,2,6,0,0,2,0,3,3.4,-9,True,,MIL,WAS,WAS,MIL,False,True,e29e03e68c89afc7f2b9e21d11a0b8dfb0865f21,202512010WAS,"Milwaukee Bucks at Washington Wizards Box Score, December 1, 2025",2026-01-20T14:15:21.419369,box-MIL-game-basic
Jericho Sims,18:07,2,3,.667,0,0,,1,2,.500,3,4,7,0,0,0,0,3,5,5.4,-9,True,,MIL,WAS,WAS,MIL,False,True,18c36758fd166e45737cc6dedadcbdcfa0e2002f,202512010WAS,"Milwaukee Bucks at Washington Wizards Box Score, December 1, 2025",2026-01-20T14:15:21.419369,box-MIL-game-basic
Bobby Portis,17:22,5,10,.500,2,4,.500,0,0,,0,4,4,1,0,0,0,0,12,8.9,-7,True,,MIL,WAS,WAS,MIL,False,True,21e078145740cc6e326a3f9ec54478b4cef9f65e,202512010WAS,"Milwaukee Bucks at Washington Wizards Box Score, December 1, 2025",2026-01-20T14:15:21.419369,box-MIL-game-basic
