team,player,image_url,file_path
MiamiHeat,Bam Adebayo,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066261.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\bam_adebayo.png
MiamiHeat,Simone Fontecchio,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3899664.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\simone_fontecchio.png
MiamiHeat,Myron Gardner,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431772.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\myron_gardner.png
MiamiHeat,Vladislav Goldin,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4700818.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\vladislav_goldin.png
MiamiHeat,Tyler Herro,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4395725.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\tyler_herro.png
MiamiHeat,Kasparas Jakucionis,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5214640.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\kasparas_jakucionis.png
MiamiHeat,Jaime Jaquez Jr.,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432848.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\jaime_jaquez_jr.png
MiamiHeat,Keshad Johnson,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431786.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\keshad_johnson.png
MiamiHeat,Nikola Jovic,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4997528.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\nikola_jovic.png
MiamiHeat,Pelle Larsson,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4601025.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\pelle_larsson.png
MiamiHeat,Davion Mitchell,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278053.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\davion_mitchell.png
MiamiHeat,Norman Powell,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2595516.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\norman_powell.png
MiamiHeat,Terry Rozier,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3074752.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\terry_rozier.png
MiamiHeat,Dru Smith,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066993.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\dru_smith.png
MiamiHeat,Kel'el Ware,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5105623.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\kelel_ware.png
MiamiHeat,Andrew Wiggins,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3059319.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\andrew_wiggins.png
MiamiHeat,Jahmir Young,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433133.png&h=80&w=110&scale=crop,nba_rosters\miamiheat\jahmir_young.png
