Rk,Unnamed: 1,Salary
1,Jordan Poole,"$27,455,357"
2,Kyle Kuzma,"$25,568,182"
3,Tyus Jones,"$14,000,000"
4,Marvin Bagley,"$12,500,000"
5,Richaun Holmes,"$12,046,020"
6,Landry Shamet,"$10,250,000"
7,Delon Wright,"$8,195,122"
8,Bilal Coulibaly,"$6,614,280"
9,Deni Avdija,"$6,263,188"
10,Johnny Davis,"$5,050,800"
11,Corey Kispert,"$3,722,040"
12,Tristan Vukcevic,"$2,424,892"
13,Patrick Baldwin,"$2,337,720"
14,Taj Gibson,"$2,019,706"
15,Anthony Gill,"$1,997,238"
16,Isaiah Livers,"$1,836,096"
17,Xavier Cooks,"$1,719,864"
18,Ryan Rollins,"$1,719,864"
19,Jared Butler,"$1,250,000"
20,Eugene Omoruyi,"$900,000"
21,Hamidou Diallo,"$116,075"
22,Justin Champagnie,"$116,075"
23,R.J. Hampton,"$116,075"
24,Trey Jemison,"$64,343"
25,Eugene Omoruyi,
26,Jared Butler,
27,John Butler,
28,Jules Bernard,
29,Justin Champagnie,
