Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Domantas Sabonis,24,62,62,2231,10.3,19.2,0.535,1.1,3.4,0.321,9.2,15.7,0.582,0.564,5.1,6.9,0.732,3.2,12.5,15.7,8.8,1.6,0.7,4.5,4.3,26.7,115,110,AS
2,Justin Holiday,31,72,52,2183,5.6,13.5,0.413,3.7,9.8,0.382,1.8,3.7,0.494,0.551,1.5,1.8,0.788,0.7,4.9,5.5,2.6,1.6,0.9,1.2,2.9,16.4,112,114,
3,Malcolm Brogdon,28,56,56,1930,10.9,24.0,0.453,3.6,9.2,0.388,7.3,14.8,0.493,0.527,3.7,4.3,0.864,1.4,5.8,7.2,8.1,1.2,0.4,2.8,2.7,29.0,113,115,
4,T.J. McConnell,28,69,3,1796,7.2,12.9,0.559,0.4,1.3,0.313,6.8,11.6,0.586,0.574,0.9,1.3,0.688,1.4,5.3,6.7,12.0,3.4,0.6,3.6,3.0,15.7,117,110,6MOY-11
5,Doug McDermott,29,66,29,1619,10.3,19.4,0.532,3.2,8.3,0.388,7.1,11.1,0.641,0.616,2.3,2.9,0.816,1.8,4.7,6.5,2.5,0.6,0.2,1.5,3.4,26.2,121,118,
6,Myles Turner,24,47,47,1455,6.7,14.0,0.477,2.2,6.7,0.335,4.5,7.3,0.606,0.557,3.6,4.6,0.782,2.0,7.9,9.9,1.6,1.3,5.2,2.2,5.4,19.2,112,108,DPOY-9
7,Aaron Holiday,24,66,8,1176,6.8,17.5,0.39,2.7,7.3,0.368,4.1,10.2,0.406,0.467,2.7,3.3,0.819,0.6,3.0,3.6,4.9,1.8,0.5,2.7,3.8,19.1,99,115,
8,Caris LeVert,26,35,35,1152,11.2,25.2,0.443,2.5,8.0,0.318,8.6,17.2,0.501,0.493,4.9,6.0,0.822,0.9,5.7,6.6,7.1,2.2,1.0,3.1,3.5,29.8,107,112,
9,Edmond Sumner,25,53,24,861,8.1,15.5,0.525,1.9,4.8,0.398,6.2,10.7,0.582,0.587,3.7,4.6,0.819,1.0,4.2,5.2,2.7,1.8,0.5,2.8,4.8,21.9,112,115,
10,Jeremy Lamb,28,36,8,765,7.4,17.1,0.435,3.2,7.9,0.406,4.2,9.1,0.459,0.529,4.4,4.6,0.947,1.5,6.5,8.1,3.3,2.1,1.4,1.4,4.4,22.4,119,111,
11,Goga Bitadze,21,45,3,561,7.0,16.3,0.428,1.7,6.7,0.253,5.3,9.7,0.548,0.479,3.8,5.1,0.738,5.1,7.6,12.6,3.1,0.8,5.1,1.4,7.9,19.5,116,109,
12,Oshae Brissett,22,21,16,519,6.6,13.8,0.483,3.0,7.1,0.423,3.6,6.6,0.548,0.593,4.6,5.9,0.769,2.6,7.8,10.5,1.6,1.7,1.8,0.9,2.9,20.9,129,111,
13,Kelan Martin,25,35,0,322,9.1,20.3,0.449,3.5,8.8,0.4,5.6,11.4,0.487,0.536,1.3,1.5,0.9,2.6,8.8,11.4,2.5,1.5,1.5,2.3,5.1,23.0,105,111,
14,JaKarr Sampson,27,29,4,316,8.4,16.9,0.496,0.4,2.2,0.2,7.9,14.7,0.541,0.509,2.8,4.3,0.655,4.0,7.5,11.5,0.6,0.3,2.1,2.2,7.8,20.0,104,114,
15,Victor Oladipo,28,9,9,300,10.1,23.9,0.421,3.9,10.9,0.362,6.1,13.1,0.47,0.503,4.3,5.8,0.73,0.2,7.9,8.0,6.0,2.4,0.3,2.8,3.6,28.4,104,111,
16,T.J. Warren,27,4,4,117,10.9,20.6,0.529,0.0,2.8,0.0,10.9,17.8,0.614,0.529,3.2,4.0,0.8,0.8,4.8,5.7,2.0,0.8,0.0,1.6,6.5,25.0,107,117,
17,Cassius Stanley,21,24,0,93,6.6,21.9,0.302,1.5,6.6,0.231,5.1,15.2,0.333,0.337,3.6,4.6,0.778,4.1,6.1,10.2,0.5,0.5,1.0,0.5,7.1,18.3,90,116,
18,Amida Brimah,26,5,0,29,8.1,13.0,0.625,0.0,0.0,,8.1,13.0,0.625,0.625,4.9,4.9,1.0,3.3,9.8,13.0,1.6,0.0,8.1,6.5,6.5,21.2,101,106,
19,Brian Bowen,22,6,0,15,3.2,12.6,0.25,0.0,3.2,0.0,3.2,9.5,0.333,0.25,3.2,3.2,1.0,0.0,9.5,9.5,0.0,0.0,0.0,0.0,3.2,9.5,74,116,
20,Jalen Lecque,20,4,0,12,3.9,35.5,0.111,0.0,3.9,0.0,3.9,31.5,0.125,0.111,11.8,11.8,1.0,7.9,11.8,19.7,7.9,0.0,0.0,0.0,0.0,19.7,77,115,
