unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Nic Claxton,34:34,5,12,.417,0,0,,4,4,1.000,1,9,10,4,1,1,0,1,14,15.1,-3,True,,BRK,DAL,DAL,BRK,False,True,00f2c543a8dbb5998616e6751c38e3737424e92e,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
Michael Porter Jr.,34:29,12,20,.600,6,10,.600,4,5,.800,1,3,4,3,0,0,4,3,34,22.9,-7,True,,BRK,DAL,DAL,BRK,False,True,8c10f4111e3d004ba9b45bb542d910719f97c94f,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
Noah Clowney,32:56,5,13,.385,1,6,.167,0,0,,0,4,4,4,2,1,4,5,11,4.6,-1,True,,BRK,DAL,DAL,BRK,False,True,0cfc30390dd469962ac7f83ee6d21074d9d56767,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
Terance Mann,27:14,4,8,.500,2,5,.400,2,2,1.000,0,4,4,7,2,0,2,3,12,12.9,-7,True,,BRK,DAL,DAL,BRK,False,True,f8e3703db942f620f711cffdb3d6573a23b14974,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
Egor Dёmin,18:10,1,7,.143,1,4,.250,0,0,,0,1,1,1,2,0,2,1,3,-0.9,0,True,,BRK,DAL,DAL,BRK,False,True,add49c14604326e707c69be88fba14a13d56e80f,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,BRK,DAL,DAL,BRK,False,True,064acb3ff25aa8f52cfde83715a71065e802f49d,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
Danny Wolf,26:52,6,10,.600,3,3,1.000,2,4,.500,3,4,7,1,1,1,2,1,17,14.9,-13,True,,BRK,DAL,DAL,BRK,False,True,09abae2cd3aaff5b4fff4fbe25e53cd99d2d21ae,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
Ziaire Williams,25:20,1,4,.250,1,4,.250,0,0,,0,3,3,1,0,0,0,2,3,1.4,-1,True,,BRK,DAL,DAL,BRK,False,True,e9b3c35385dae2c94152ce669e289295cdfa2dd0,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
Tyrese Martin,15:30,4,7,.571,3,6,.500,0,0,,1,2,3,1,0,0,1,0,11,8.7,0,True,,BRK,DAL,DAL,BRK,False,True,cb9520943a819aec39506c841adfd41db7f1bc9b,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
Day'Ron Sharpe,13:26,1,3,.333,0,0,,4,4,1.000,2,4,6,3,0,1,1,2,6,7.9,-5,True,,BRK,DAL,DAL,BRK,False,True,b656f59a73b8debbd0b4e01f129da1221a8c4f3b,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
Nolan Traoré,8:48,0,2,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,2,0,-1.5,-5,True,,BRK,DAL,DAL,BRK,False,True,984a87bdffb6b347f42d101164166f2f2c009c16,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
Drake Powell,2:41,0,0,,0,0,,0,0,,0,0,0,1,0,1,1,2,0,-0.4,+2,True,,BRK,DAL,DAL,BRK,False,True,e032bd399f20cf417aaf63cab44df9f92d73bc47,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
Jalen Wilson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,BRK,DAL,DAL,BRK,False,True,6410c957ed78920380732c2ee0edcf9cbc81139b,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
Team Totals,240,39,86,.453,17,39,.436,16,19,.842,9,34,43,26,8,5,17,22,111,,,True,,BRK,DAL,DAL,BRK,False,True,f7541e6d457ae0e79b14d200153d197876a05f62,202512120DAL,"Brooklyn Nets at Dallas Mavericks Box Score, December 12, 2025",2025-12-31T08:58:35.796257,box-BRK-game-basic
