Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,De'Aaron Fox,25,PG,7,7,270,9.3,22.0,0.424,2.8,8.4,0.333,6.5,13.6,0.48,0.488,4.1,5.5,0.756,1.6,3.5,5.1,7.2,2.0,0.5,3.7,3.1,25.6,
2,Domantas Sabonis,26,C,7,7,243,7.3,14.7,0.495,0.1,0.7,0.2,7.1,13.9,0.511,0.5,2.4,4.1,0.571,4.6,6.8,11.4,4.9,1.5,0.9,3.9,4.1,17.0,
3,Malik Monk,24,SG,7,0,205,6.7,16.3,0.409,2.3,6.8,0.333,4.4,9.5,0.463,0.478,7.7,8.6,0.898,1.1,5.6,6.7,4.4,0.9,0.5,2.5,2.6,23.4,
4,Harrison Barnes,30,PF,7,7,196,4.6,11.0,0.417,1.1,4.6,0.24,3.5,6.4,0.543,0.467,3.5,4.8,0.731,1.8,2.6,4.4,0.9,1.5,0.4,0.6,0.9,13.8,
5,Keegan Murray,22,SF,7,7,194,4.8,10.8,0.448,2.2,5.9,0.375,2.6,4.8,0.538,0.552,0.7,1.1,0.667,2.8,5.4,8.2,0.9,0.7,0.4,0.7,3.3,12.6,
6,Kevin Huerter,24,SG,7,7,183,4.9,14.2,0.347,1.6,7.7,0.205,3.3,6.5,0.515,0.403,1.2,1.6,0.75,0.2,5.9,6.1,1.6,0.6,1.8,0.8,4.5,12.6,
7,Davion Mitchell,24,PG,7,0,140,4.9,11.8,0.413,1.8,6.9,0.259,3.1,4.9,0.632,0.489,1.3,1.5,0.833,0.8,1.5,2.3,3.1,1.5,0.3,1.5,1.8,12.9,
8,Trey Lyles,27,PF,7,0,118,5.2,12.2,0.425,2.7,8.2,0.333,2.4,4.0,0.615,0.538,0.9,1.5,0.6,2.7,9.5,12.2,1.5,0.6,0.0,0.9,3.7,14.0,
9,Terence Davis,25,SG,4,0,58,5.0,12.4,0.4,3.7,10.6,0.353,1.2,1.9,0.667,0.55,1.2,1.2,1.0,1.2,4.3,5.6,3.7,0.6,0.0,1.2,7.4,14.9,
10,Alex Len,29,C,7,0,54,4.7,6.0,0.778,0.0,0.0,,4.7,6.0,0.778,0.778,3.3,4.0,0.833,4.7,8.7,13.3,0.7,0.0,2.0,4.7,10.0,12.7,
11,Kessler Edwards,22,SF,6,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,5.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,
12,PJ Dozier,26,SF,3,0,6,18.0,36.0,0.5,12.0,24.0,0.5,6.0,12.0,0.5,0.667,0.0,0.0,,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,48.0,
13,Chimezie Metu,25,PF,3,0,6,0.0,6.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,12.0,18.0,0.667,6.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,12.0,
