Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,De'Aaron Fox,25,7,7,270,12.1,28.6,0.424,3.6,10.9,0.333,8.5,17.6,0.48,0.488,5.4,7.1,0.756,2.1,4.5,6.6,9.3,2.6,0.7,4.8,4.0,33.2,109.0,112,
2,Domantas Sabonis,26,7,7,243,9.4,19.0,0.495,0.2,1.0,0.2,9.2,18.1,0.511,0.5,3.1,5.4,0.571,6.0,8.8,14.8,6.3,1.9,1.2,5.0,5.4,22.1,104.0,110,
3,Malik Monk,24,7,0,205,8.7,21.2,0.409,3.0,8.9,0.333,5.7,12.3,0.463,0.478,10.0,11.2,0.898,1.4,7.3,8.7,5.7,1.1,0.7,3.2,3.4,30.3,120.0,114,
4,Harrison Barnes,30,7,7,196,6.0,14.3,0.417,1.4,6.0,0.24,4.5,8.3,0.543,0.467,4.5,6.2,0.731,2.4,3.3,5.7,1.2,1.9,0.5,0.7,1.2,17.9,117.0,115,
5,Keegan Murray,22,7,7,194,6.3,14.0,0.448,2.9,7.7,0.375,3.4,6.3,0.538,0.552,1.0,1.4,0.667,3.6,7.0,10.6,1.2,1.0,0.5,1.0,4.3,16.4,121.0,115,
6,Kevin Huerter,24,7,7,183,6.4,18.4,0.347,2.0,10.0,0.205,4.3,8.4,0.515,0.403,1.5,2.0,0.75,0.3,7.7,7.9,2.0,0.8,2.3,1.0,5.9,16.3,93.0,112,
7,Davion Mitchell,24,7,0,140,6.3,15.4,0.413,2.3,9.0,0.259,4.0,6.3,0.632,0.489,1.7,2.0,0.833,1.0,2.0,3.0,4.0,2.0,0.3,2.0,2.3,16.7,107.0,116,
8,Trey Lyles,27,7,0,118,6.7,15.8,0.425,3.6,10.7,0.333,3.2,5.1,0.615,0.538,1.2,2.0,0.6,3.6,12.3,15.8,2.0,0.8,0.0,1.2,4.8,18.2,118.0,112,
9,Terence Davis,25,4,0,58,6.4,16.1,0.4,4.8,13.7,0.353,1.6,2.4,0.667,0.55,1.6,1.6,1.0,1.6,5.6,7.2,4.8,0.8,0.0,1.6,9.7,19.3,123.0,116,
10,Alex Len,29,7,0,54,6.1,7.8,0.778,0.0,0.0,,6.1,7.8,0.778,0.778,4.3,5.2,0.833,6.1,11.2,17.3,0.9,0.0,2.6,6.1,13.0,16.4,109.0,111,
11,Kessler Edwards,22,6,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,,118,
12,PJ Dozier,26,3,0,6,23.4,46.7,0.5,15.6,31.1,0.5,7.8,15.6,0.5,0.667,0.0,0.0,,7.8,7.8,15.6,0.0,0.0,0.0,0.0,0.0,62.3,132.0,117,
13,Chimezie Metu,25,3,0,6,0.0,7.8,0.0,0.0,0.0,,0.0,7.8,0.0,0.0,15.6,23.4,0.667,7.8,0.0,7.8,0.0,0.0,0.0,7.8,0.0,15.6,80.0,122,
