Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,De'Aaron Fox,25.0,7,7,270,70,165,0.424,21,63,0.333,49,102,0.48,0.488,31,41,0.756,12,26,38,54,15,4,28,23,192,0,
2.0,Domantas Sabonis,26.0,7,7,243,49,99,0.495,1,5,0.2,48,94,0.511,0.5,16,28,0.571,31,46,77,33,10,6,26,28,115,0,
3.0,Malik Monk,24.0,7,0,205,38,93,0.409,13,39,0.333,25,54,0.463,0.478,44,49,0.898,6,32,38,25,5,3,14,15,133,0,
4.0,Harrison Barnes,30.0,7,7,196,25,60,0.417,6,25,0.24,19,35,0.543,0.467,19,26,0.731,10,14,24,5,8,2,3,5,75,0,
5.0,Keegan Murray,22.0,7,7,194,26,58,0.448,12,32,0.375,14,26,0.538,0.552,4,6,0.667,15,29,44,5,4,2,4,18,68,0,
6.0,Kevin Huerter,24.0,7,7,183,25,72,0.347,8,39,0.205,17,33,0.515,0.403,6,8,0.75,1,30,31,8,3,9,4,23,64,0,
7.0,Davion Mitchell,24.0,7,0,140,19,46,0.413,7,27,0.259,12,19,0.632,0.489,5,6,0.833,3,6,9,12,6,1,6,7,50,0,
8.0,Trey Lyles,27.0,7,0,118,17,40,0.425,9,27,0.333,8,13,0.615,0.538,3,5,0.6,9,31,40,5,2,0,3,12,46,0,
9.0,Terence Davis,25.0,4,0,58,8,20,0.4,6,17,0.353,2,3,0.667,0.55,2,2,1.0,2,7,9,6,1,0,2,12,24,0,
10.0,Alex Len,29.0,7,0,54,7,9,0.778,0,0,,7,9,0.778,0.778,5,6,0.833,7,13,20,1,0,3,7,15,19,0,
11.0,Kessler Edwards,22.0,6,0,7,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0,
12.0,PJ Dozier,26.0,3,0,6,3,6,0.5,2,4,0.5,1,2,0.5,0.667,0,0,,1,1,2,0,0,0,0,0,8,0,
13.0,Chimezie Metu,25.0,3,0,6,0,1,0.0,0,0,,0,1,0.0,0.0,2,3,0.667,1,0,1,0,0,0,1,0,2,0,
,Team Totals,,7,7,1680,287,669,0.429,85,278,0.306,202,391,0.517,0.493,137,180,0.761,98,236,334,154,54,30,98,158,796,0,
