Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Domantas Sabonis,26,C,79,79,2736,7.6,12.3,0.615,0.4,1.1,0.373,7.2,11.3,0.639,0.632,4.3,5.8,0.742,3.3,9.5,12.8,7.5,0.9,0.5,3.0,3.7,19.9,"MVP-7,AS,NBA3"
2,Harrison Barnes,30,PF,82,82,2662,5.1,10.7,0.473,1.8,4.8,0.374,3.3,5.9,0.553,0.556,4.7,5.6,0.847,1.2,3.8,4.9,1.7,0.8,0.1,1.2,1.4,16.6,
3,De'Aaron Fox,25,PG,73,73,2435,10.1,19.7,0.512,1.8,5.4,0.324,8.3,14.3,0.584,0.557,5.1,6.5,0.78,0.6,3.9,4.5,6.6,1.2,0.3,2.7,2.5,27.0,"MVP-11,CPOY-1,AS,NBA3"
4,Keegan Murray,22,SF,80,78,2382,5.4,11.8,0.453,3.1,7.6,0.411,2.2,4.2,0.527,0.584,0.9,1.2,0.765,1.3,4.3,5.6,1.5,0.9,0.6,0.9,2.4,14.8,ROY-5
5,Kevin Huerter,24,SG,75,75,2203,6.9,14.2,0.485,3.3,8.3,0.402,3.5,5.8,0.604,0.603,1.6,2.1,0.725,0.7,3.4,4.1,3.6,1.3,0.4,1.6,3.0,18.6,
6,Malik Monk,24,SG,77,0,1719,7.5,16.7,0.448,3.0,8.3,0.359,4.5,8.3,0.538,0.538,3.9,4.3,0.889,0.7,3.6,4.3,6.2,1.0,0.4,3.1,2.6,21.8,6MOY-5
7,Davion Mitchell,24,PG,80,9,1447,4.5,9.9,0.454,1.6,4.9,0.32,2.9,5.0,0.584,0.533,0.6,0.8,0.806,0.4,2.2,2.6,4.6,1.1,0.4,1.5,2.8,11.2,
8,Trey Lyles,27,PF,74,0,1247,5.4,11.8,0.458,2.5,6.9,0.363,2.9,4.9,0.595,0.565,2.9,3.6,0.815,2.0,6.7,8.7,1.9,0.8,0.9,1.8,2.8,16.2,
9,Terence Davis,25,SG,64,5,841,6.6,15.6,0.423,3.8,10.4,0.366,2.8,5.2,0.537,0.545,1.5,1.8,0.791,0.9,5.1,6.0,2.9,1.8,0.5,2.3,4.5,18.4,
10,Chimezie Metu,25,PF,66,0,689,6.7,11.4,0.589,0.5,2.0,0.237,6.3,9.5,0.663,0.61,2.8,3.8,0.74,2.5,7.9,10.3,2.1,1.1,1.1,1.7,4.2,16.8,
11,Richaun Holmes,29,C,42,1,348,5.7,9.2,0.618,0.5,0.8,0.625,5.2,8.4,0.617,0.646,1.6,2.0,0.789,3.0,5.3,8.3,0.9,0.3,1.1,1.4,5.2,13.4,
12,Kessler Edwards,22,SF,22,3,306,3.5,8.1,0.435,1.8,5.1,0.349,1.8,3.1,0.577,0.543,1.2,1.5,0.769,2.0,3.5,5.5,2.5,1.3,0.6,1.1,4.4,10.0,
13,KZ Okpala,23,PF,35,3,248,2.3,5.5,0.421,1.0,3.0,0.333,1.3,2.5,0.529,0.513,1.0,1.2,0.875,1.0,3.9,4.9,1.9,1.0,1.0,1.0,5.7,6.7,
14,Matthew Dellavedova,32,PG,32,0,213,2.9,8.5,0.34,1.5,4.6,0.333,1.4,3.9,0.348,0.43,0.7,1.2,0.571,0.2,2.0,2.2,6.9,1.2,0.0,1.7,3.4,7.9,
15,Alex Len,29,C,26,2,161,3.6,6.7,0.533,0.0,0.4,0.0,3.6,6.3,0.571,0.533,2.5,3.6,0.688,5.4,8.0,13.4,2.7,0.9,2.5,3.6,6.3,9.6,
16,PJ Dozier,26,SF,16,0,79,4.6,15.0,0.303,0.9,7.3,0.125,3.6,7.7,0.471,0.333,0.0,0.0,,0.5,5.9,6.4,4.6,2.7,0.5,2.3,3.2,10.0,
17,Keon Ellis,23,SG,16,0,71,3.5,8.1,0.438,3.0,6.1,0.5,0.5,2.0,0.25,0.625,2.0,3.5,0.571,2.0,2.0,4.1,3.0,2.5,0.5,0.5,5.1,12.2,
18,Neemias Queta,23,C,5,0,29,7.4,11.2,0.667,0.0,0.0,,7.4,11.2,0.667,0.667,0.0,2.5,0.0,6.2,7.4,13.7,1.2,0.0,2.5,1.2,8.7,14.9,
19,Chima Moneke,27,SF,2,0,8,4.5,9.0,0.5,0.0,0.0,,4.5,9.0,0.5,0.5,0.0,9.0,0.0,9.0,0.0,9.0,4.5,0.0,0.0,9.0,9.0,9.0,
20,Deonte Burton,29,PF,2,0,6,0.0,12.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
