Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Harrison Barnes,30.0,PF,7,7,196,0.417,0.543,0.24,0.467,0.731,0.525,0.433,0.417,88.0,99.0,67.0,86.0,93.0,90.0,163.0,108.0,
2.0,Terence Davis,25.0,SG,4,0,58,0.4,0.667,0.353,0.55,1.0,0.575,0.1,0.85,84.0,122.0,98.0,101.0,128.0,99.0,38.0,219.0,
3.0,PJ Dozier,26.0,SF,3,0,6,0.5,0.5,0.5,0.667,,0.667,0.0,0.667,105.0,91.0,139.0,122.0,,115.0,0.0,172.0,
4.0,Kessler Edwards,22.0,SF,6,0,7,,,,,,,,,,,,,,,,,
5.0,De'Aaron Fox,25.0,PG,7,7,270,0.424,0.48,0.333,0.488,0.756,0.524,0.248,0.382,89.0,88.0,92.0,89.0,97.0,90.0,93.0,99.0,
6.0,Kevin Huerter,24.0,SG,7,7,183,0.347,0.515,0.205,0.403,0.75,0.424,0.111,0.542,73.0,94.0,57.0,74.0,96.0,73.0,42.0,140.0,
7.0,Alex Len,29.0,C,7,0,54,0.778,0.778,,0.778,0.833,0.816,0.667,0.0,164.0,142.0,,143.0,107.0,140.0,250.0,0.0,
8.0,Trey Lyles,27.0,PF,7,0,118,0.425,0.615,0.333,0.538,0.6,0.545,0.125,0.675,89.0,112.0,92.0,99.0,77.0,94.0,47.0,174.0,
9.0,Chimezie Metu,25.0,PF,3,0,6,0.0,0.0,,0.0,0.667,0.431,3.0,0.0,0.0,0.0,,0.0,85.0,74.0,1126.0,0.0,
10.0,Davion Mitchell,24.0,PG,7,0,140,0.413,0.632,0.259,0.489,0.833,0.514,0.13,0.587,87.0,115.0,72.0,90.0,107.0,88.0,49.0,151.0,
11.0,Malik Monk,24.0,SG,7,0,205,0.409,0.463,0.333,0.478,0.898,0.58,0.527,0.419,86.0,84.0,92.0,88.0,115.0,100.0,198.0,108.0,
12.0,Keegan Murray,22.0,SF,7,7,194,0.448,0.538,0.375,0.552,0.667,0.561,0.103,0.552,94.0,98.0,104.0,101.0,85.0,96.0,39.0,142.0,
13.0,Domantas Sabonis,26.0,C,7,7,243,0.495,0.511,0.2,0.5,0.571,0.517,0.283,0.051,104.0,93.0,55.0,92.0,73.0,89.0,106.0,13.0,
,Team Totals,,,7,7,1680,0.429,0.517,0.306,0.493,0.761,0.532,0.269,0.416,90.0,94.0,85.0,90.0,97.0,92.0,101.0,107.0,
