Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,De'Aaron Fox,25.0,PG,7,7,270,100,0,0,0,0,-3.8,-8.3,12,12,8,3,17,3,135,3,7,
2.0,Domantas Sabonis,26.0,C,7,7,243,0,0,0,0,100,-9.0,-24.2,4,15,10,6,9,0,82,2,10,
3.0,Malik Monk,24.0,SG,7,0,205,0,74,27,0,0,6.7,22.9,5,6,8,1,19,4,60,1,8,
4.0,Harrison Barnes,30.0,PF,7,7,196,0,0,4,96,0,-13.0,-26.3,1,2,5,0,12,1,13,1,0,
5.0,Keegan Murray,22.0,SF,7,7,194,0,0,69,31,0,-4.2,-4.7,3,0,6,1,2,3,12,0,7,
6.0,Kevin Huerter,24.0,SG,7,7,183,0,50,49,1,0,-1.9,0.8,3,1,9,0,4,0,17,0,2,
7.0,Davion Mitchell,24.0,PG,7,0,140,43,57,0,0,0,-4.2,-3.1,5,0,2,1,3,2,29,2,2,
8.0,Trey Lyles,27.0,PF,7,0,118,0,0,0,70,30,7.8,15.6,2,0,5,1,3,2,12,1,1,
9.0,Terence Davis,25.0,SG,4,0,58,10,16,75,0,0,-5.9,-4.4,2,0,8,0,1,0,15,0,1,
10.0,Alex Len,29.0,C,7,0,54,0,0,0,0,100,16.9,22.8,2,1,6,3,3,0,3,0,1,
11.0,Kessler Edwards,22.0,SF,6,0,7,0,3,97,0,0,59.4,62.7,0,0,0,0,0,0,0,0,0,
12.0,PJ Dozier,26.0,SF,3,0,6,0,100,0,0,0,58.6,61.7,0,0,0,0,0,0,0,0,0,
13.0,Chimezie Metu,25.0,PF,3,0,6,0,0,0,51,49,58.6,61.7,0,1,0,0,0,0,0,0,0,
,Team Totals,,,7,7,1680,20,20,20,20,20,-2.1,-3.4,39,38,67,16,73,15,378,10,39,
