Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Harrison Barnes,30.0,PF,82,82,2662,0.473,0.553,0.374,0.556,0.847,0.632,0.522,0.446,99,101,104.0,102,108.0,109,196,115,17.4,99.2,
2.0,Deonte Burton,29.0,PF,2,0,6,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0,0,0.0,0,,0,0,129,-2.2,-2.3,
3.0,Terence Davis,25.0,SG,64,5,841,0.423,0.537,0.366,0.545,0.791,0.563,0.118,0.668,89,98,102.0,100,101.0,97,44,172,0.1,-14.2,
4.0,Matthew Dellavedova,32.0,PG,32,0,213,0.34,0.348,0.333,0.43,0.571,0.443,0.14,0.54,72,63,92.0,79,73.0,76,53,139,-11.5,-14.7,
5.0,PJ Dozier,26.0,SF,16,0,79,0.303,0.471,0.125,0.333,,0.333,0.0,0.485,64,86,35.0,61,,57,0,125,-14.0,-16.4,
6.0,Kessler Edwards,22.0,SF,22,3,306,0.435,0.577,0.349,0.543,0.769,0.569,0.188,0.623,91,105,97.0,100,98.0,98,71,161,-0.2,-1.9,
7.0,Keon Ellis,23.0,SG,16,0,71,0.438,0.25,0.5,0.625,0.571,0.629,0.438,0.75,92,46,139.0,115,73.0,108,164,194,2.6,1.8,
8.0,De'Aaron Fox,25.0,PG,73,73,2435,0.512,0.584,0.324,0.557,0.78,0.599,0.331,0.276,108,107,90.0,102,100.0,103,124,71,31.5,53.6,"MVP-11,CPOY-1,AS,NBA3"
9.0,Richaun Holmes,29.0,C,42,1,348,0.618,0.617,0.625,0.646,0.789,0.668,0.213,0.09,130,113,173.0,118,101.0,115,80,23,17.9,16.8,
10.0,Kevin Huerter,24.0,SG,75,75,2203,0.485,0.604,0.402,0.603,0.725,0.617,0.151,0.589,102,110,111.0,111,93.0,106,57,152,100.6,66.3,
11.0,Alex Len,29.0,C,26,2,161,0.533,0.571,0.0,0.533,0.688,0.58,0.533,0.067,112,104,0.0,98,88.0,100,200,17,-0.7,-0.1,
12.0,Trey Lyles,27.0,PF,74,0,1247,0.458,0.595,0.363,0.565,0.815,0.607,0.304,0.588,96,109,100.0,104,104.0,105,114,152,16.1,24.3,
13.0,Chimezie Metu,25.0,PF,66,0,689,0.589,0.663,0.237,0.61,0.74,0.639,0.333,0.174,124,121,66.0,112,95.0,110,125,45,28.2,29.1,
14.0,Davion Mitchell,24.0,PG,80,9,1447,0.454,0.584,0.32,0.533,0.806,0.545,0.078,0.494,95,107,89.0,98,103.0,94,29,127,-10.1,-29.7,
15.0,Chima Moneke,27.0,SF,2,0,8,0.5,0.5,,0.5,0.0,0.347,1.0,0.0,105,91,,92,0.0,60,375,0,-0.2,-1.3,
16.0,Malik Monk,24.0,SG,77,0,1719,0.448,0.538,0.359,0.538,0.889,0.587,0.26,0.5,94,98,100.0,99,114.0,101,98,129,-11.0,9.8,6MOY-5
17.0,Keegan Murray,22.0,SF,80,78,2382,0.453,0.527,0.411,0.584,0.765,0.597,0.104,0.641,95,96,114.0,107,98.0,103,39,165,61.2,25.5,ROY-5
18.0,KZ Okpala,23.0,PF,35,3,248,0.421,0.529,0.333,0.513,0.875,0.554,0.211,0.553,89,97,92.0,94,112.0,95,79,143,-2.4,-2.3,
19.0,Neemias Queta,23.0,C,5,0,29,0.667,0.667,,0.667,0.0,0.607,0.222,0.0,140,122,,122,0.0,104,83,0,2.2,0.5,
20.0,Domantas Sabonis,26.0,C,79,79,2736,0.615,0.639,0.373,0.632,0.742,0.668,0.467,0.088,129,117,104.0,116,95.0,115,175,23,162.1,195.5,"MVP-7,AS,NBA3"
,Team Totals,,,82,82,19830,0.494,0.586,0.369,0.572,0.79,0.608,0.284,0.423,104,107,102.0,105,101.0,105,107,109,387.6,439.5,
