Rk,Unnamed: 1,Salary
1,De'Aaron Fox,"$30,351,780"
2,Domantas Sabonis,"$18,500,000"
3,Harrison Barnes,"$18,352,273"
4,Kevin Huerter,"$14,508,929"
5,Richaun Holmes,"$11,215,260"
6,Malik Monk,"$9,472,219"
7,Keegan Murray,"$8,008,440"
8,Davion Mitchell,"$4,833,600"
9,Terence Davis,"$4,000,000"
10,Alex Len,"$3,918,600"
11,Trey Lyles,"$2,625,000"
12,Chimezie Metu,"$1,910,860"
13,KZ Okpala,"$1,902,133"
14,Matthew Dellavedova,"$1,836,090"
15,Kessler Edwards,"$1,637,966"
16,PJ Dozier,"$539,450"
17,Chima Moneke,"$500,000"
18,Sam Merrill,"$150,000"
19,PJ Dozier,"$105,522"
20,PJ Dozier,"$105,522"
21,Deonte Burton,"$105,522"
22,DJ Steward,"$50,000"
23,Keon Ellis,
24,Neemias Queta,
